lat,long,commonID,samplingProgram
48.38777,-92.27777,Thompson_1,BsM
49.77882,-92.66332,Thunder_1,BsM
50.33775,-93.98355,Tide_1,BsM
48.35538,-90.52995,Titmarsh_1,BsM
49.05147,-85.15469,Tocheri_1,BsM
50.03637,-94.06278,Tom_1,BsM
52.06298,-89.1905,Totogan_1,BsM
49.66182,-92.78292,Trap_1,BsM
46.3193,-79.33669,Trout_1,BsM
51.19868,-93.30949,Trout_2,BsM
46.27189,-82.66444,Turtle_1,BsM
48.95315,-91.94003,Turtle_2,BsM
52.07642,-92.46707,Tutu_1,BsM
45.02509,-78.7047,Twelve Mile_1,BsM
48.3689,-90.85668,Twinhouse_1,BsM
51.05258,-92.58668,Uchi_1,BsM
49.40161,-92.77724,Upper Manitou_1,BsM
47.10561,-84.61995,Upper Pancake_1,BsM
50.99063,-92.52834,Upper Slate_1,BsM
46.51845,-81.4009,Vermilion_1,BsM
49.62381,-91.54686,Victoria_2,BsM
49.06245,-93.08016,Vista_1,BsM
46.29283,-81.58644,Wabagishik_1,BsM
50.64342,-89.78198,Wabakimi_1,BsM
50.38864,-93.22539,Wabaskang_1,BsM
48.46364,-84.23041,Wabatongushi_1,BsM
49.73222,-92.72928,Wabigoon_2,BsM
50.08021,-88.98877,Wabinosh_1,BsM
47.48206,-82.84313,Wakami_1,BsM
46.57189,-83.36057,Wakomata_1,BsM
46.1992,-81.50973,Walker_1,BsM
49.04481,-89.07437,Walotka_1,BsM
49.32443,-92.35219,Wapageisi_1,BsM
50.54216,-92.33631,Wapesi_1,BsM
50.06193,-90.1059,Wapikaimaski_1,BsM
46.98394,-83.78715,Ward_1,BsM
46.935,-79.89212,Wasaksina_1,BsM
48.7446,-93.57514,Wasaw_1,BsM
49.43254,-80.1837,Wasicho_1,BsM
48.24705,-80.55577,Watabeag_1,BsM
51.5779,-92.69876,Wavell_1,BsM
48.01285,-84.72161,Wawa_1,BsM
49.42645,-90.55214,Wawang_1,BsM
50.12945,-89.09663,Waweig_1,BsM
49.53029,-90.19699,Weaver_1,BsM
51.26148,-88.62762,Weese_1,BsM
48.32507,-90.37651,Weikwabinonaw_1,BsM
50.72869,-93.15031,Wenasaga_1,BsM
47.38611,-83.09145,Wenebegon_1,BsM
45.02704,-77.4237,Weslemkoon_1,BsM
48.2603,-85.04903,West Kabenung_1,BsM
46.43411,-82.34418,Whiskey_1,BsM
49.4723,-85.54923,White Otter_1,BsM
49.09057,-91.86311,White Otter_2,BsM
47.28201,-80.83063,White Pine_1,BsM
48.78835,-85.61725,White_1,BsM
45.29792,-76.51851,White_2,BsM
48.00938,-84.47039,Whitefish_1,BsM
49.78718,-95.03457,Whitefish_2,BsM
48.22119,-90.00085,Whitefish_3,BsM
44.51719,-76.23477,Whitefish_5,BsM
50.8448,-92.73259,Whitemud_1,BsM
49.86702,-91.24927,Whiterock_1,BsM
49.53029,-92.62148,Whitewater_2,BsM
49.38507,-87.24311,Wig_1,BsM
