commonID,lat,long,samplingProgram,secchiDepth,maxDepth,yearSample,DOC,TDP,scaled_yearSample,scaled_secchi,scaled_maxDepth
McMahon_1,46.53421,-83.8027,BsM,4.4,27.4,2009,2.7,6.9,8.9328125,0.847702753,-2.158489583
Megisan_1,47.24629,-83.52106,BsM,4.5,18,2009,8.2,5.8,8.9328125,0.947702753,-11.55848958
Mijinemungshing_1,47.69125,-84.70487,BsM,4.5,33.6,2009,5.7,5.6,8.9328125,0.947702753,4.041510417
Mozhabong_1,46.95159,-82.08518,BsM,6.5,44.8,2010,2.8,3.9,9.9328125,2.947702753,15.24151042
Ninegee_1,47.37231,-83.52071,BsM,4.2,20.7,2011,6,5.6,10.9328125,0.647702753,-8.858489583
Ninth_1,47.30503,-81.85852,BsM,1.5,42,2011,15.4,14.5,10.9328125,-2.052297247,12.44151042
Okiniada_1,47.46489,-80.76159,BsM,5.3,32.9,2009,3.8,5.2,8.9328125,1.747702753,3.341510417
Old Woman_1,47.62155,-84.72187,BsM,3.5,45.8,2009,4.1,2.4,8.9328125,-0.052297247,16.24151042
Oshawong_1,47.19487,-81.36096,BsM,3.5,25.9,2010,4.7,6.4,9.9328125,-0.052297247,-3.658489583
Penelope_1,46.83672,-83.50296,BsM,4.5,36.6,2010,2.6,9.4,9.9328125,0.947702753,7.041510417
Pogamasing_1,46.96784,-81.83568,BsM,3.5,34,2010,3.2,4.9,9.9328125,-0.052297247,4.441510417
Popeye_1,46.44422,-82.54487,BsM,4,15.2,2011,4.6,4.4,10.9328125,0.447702753,-14.35848958
Queminico_1,47.16395,-84.61718,BsM,6,7.3,2009,4.1,6.7,8.9328125,2.447702753,-22.25848958
Quinn_1,47.16053,-83.89663,BsM,2.3,19.8,2009,8.3,6.3,8.9328125,-1.252297247,-9.758489583
Ranger_1,46.90502,-83.56707,BsM,9.5,73.2,2009,3.1,2.1,8.9328125,5.947702753,43.64151042
Rawhide_1,46.65506,-82.61487,BsM,5.6,61,2009,1.7,5.4,8.9328125,2.047702753,31.44151042
Rawson_1,46.92006,-80.56675,BsM,5.6,26,2010,3.2,4.1,9.9328125,2.047702753,-3.558489583
Rock_1,46.43338,-83.77218,BsM,1.3,21.4,2011,5.4,15.1,10.9328125,-2.252297247,-8.158489583
Rossmere_1,46.33895,-82.77877,BsM,1.8,6,2009,6.4,8.9,8.9328125,-1.752297247,-23.55848958
Rushbrook_1,46.73787,-81.91669,BsM,4.5,18.3,2010,3,8.3,9.9328125,0.947702753,-11.25848958
S_1,46.67256,-81.87708,BsM,3,16.3,2011,3.5,6.6,10.9328125,-0.552297247,-13.25848958
Saddle_1,46.95281,-83.78813,BsM,4,15.2,2009,5.3,6.1,8.9328125,0.447702753,-14.35848958
Sand_1,47.72534,-84.52605,BsM,2,29.1,2009,11,4.8,8.9328125,-1.552297247,-0.458489583
Scotia_1,47.07183,-81.37676,BsM,6,63.1,2010,4.9,4.1,9.9328125,2.447702753,33.54151042
Shelden_1,46.58666,-83.59021,BsM,5.5,21.3,2009,3.5,4.1,8.9328125,1.947702753,-8.258489583
South Branch_1,47.06961,-83.67101,BsM,3.5,12.2,2009,7.2,5.9,8.9328125,-0.052297247,-17.35848958
Spinweb_1,46.67548,-82.38285,BsM,3.5,12.5,2009,3.6,4.2,8.9328125,-0.052297247,-17.05848958
Turtle_1,46.27189,-82.66444,BsM,2.7,30.5,2010,3.7,7.4,9.9328125,-0.852297247,0.941510417
Upper Pancake_1,47.10561,-84.61995,BsM,5.2,16.8,2009,4.2,4.4,8.9328125,1.647702753,-12.75848958
Wabagishik_1,46.29283,-81.58644,BsM,1.8,18.5,2011,6.2,16.7,10.9328125,-1.752297247,-11.05848958
Wakami_1,47.48206,-82.84313,BsM,4.3,10,2011,4.3,8.4,10.9328125,0.747702753,-19.55848958
Wakomata_1,46.57189,-83.36057,BsM,5,73.2,2009,2,2.3,8.9328125,1.447702753,43.64151042
Walker_1,46.1992,-81.50973,BsM,3.5,54.9,2009,3.4,5.7,8.9328125,-0.052297247,25.34151042
Ward_1,46.98394,-83.78715,BsM,5,19,2009,5.5,4.3,8.9328125,1.447702753,-10.55848958
Whiskey_1,46.43411,-82.34418,BsM,6,55.2,2009,2.7,3.1,8.9328125,2.447702753,25.64151042
Anima Nipissing_1,47.25951,-79.90616,BsM,8,76.2,2009,2.9,3.1,8.9328125,4.447702753,46.64151042
Anvil_2,47.42262,-80.26691,BsM,2,22.3,2008,3.8,5.4,7.9328125,-1.552297247,-7.258489583
Cassels_1,47.06939,-79.71594,BsM,4,36.6,2009,5.2,5.6,8.9328125,0.447702753,7.041510417
Clear_2,46.09839,-79.78115,BsM,5,40,2008,4.5,8.2,7.9328125,1.447702753,10.44151042
Cross_1,46.8721,-79.96696,BsM,3.5,54.9,2008,2.6,8.9,7.9328125,-0.052297247,25.34151042
Deer_1,46.48181,-80.21786,BsM,1.8,6.3,2008,8.3,17.7,7.9328125,-1.752297247,-23.25848958
Diamond_1,47.20455,-80.24759,BsM,3.5,38.1,2008,2.4,3.6,7.9328125,-0.052297247,8.541510417
Emerald_1,46.9159,-80.32312,BsM,8,48.8,2009,2.5,3.2,8.9328125,4.447702753,19.24151042
Hangstone_1,46.81988,-79.88986,BsM,2.2,18,2009,7.1,9,8.9328125,-1.352297247,-11.55848958
Kokoko_1,47.08895,-80.03639,BsM,3,44.8,2008,3.4,6.8,7.9328125,-0.552297247,15.24151042
Lady Evelyn_1,47.35053,-80.14644,BsM,2,29.6,2008,3.4,3.9,7.9328125,-1.552297247,0.041510417
Makobe_1,47.4477,-80.43034,BsM,2,22.6,2008,3,3.6,7.9328125,-1.552297247,-6.958489583
Muskosung_1,46.49128,-80.04488,BsM,3.3,10,2008,6.4,7.5,7.9328125,-0.252297247,-19.55848958
Nosbonsing_1,46.20715,-79.21294,BsM,2.5,14,2008,4.5,17.4,7.9328125,-1.052297247,-15.55848958
Rabbit_1,46.9898,-79.6473,BsM,3.9,42.7,2009,5,5.1,8.9328125,0.347702753,13.14151042
Red Cedar_1,46.71781,-79.94034,BsM,2.1,34.7,2009,7.8,7.4,8.9328125,-1.452297247,5.141510417
Red Squirrel_1,47.16035,-80.02394,BsM,3.5,33.6,2008,2.6,3.8,7.9328125,-0.052297247,4.041510417
Rib_1,47.21484,-79.71615,BsM,7,44.8,2009,3.5,4.2,8.9328125,3.447702753,15.24151042
Temagami_1,46.98896,-80.07046,BsM,5,75.9,2008,3,5.1,7.9328125,1.447702753,46.34151042
Trout_1,46.3193,-79.33669,BsM,5.1,69.2,2008,3.1,4.3,7.9328125,1.547702753,39.64151042
Wasaksina_1,46.935,-79.89212,BsM,1.5,31.1,2008,6.1,8.9,7.9328125,-2.052297247,1.541510417
Echoing_1,54.52068,-92.24003,BsM,6.5,30,2012,6,8.8,11.9328125,2.947702753,0.441510417
Lingman_1,53.85483,-92.85197,BsM,3,4.9,2012,8.2,10.9,11.9328125,-0.552297247,-24.65848958
North Spirit_1,52.5156,-92.91514,BsM,2,31.5,2012,11.5,13.1,11.9328125,-1.552297247,1.941510417
Totogan_1,52.06298,-89.1905,BsM,2,7,2012,12.2,12.3,11.9328125,-1.552297247,-22.55848958
Tutu_1,52.07642,-92.46707,BsM,3,4.7,2012,7,8.4,11.9328125,-0.552297247,-24.85848958
Weese_1,51.26148,-88.62762,BsM,2.5,15,2012,11.5,7.5,11.9328125,-1.052297247,-14.55848958
Amik_1,49.83026,-91.91356,BsM,1.8,20.4,2009,14,18.3,8.9328125,-1.752297247,-9.158489583
Arethusa_1,49.71847,-91.86176,BsM,2.3,18,2009,7.7,11.5,8.9328125,-1.252297247,-11.55848958
Bawden_1,49.99869,-91.58399,BsM,1.8,11,2009,13.7,14.7,8.9328125,-1.752297247,-18.55848958
Bell_1,49.80966,-90.93897,BsM,4.8,34.4,2009,6.3,5,8.9328125,1.247702753,4.841510417
Berens_1,51.75814,-93.71456,BsM,0.8,11.6,2009,15.2,30.6,8.9328125,-2.752297247,-17.95848958
Big Sandy_1,49.82359,-92.36295,BsM,2.7,41,2009,7.2,14.9,8.9328125,-0.852297247,11.44151042
Birch_2,51.39338,-92.37217,BsM,3.9,37,2009,8.1,9,8.9328125,0.347702753,7.441510417
Bluffy_1,50.81613,-92.96312,BsM,1.1,15.3,2009,16,15,8.9328125,-2.452297247,-14.25848958
Bury_1,50.43634,-91.3911,BsM,2.5,17,2009,11.8,13,8.9328125,-1.052297247,-12.55848958
Canyon_1,49.9888,-93.68699,BsM,3.4,19.8,2009,7,10.2,8.9328125,-0.152297247,-9.758489583
Carling_1,50.6223,-91.28022,BsM,2.7,40.9,2009,12.2,16.3,8.9328125,-0.852297247,11.34151042
Cecil_1,49.54021,-91.40065,BsM,3.9,24.4,2009,4.1,6.6,8.9328125,0.347702753,-5.158489583
Churchill_1,50.79425,-91.17578,BsM,2.8,22.6,2009,10,9.4,8.9328125,-0.752297247,-6.958489583
Clay_1,50.04611,-93.48572,BsM,0.9,21.9,2009,11.5,38.6,8.9328125,-2.652297247,-7.658489583
Cliff_1,50.16879,-93.29998,BsM,3.8,34.1,2009,6.4,9.7,8.9328125,0.247702753,4.541510417
Coli_1,51.31536,-93.59007,BsM,1.9,9.2,2009,9,14.9,8.9328125,-1.652297247,-20.35848958
Confederation_1,51.11521,-92.67556,BsM,4.2,32.3,2009,6.8,6.6,8.9328125,0.647702753,2.741510417
Confusion_1,50.65108,-94.17888,BsM,4,42.7,2009,7.1,5.2,8.9328125,0.447702753,13.14151042
Conifer_1,50.5674,-94.03211,BsM,5.2,65.8,2009,5.3,4.7,8.9328125,1.647702753,36.24151042
Crystal_1,49.72882,-91.1675,BsM,1.8,4.6,2009,14.8,10.3,8.9328125,-1.752297247,-24.95848958
Davies_1,50.14869,-90.97855,BsM,2,17,2009,13.3,10.6,8.9328125,-1.552297247,-12.55848958
De Lesseps_1,50.70008,-90.70631,BsM,3.5,41.2,2009,9.9,4.5,8.9328125,-0.052297247,11.64151042
Delaney_1,50.09299,-94.048,BsM,4.5,81.4,2009,3.6,7.1,8.9328125,0.947702753,51.84151042
Dowswell_1,50.62006,-94.71704,BsM,1.8,23.5,2009,12.6,10.8,8.9328125,-1.752297247,-6.058489583
Expanse_1,50.34437,-91.77352,BsM,2.3,13.6,2009,11.8,14.2,8.9328125,-1.252297247,-15.95848958
Fitchie_1,50.61813,-90.53714,BsM,2.2,19.2,2009,11.3,8.1,8.9328125,-1.352297247,-10.35848958
Fletcher_1,50.42908,-94.48032,BsM,2,33.9,2009,11.3,26.6,8.9328125,-1.552297247,4.341510417
Greenbush_1,50.95093,-90.10466,BsM,4.3,10,2009,11.3,6.6,8.9328125,0.747702753,-19.55848958
Hamilton_1,50.86908,-90.43634,BsM,2.8,23.2,2009,11.2,6.4,8.9328125,-0.752297247,-6.358489583
Hartman_1,49.74941,-92.45084,BsM,3,8.2,2009,5.9,10.8,8.9328125,-0.552297247,-21.35848958
Hik_1,50.35053,-91.51247,BsM,1.9,6.3,2009,10.5,11.8,8.9328125,-1.652297247,-23.25848958
Indian_3,49.54834,-91.66632,BsM,3.7,36,2009,5.6,8.4,8.9328125,0.147702753,6.441510417
Jeanette_1,51.0898,-92.13638,BsM,1.9,12.5,2009,10.2,12.5,8.9328125,-1.652297247,-17.05848958
Kirkness_1,51.5321,-93.92675,BsM,2.6,17.4,2009,6.8,13.1,8.9328125,-0.952297247,-12.15848958
Kukukus_1,49.7724,-91.68396,BsM,3.3,19.5,2009,7.9,12.2,8.9328125,-0.252297247,-10.05848958
Little Sandbar_1,49.45098,-91.54113,BsM,2,7,2009,7.7,12.8,8.9328125,-1.552297247,-22.55848958
Longlegged_1,50.78395,-94.17453,BsM,3.6,35.4,2009,7.7,10.6,8.9328125,0.047702753,5.841510417
Mameigwess_1,49.55072,-91.82545,BsM,5.8,50,2009,2.4,5.7,8.9328125,2.247702753,20.44151042
Marchington_1,50.19345,-91.38973,BsM,2.7,33.5,2009,13,6.9,8.9328125,-0.852297247,3.941510417
Mattawa_1,49.69831,-90.97644,BsM,2.7,12.3,2009,10.5,9.2,8.9328125,-0.852297247,-17.25848958
McCrea_1,50.85869,-90.28963,BsM,2.7,49.7,2009,9.3,7.6,8.9328125,-0.852297247,20.14151042
Medcalf_1,50.92614,-90.55398,BsM,2.8,30.5,2009,10.8,6.4,8.9328125,-0.752297247,0.941510417
Minchin_1,50.76686,-90.54351,BsM,4.8,24.4,2009,9.8,5,8.9328125,1.247702753,-5.158489583
Miniss_1,50.82132,-90.87326,BsM,3.4,39,2009,9.6,4.8,8.9328125,-0.152297247,9.441510417
Mold_1,50.09953,-92.6059,BsM,2.3,17,2009,9.7,8.5,8.9328125,-1.252297247,-12.55848958
Mud_1,49.57403,-91.89103,BsM,4.5,10.3,2009,4.4,7.3,8.9328125,0.947702753,-19.25848958
Nungesser_1,51.47248,-93.53952,BsM,2,15.2,2009,11.7,12.3,8.9328125,-1.552297247,-14.35848958
Oak_1,50.43811,-93.78729,BsM,0.9,32.9,2009,12.1,25.7,8.9328125,-2.652297247,3.341510417
Onnie_1,50.93757,-94.26786,BsM,2.6,26,2009,11.4,12.6,8.9328125,-0.952297247,-3.558489583
Otatakan_1,50.85048,-91.85134,BsM,1.2,8.5,2009,17.6,11.8,8.9328125,-2.352297247,-21.05848958
Pakwash_1,50.74727,-93.50609,BsM,1.5,17.4,2009,11,23.4,8.9328125,-2.052297247,-12.15848958
Pashkokogan_1,50.98287,-90.30102,BsM,2.7,14.9,2009,9.4,8,8.9328125,-0.852297247,-14.65848958
Penassi_1,49.95125,-91.19549,BsM,4,27.1,2009,11.1,9.1,8.9328125,0.447702753,-2.458489583
Perrault_1,50.29084,-93.13068,BsM,2.1,24.4,2009,8.3,16.1,8.9328125,-1.452297247,-5.158489583
Pikangikum_1,51.80217,-93.99622,BsM,1.9,21,2009,11,17,8.9328125,-1.652297247,-8.558489583
Press_1,49.79986,-91.50461,BsM,2.2,22,2009,10.9,9.7,8.9328125,-1.352297247,-7.558489583
Richardson_1,50.16956,-92.06356,BsM,4.7,22.9,2009,5.9,11.6,8.9328125,1.147702753,-6.658489583
Rude_1,49.87008,-90.31323,BsM,2.9,11.5,2009,8.7,7.8,8.9328125,-0.652297247,-18.05848958
Savant_1,50.4823,-90.42741,BsM,4.4,53,2009,7.3,6.1,8.9328125,0.847702753,23.44151042
Savoy_1,49.27585,-91.01053,BsM,2.2,14.3,2009,7,9.9,8.9328125,-1.352297247,-15.25848958
Scruffy_1,49.84777,-90.35099,BsM,2.2,7,2012,8.9,10,11.9328125,-1.352297247,-22.55848958
Selwyn_1,49.45958,-90.89168,BsM,1.7,9.8,2009,9.4,10.2,8.9328125,-1.852297247,-19.75848958
Seseganaga_1,50.06571,-90.35308,BsM,2.8,42.3,2009,8.8,5.5,8.9328125,-0.752297247,12.74151042
Shabu_1,51.31424,-92.93967,BsM,1.4,13.2,2009,14.4,12.4,8.9328125,-2.152297247,-16.35848958
Silcox_1,51.75362,-93.37461,BsM,1.7,6.1,2009,9.8,21.6,8.9328125,-1.852297247,-23.45848958
Silver_2,50.41174,-90.35324,BsM,2.3,10,2009,12,9,8.9328125,-1.252297247,-19.55848958
Singapore_1,50.16413,-91.26503,BsM,2.6,18.8,2009,10.9,43.6,8.9328125,-0.952297247,-10.75848958
Smye_1,50.3698,-90.34435,BsM,1.7,21.1,2009,12.8,7.7,8.9328125,-1.852297247,-8.458489583
Sowden_1,49.54735,-91.20672,BsM,1.7,18.3,2009,11.7,11.2,8.9328125,-1.852297247,-11.25848958
Sup_1,50.30519,-93.55796,BsM,2.6,19.2,2009,9.3,16.4,8.9328125,-0.952297247,-10.35848958
Thaddeus_1,50.17463,-92.89251,BsM,3.1,16.2,2009,6.3,17.1,8.9328125,-0.452297247,-13.35848958
Tide_1,50.33775,-93.98355,BsM,1.1,30.5,2009,11.8,23.4,8.9328125,-2.452297247,0.941510417
Tom_1,50.03637,-94.06278,BsM,3.4,36,2009,7.2,4.8,8.9328125,-0.152297247,6.441510417
Trout_2,51.19868,-93.30949,BsM,5.5,47.3,2009,4.4,5.4,8.9328125,1.947702753,17.74151042
Uchi_1,51.05258,-92.58668,BsM,2,26.2,2009,13,13.4,8.9328125,-1.552297247,-3.358489583
Victoria_2,49.62381,-91.54686,BsM,2.8,28.1,2009,6.4,12.6,8.9328125,-0.752297247,-1.458489583
Wabaskang_1,50.38864,-93.22539,BsM,2.5,28.7,2009,8.6,19.3,8.9328125,-1.052297247,-0.858489583
Wapesi_1,50.54216,-92.33631,BsM,1.3,9.2,2009,15.8,19,8.9328125,-2.252297247,-20.35848958
Wavell_1,51.5779,-92.69876,BsM,1.3,23,2009,15.4,11.8,8.9328125,-2.252297247,-6.558489583
Wawang_1,49.42645,-90.55214,BsM,3.4,26.5,2009,4,11.4,8.9328125,-0.152297247,-3.058489583
Wenasaga_1,50.72869,-93.15031,BsM,1.4,12.8,2009,15.5,17.4,8.9328125,-2.152297247,-16.75848958
Whitemud_1,50.8448,-92.73259,BsM,0.9,15.6,2009,17.5,15.6,8.9328125,-2.652297247,-13.95848958
Abbess_1,48.67977,-91.68384,BsM,2.8,37.2,2010,7.9,9,9.9328125,-0.752297247,7.641510417
Agnes_1,48.22804,-91.35112,BsM,6.5,79.3,2010,3.9,3.2,9.9328125,2.947702753,49.74151042
Andy_1,49.62961,-94.08984,BsM,4.5,14.6,2010,8.1,7.8,9.9328125,0.947702753,-14.95848958
Argo_1,48.25397,-91.80679,BsM,5.8,55.5,2010,2.5,6.6,9.9328125,2.247702753,25.94151042
Atikwa_1,49.49768,-93.53348,BsM,4.5,59.5,2010,5.9,6.3,9.9328125,0.947702753,29.94151042
Augite_1,49.8623,-93.71668,BsM,3.5,26,2010,7.6,5.8,9.9328125,-0.052297247,-3.558489583
Bad Vermilion_1,48.72571,-92.68243,BsM,3.9,49.4,2010,5.2,8.3,9.9328125,0.347702753,19.84151042
Beaverhouse_1,48.54596,-92.10223,BsM,5.6,64.7,2010,5.1,4.8,9.9328125,2.047702753,35.14151042
Bending_1,49.32637,-92.15291,BsM,2.5,45.8,2010,8,5.9,9.9328125,-1.052297247,16.24151042
Bethune_1,48.95168,-91.57173,BsM,2.5,25,2010,8.6,6.7,9.9328125,-1.052297247,-4.558489583
Big Island_1,49.95155,-93.97876,BsM,3.9,31.5,2010,5.8,4.8,9.9328125,0.347702753,1.941510417
Black_1,49.54106,-94.07975,BsM,1.8,17.7,2010,14.1,15.2,9.9328125,-1.752297247,-11.85848958
Blindfold_1,49.67003,-94.25758,BsM,2.2,16.8,2010,8.5,15.4,9.9328125,-1.352297247,-12.75848958
Blueberry_1,50.15109,-94.74174,BsM,1.5,4.9,2010,12.4,32,9.9328125,-2.052297247,-24.65848958
Bluffpoint_1,49.1767,-93.37447,BsM,4.2,38.1,2010,6.4,7.5,9.9328125,0.647702753,8.541510417
Burditt_1,48.96059,-93.77003,BsM,5,23.5,2010,5.7,7.3,9.9328125,1.447702753,-6.058489583
Calm_1,48.78402,-92.08944,BsM,3.6,65.3,2010,10.4,9.6,9.9328125,0.047702753,35.74151042
Captain Tom_1,48.47819,-92.31846,BsM,1.2,21.4,2010,15.6,17.8,9.9328125,-2.352297247,-8.158489583
Caviar_1,49.37469,-93.77506,BsM,4.5,39.6,2010,5.7,7.7,9.9328125,0.947702753,10.04151042
Cedartree_1,49.30386,-93.86676,BsM,5.2,18,2010,4.4,6.9,9.9328125,1.647702753,-11.55848958
Clearwater West_1,49.00747,-91.98602,BsM,8.5,73.2,2010,2.2,5.2,9.9328125,4.947702753,43.64151042
Crooked Pine_1,48.7846,-91.09824,BsM,3.5,16.2,2010,7.6,11.1,9.9328125,-0.052297247,-13.35848958
Cross_2,49.96489,-94.23609,BsM,3.7,26.2,2010,7.2,6,9.9328125,0.147702753,-3.358489583
Crowrock_1,48.97243,-91.79738,BsM,3.2,50.3,2010,5.8,6.3,9.9328125,-0.352297247,20.74151042
Crystal_2,48.7076,-91.27802,BsM,6.9,47,2010,2.4,4.3,9.9328125,3.347702753,17.44151042
Cygnet_1,49.99142,-94.88562,BsM,2,11,2010,9.9,23.9,9.9328125,-1.552297247,-18.55848958
Daniels_1,49.92424,-93.85166,BsM,7,78.6,2010,3.6,3.9,9.9328125,3.447702753,49.04151042
Dibble_1,49.19884,-92.02659,BsM,4.8,31,2010,3.6,4.5,9.9328125,1.247702753,1.441510417
Dogpaw_1,49.36962,-93.90523,BsM,4.9,24.4,2010,5.8,7,9.9328125,1.347702753,-5.158489583
Dogtooth_1,49.69869,-94.15775,BsM,4,42,2010,5.8,8.2,9.9328125,0.447702753,12.44151042
Dovetail_1,48.87992,-92.0409,BsM,3.3,27,2010,9,9.4,9.9328125,-0.252297247,-2.558489583
Dryberry_1,49.54722,-93.85008,BsM,7.5,105.5,2010,3.6,4.5,9.9328125,3.947702753,75.94151042
Edward_1,49.9464,-93.55602,BsM,2.7,7.9,2010,7.8,12.3,9.9328125,-0.852297247,-21.65848958
Eltrut_1,49.00154,-92.41658,BsM,2.7,12.2,2010,6.7,10.1,9.9328125,-0.852297247,-17.35848958
Entwine_1,49.13684,-92.68273,BsM,5.1,70.1,2010,5.9,4.9,9.9328125,1.547702753,40.54151042
Eva_1,48.71744,-91.15971,BsM,5.8,54.9,2010,10.5,20.8,9.9328125,2.247702753,25.34151042
Factor_1,48.70208,-92.0698,BsM,6,49.4,2010,4.3,7.2,9.9328125,2.447702753,19.84151042
Finlayson_1,48.9101,-91.58889,BsM,3.2,51.9,2010,10.9,10.7,9.9328125,-0.352297247,22.34151042
Godson_1,49.60903,-92.76425,BsM,2,6.1,2010,11.5,11.4,9.9328125,-1.552297247,-23.45848958
Grey Trout_1,49.0294,-92.07951,BsM,5.4,48.8,2010,2.5,8.9,9.9328125,1.847702753,19.24151042
Gullwing_1,49.91183,-92.60645,BsM,3.5,27.5,2010,8.8,10.2,9.9328125,-0.052297247,-2.058489583
Hawk_1,49.76759,-93.99944,BsM,7.5,102.7,2010,3.9,3.5,9.9328125,3.947702753,73.14151042
Irene_1,49.1255,-91.60496,BsM,6.7,81.1,2010,3.6,3.3,9.9328125,3.147702753,51.54151042
James_1,49.15209,-93.06429,BsM,2.5,24,2010,7.4,7.3,9.9328125,-1.052297247,-5.558489583
Kaiashkons_1,49.05496,-93.39573,BsM,5,58,2010,3.8,5.1,9.9328125,1.447702753,28.44151042
Kakagi_1,49.24073,-93.83253,BsM,6.5,58,2010,2.7,5.4,9.9328125,2.947702753,28.44151042
Katimiagamak_1,49.12173,-93.7193,BsM,5,76.3,2010,4.2,5.3,9.9328125,1.447702753,46.74151042
Kay_1,49.23546,-91.47242,BsM,2.8,29.9,2010,8.3,6.4,9.9328125,-0.752297247,0.341510417
Lawrence_1,49.27504,-93.36566,BsM,3,76.2,2010,8.6,4.7,9.9328125,-0.552297247,46.64151042
Lilac_1,48.29901,-92.37509,BsM,3.8,23,2010,5.6,12.1,9.9328125,0.247702753,-6.558489583
Little Turtle_1,48.78047,-92.68563,BsM,2.4,9.2,2010,7.7,13,9.9328125,-1.152297247,-20.35848958
Long_1,49.44607,-92.32731,BsM,5.5,32.9,2010,4.3,5.7,9.9328125,1.947702753,3.341510417
Longbow_1,49.71891,-94.29528,BsM,3.1,22.9,2010,9,12.6,9.9328125,-0.452297247,-6.658489583
Loonhaunt_1,49.002,-93.50355,BsM,3.6,47.3,2010,6.1,7.2,9.9328125,0.047702753,17.74151042
Louisa_1,48.1557,-91.32066,BsM,7.8,76.3,2010,3.4,3.9,9.9328125,4.247702753,46.74151042
Lower Manitou_1,49.27811,-92.94807,BsM,5.9,81,2010,4.8,5.7,9.9328125,2.347702753,51.44151042
Malachi_1,49.89658,-95.00767,BsM,2.3,19.8,2010,8.4,15.4,9.9328125,-1.252297247,-9.758489583
Manion_1,48.90942,-92.31834,BsM,3.3,12,2010,7.2,9.7,9.9328125,-0.252297247,-17.55848958
Marmion_1,48.89674,-91.51896,BsM,5.3,24.4,2010,4.8,9.4,9.9328125,1.747702753,-5.158489583
McAree_1,48.28734,-91.92461,BsM,4.4,37.2,2010,8.4,10.6,9.9328125,0.847702753,7.641510417
Mercutio_1,48.80983,-91.09871,BsM,2.8,15.3,2010,9.6,12.1,9.9328125,-0.752297247,-14.25848958
Nora_1,49.19934,-91.85993,BsM,5.2,55.2,2010,4.1,5.4,9.9328125,1.647702753,25.64151042
Nym_1,48.68333,-91.42721,BsM,5.6,37.2,2010,5.1,6.6,9.9328125,2.047702753,7.641510417
Off_1,48.90206,-93.83011,BsM,2.6,12.2,2010,13.7,13.2,9.9328125,-0.952297247,-17.35848958
Old Man_1,50.03672,-94.22218,BsM,2.8,23,2010,6.3,7.8,9.9328125,-0.752297247,-6.558489583
Other Man_1,48.19347,-91.14873,BsM,3,32.6,2010,4.5,15,9.9328125,-0.552297247,3.041510417
Otukamamoan_1,48.96084,-92.89431,BsM,4.7,53.7,2010,8.3,7,9.9328125,1.147702753,24.14151042
Perch_1,48.74848,-91.83244,BsM,2.8,24.7,2010,9.9,12,9.9328125,-0.752297247,-4.858489583
Pettit_1,48.94535,-92.26647,BsM,4.2,25,2010,5.6,7.6,9.9328125,0.647702753,-4.558489583
Pickerel_2,48.63384,-91.37177,BsM,3.7,74.7,2010,6.8,9.2,9.9328125,0.147702753,45.14151042
Pickerel_3,49.79767,-94.8772,BsM,4.2,27.5,2010,6.2,5.7,9.9328125,0.647702753,-2.058489583
Pipestone_1,49.09952,-93.54379,BsM,3.5,53.4,2010,6,7.3,9.9328125,-0.052297247,23.84151042
Populus_1,49.50585,-93.59764,BsM,4,39,2010,8.1,6.6,9.9328125,0.447702753,9.441510417
Porcus_1,49.72464,-93.84386,BsM,7,53.3,2010,4.2,3.5,9.9328125,3.447702753,23.74151042
Priam_1,49.34673,-93.35655,BsM,2.5,25,2010,9.9,8.2,9.9328125,-1.052297247,-4.558489583
Rowan_1,49.31937,-93.55764,BsM,3,39.7,2010,7.2,7.2,9.9328125,-0.552297247,10.14151042
Rugby_1,49.95675,-92.95825,BsM,1.1,7.6,2010,4.2,4,9.9328125,-2.452297247,-21.95848958
Sandbeach_1,48.95915,-92.20128,BsM,2.8,54.9,2010,7.2,4.6,9.9328125,-0.752297247,25.34151042
Sandford_1,49.10844,-91.68457,BsM,7,114.7,2010,1.8,3.9,9.9328125,3.447702753,85.14151042
Schistose_1,49.15469,-93.60163,BsM,3.8,53,2010,6.1,5.5,9.9328125,0.247702753,23.44151042
Scotch_1,49.15786,-91.17121,BsM,2.8,27.8,2010,7.4,5.3,9.9328125,-0.752297247,-1.758489583
Shrub_1,49.97099,-93.89782,BsM,5,26,2010,5.9,4.7,9.9328125,1.447702753,-3.558489583
Silver_3,49.87618,-94.17702,BsM,10,91.5,2010,3.6,3.2,9.9328125,6.447702753,61.94151042
Snook_1,50.1919,-94.70272,BsM,2.5,37.2,2010,9.7,11.4,9.9328125,-1.052297247,7.641510417
South Scot_1,49.93666,-95.05632,BsM,1.9,10,2010,12.4,17,9.9328125,-1.652297247,-19.55848958
Tadpole_1,49.47038,-93.29066,BsM,3.2,36,2010,6.3,5.5,9.9328125,-0.352297247,6.441510417
This Man_1,48.16447,-91.2036,BsM,4.8,39.3,2010,4.9,7,9.9328125,1.247702753,9.741510417
Thompson_1,48.38777,-92.27777,BsM,3.8,37,2010,5.1,8.9,9.9328125,0.247702753,7.441510417
Thunder_1,49.77882,-92.66332,BsM,4.5,23.5,2010,6.4,8.7,9.9328125,0.947702753,-6.058489583
Turtle_2,48.95315,-91.94003,BsM,4.1,18.3,2010,5.8,4.8,9.9328125,0.547702753,-11.25848958
Upper Manitou_1,49.40161,-92.77724,BsM,4.9,56,2010,4.3,7.1,9.9328125,1.347702753,26.44151042
