commonID,lat,long,samplingProgram,secchiDepth,maxDepth,yearSample,DOC,TDP,scaled_yearSample,scaled_secchi,scaled_maxDepth
Vista_1,49.06245,-93.08016,BsM,3.8,68.9,2010,5.9,6.4,9.9328125,0.247702753,39.34151042
Wapageisi_1,49.32443,-92.35219,BsM,4.2,46,2010,5.1,6.2,9.9328125,0.647702753,16.44151042
Wasaw_1,48.7446,-93.57514,BsM,1.5,10.7,2010,19.2,26.3,9.9328125,-2.052297247,-18.85848958
White Otter_2,49.09057,-91.86311,BsM,6.5,56.4,2010,3.1,5.2,9.9328125,2.947702753,26.84151042
Whitefish_2,49.78718,-95.03457,BsM,3,20.1,2010,6.8,5.7,9.9328125,-0.552297247,-9.458489583
Whitewater_2,49.53029,-92.62148,BsM,4,17,2010,3.4,8.4,9.9328125,0.447702753,-12.55848958
Addie_1,48.16665,-90.42954,BsM,1.9,3.7,2008,7.6,11.7,7.9328125,-1.652297247,-25.85848958
Arrow_1,48.15855,-90.26498,BsM,7,54.9,2008,2.9,5.5,7.9328125,3.447702753,25.34151042
Athelstane_1,48.77457,-90.20796,BsM,4.5,32.9,2008,6.6,7.9,7.9328125,0.947702753,3.341510417
Batwing_1,48.44209,-90.17355,BsM,2.5,14.9,2008,9.8,9,7.9328125,-1.052297247,-14.65848958
Beatty_1,49.71792,-87.60467,BsM,3.9,27.5,2008,3.1,11.1,7.9328125,0.347702753,-2.058489583
Bedivere_1,48.86818,-90.84937,BsM,1.5,12.5,2008,11.5,14.8,7.9328125,-2.052297247,-17.05848958
Bisect_1,48.70281,-88.75896,BsM,2.6,13.1,2008,7.3,7.1,7.9328125,-0.952297247,-16.45848958
Black Sturgeon_1,49.35824,-88.87211,BsM,2.3,52.4,2008,10.7,5.5,7.9328125,-1.252297247,22.84151042
Blunder_1,48.42444,-90.26943,BsM,1,6.7,2008,15,21,7.9328125,-2.552297247,-22.85848958
Brightsand_1,49.72309,-90.40666,BsM,1.5,15.3,2008,8.1,10.8,7.9328125,-2.052297247,-14.25848958
Bukemiga_1,50.11444,-89.2204,BsM,2,44.5,2008,11.3,8.8,7.9328125,-1.552297247,14.94151042
Burchell_1,48.58834,-90.62706,BsM,7,74.7,2008,4.8,3.1,7.9328125,3.447702753,45.14151042
Circle_1,49.35977,-89.01858,BsM,2.1,15,2008,11.5,13.2,7.9328125,-1.452297247,-14.55848958
Cliff_2,49.04188,-88.77821,BsM,6,12,2008,4.8,2.2,7.9328125,2.447702753,-17.55848958
Crayfish_1,48.68673,-90.6148,BsM,1.8,17.5,2008,7.6,8.6,7.9328125,-1.752297247,-12.05848958
Crevasse_1,49.86587,-89.37235,BsM,4.2,73,2008,5.5,6.9,7.9328125,0.647702753,43.44151042
Cry_1,49.92643,-89.01587,BsM,6,47.6,2008,2.6,21.4,7.9328125,2.447702753,18.04151042
Lac des Iles_1,49.20226,-89.61011,BsM,2,30,2008,9.9,12.2,7.9328125,-1.552297247,0.441510417
Lac des Mille Lacs_1,48.87653,-90.51282,BsM,2,24.4,2008,16.1,24,7.9328125,-1.552297247,-5.158489583
Dog_1,48.77812,-89.51281,BsM,2.1,117,2008,11.5,4.1,7.9328125,-1.452297247,87.44151042
Elbow_1,50.1298,-87.7934,BsM,1.5,38.4,2008,11.9,10.4,7.9328125,-2.052297247,8.841510417
Empire_1,49.71999,-90.24726,BsM,2,23.5,2008,6,10.8,7.9328125,-1.552297247,-6.058489583
Frank_1,50.16218,-87.90603,BsM,1.6,4.6,2008,13.1,12.5,7.9328125,-1.952297247,-24.95848958
Greenwater_1,48.57454,-90.42999,BsM,4.4,54.9,2008,4.2,8.2,7.9328125,0.847702753,25.34151042
Grew_1,49.40645,-90.12211,BsM,2,14,2008,8,9.1,7.9328125,-1.552297247,-15.55848958
Harmon_1,49.94546,-90.21669,BsM,2.2,47,2008,8.9,8.3,7.9328125,-1.352297247,17.44151042
Hawkeye_1,48.68599,-89.45228,BsM,2.5,33.6,2008,8.6,6,7.9328125,-1.052297247,4.041510417
Holinshead_1,49.65403,-89.68153,BsM,1.8,16.8,2008,12.5,14.3,7.9328125,-1.752297247,-12.75848958
Holly_1,49.43642,-90.08177,BsM,2,10,2008,8,9.1,7.9328125,-1.552297247,-19.55848958
Jacob_1,48.35246,-90.32642,BsM,1.9,11,2008,9,15.8,7.9328125,-1.652297247,-18.55848958
Jolly_1,49.16785,-89.45932,BsM,1.7,5,2008,10,12.2,7.9328125,-1.852297247,-24.55848958
Kashabowie_1,48.71886,-90.39423,BsM,1.6,35,2008,10.4,9.5,7.9328125,-1.952297247,5.441510417
Kawaweogama_1,50.19687,-90.18618,BsM,2.5,15.5,2008,8.6,7.8,7.9328125,-1.052297247,-14.05848958
Kearns_1,49.50753,-90.01676,BsM,1.8,15.3,2008,8.9,15.3,7.9328125,-1.752297247,-14.25848958
Loganberry_1,49.44536,-90.13101,BsM,1.5,9,2008,9,15.1,7.9328125,-2.052297247,-20.55848958
Maggotte_1,50.10119,-89.46517,BsM,1.5,24,2008,12.3,20.8,7.9328125,-2.052297247,-5.558489583
Marie Louise_1,48.38319,-88.80144,BsM,2.5,15.2,2008,7.5,8.6,7.9328125,-1.052297247,-14.35848958
Metionga_1,49.72717,-90.47071,BsM,1.7,27,2008,9.5,10.2,7.9328125,-1.852297247,-2.558489583
Shebandowans_1,48.64559,-90.26705,BsM,2.3,25,2008,7.3,10,7.9328125,-1.252297247,-4.558489583
Muskeg_1,49.01629,-90.04908,BsM,1.7,12.2,2008,10.6,19.4,7.9328125,-1.852297247,-17.35848958
Nelson_2,48.46221,-90.52889,BsM,2,11.8,2008,13.3,12.4,7.9328125,-1.552297247,-17.75848958
North_1,48.12228,-90.52495,BsM,6,36,2008,3.3,13.6,7.9328125,2.447702753,6.441510417
Northern Light_1,48.24446,-90.6759,BsM,2,39.7,2008,11.9,12,7.9328125,-1.552297247,10.14151042
Obonga_1,49.97411,-89.3113,BsM,2.1,71.7,2008,10.1,6.9,7.9328125,-1.452297247,42.14151042
Pakashkan_1,49.39128,-90.27892,BsM,1.8,21.4,2008,6.6,12,7.9328125,-1.752297247,-8.158489583
Purdom_1,49.15261,-88.4217,BsM,1.5,8.2,2008,10.9,12.5,7.9328125,-2.052297247,-21.35848958
Ricestalk_1,49.09563,-90.15218,BsM,1.3,1.2,2008,16.1,14.4,7.9328125,-2.252297247,-28.35848958
Rinker_1,49.18251,-89.43716,BsM,1.7,12,2008,10,12.2,7.9328125,-1.852297247,-17.55848958
Sandison_1,50.11625,-89.6922,BsM,1.3,13.5,2008,10.5,7.3,7.9328125,-2.252297247,-16.05848958
Sandstone_1,48.23175,-90.24029,BsM,3,23.8,2008,6.9,10.1,7.9328125,-0.552297247,-5.758489583
Shebandowans_2,48.64304,-90.30157,BsM,2.4,36.6,2008,6.7,8.33,7.9328125,-1.152297247,7.041510417
Snowshoe_1,50.07008,-88.89478,BsM,2,16,2008,9.9,22.1,7.9328125,-1.552297247,-13.55848958
Sparkling_1,49.81424,-90.17712,BsM,2.5,30.5,2008,8,6.2,7.9328125,-1.052297247,0.941510417
Sunbow_1,48.22431,-90.52344,BsM,2.7,21.4,2008,8.6,12.7,7.9328125,-0.852297247,-8.158489583
Titmarsh_1,48.35538,-90.52995,BsM,3.3,49.4,2008,6,6,7.9328125,-0.252297247,19.84151042
Wabinosh_1,50.08021,-88.98877,BsM,1.7,38.5,2008,8.8,9.2,7.9328125,-1.852297247,8.941510417
Walotka_1,49.04481,-89.07437,BsM,3.9,23,2008,5.7,3.9,7.9328125,0.347702753,-6.558489583
Wapikaimaski_1,50.06193,-90.1059,BsM,1.7,61.5,2008,10,8.6,7.9328125,-1.852297247,31.94151042
Waweig_1,50.12945,-89.09663,BsM,4,42.7,2008,6.5,11.6,7.9328125,0.447702753,13.14151042
Weikwabinonaw_1,48.32507,-90.37651,BsM,1.6,15.2,2008,10.4,10.1,7.9328125,-1.952297247,-14.35848958
Whitefish_3,48.22119,-90.00085,BsM,2.5,6.4,2008,5.1,18.2,7.9328125,-1.052297247,-23.15848958
Barbara_1,49.34384,-87.80103,BsM,6.5,54.9,2012,8,3.5,11.9328125,2.947702753,25.34151042
Buckaday_1,48.98064,-87.75228,BsM,3.2,33.6,2012,10.3,13,11.9328125,-0.352297247,4.041510417
Burrows_1,49.9523,-86.73837,BsM,2.5,18.3,2012,11.8,12.3,11.9328125,-1.052297247,-11.25848958
Cairngorm_1,48.99187,-86.93716,BsM,3.5,61,2012,8.6,4.8,11.9328125,-0.052297247,31.44151042
Catlonite_1,49.17841,-87.00698,BsM,2.4,35.1,2012,11.7,11,11.9328125,-1.152297247,5.541510417
Kenogamisis_1,49.70602,-86.85844,BsM,2.5,9.2,2012,11.8,15.7,11.9328125,-1.052297247,-20.35848958
Kilgour_1,49.24343,-87.89394,BsM,2.2,23.2,2012,14.2,8.2,11.9328125,-1.352297247,-6.358489583
Klotz_1,49.80202,-85.86278,BsM,3.8,19.8,2012,10.9,13.7,11.9328125,0.247702753,-9.758489583
Long_3,49.47507,-86.89059,BsM,6,186.1,2012,10.2,7,11.9328125,2.447702753,156.5415104
McKay_1,49.6134,-86.43808,BsM,5,48.8,2012,8.7,9.9,11.9328125,1.447702753,19.24151042
Onaman_1,50.00783,-87.44852,BsM,2.7,18.9,2012,9,16.2,11.9328125,-0.852297247,-10.65848958
Parks_1,49.45125,-87.64326,BsM,4.2,21.4,2012,11,6.4,11.9328125,0.647702753,-8.158489583
Shacabac_1,49.96674,-85.92055,BsM,4,6.4,2012,13.2,19,11.9328125,0.447702753,-23.15848958
Wig_1,49.38507,-87.24311,BsM,5,9.8,2012,11.2,8.8,11.9328125,1.447702753,-19.75848958
Ahmic_1,45.63437,-79.69545,BsM,2.1,24.4,2012,5.7,12.5,11.9328125,-1.452297247,-5.158489583
Alder_1,44.86839,-78.14583,BsM,3,18.3,2008,8.2,9.8,7.9328125,-0.552297247,-11.25848958
Aylen_1,45.61836,-77.85586,BsM,6.1,67.1,2008,3.3,3.5,7.9328125,2.547702753,37.54151042
Baptiste_1,45.11648,-78.00344,BsM,3,32,2011,4.9,8.7,10.9328125,-0.552297247,2.441510417
Bark_2,45.4552,-77.84943,BsM,3,87.5,2010,4.6,6.8,9.9328125,-0.552297247,57.94151042
Bella_1,45.44431,-79.03118,BsM,4.2,36.6,2011,2.7,7.2,10.9328125,0.647702753,7.041510417
Bernard_1,45.73885,-79.38526,BsM,2.1,47.9,2009,3.5,8.3,8.9328125,-1.452297247,18.34151042
Big Deer_1,45.7668,-79.7507,BsM,2,18,2011,7,8.8,10.9328125,-1.552297247,-11.55848958
Bigwind_1,45.05711,-79.05464,BsM,4.7,36.3,2008,3.2,6.3,7.9328125,1.147702753,6.741510417
Buck_3,45.42025,-79.39479,BsM,1,23.5,2011,9.3,11.8,10.9328125,-2.552297247,-6.058489583
Burns_1,45.5871,-77.67143,BsM,5.7,6.1,2010,5,9.1,9.9328125,2.147702753,-23.45848958
Calabogie_1,45.27732,-76.74264,BsM,5.6,24.4,2010,4.6,7.1,9.9328125,2.047702753,-5.158489583
Catchacoma_1,44.75058,-78.32526,BsM,4.1,43.9,2008,6.1,5.2,7.9328125,0.547702753,14.34151042
Cecebe_1,45.64268,-79.58059,BsM,2.5,19.5,2008,5.8,14.3,7.9328125,-1.052297247,-10.05848958
Clear_1,45.44131,-77.1955,BsM,4,36,2008,3.5,17.9,7.9328125,0.447702753,6.441510417
Cripple_1,45.5596,-79.00745,BsM,2.7,9,2008,4.2,9.1,7.9328125,-0.852297247,-20.55848958
Doe_1,45.53377,-79.41413,BsM,2.2,22.9,2008,4.9,11.4,7.9328125,-1.352297247,-6.658489583
Dotty_1,45.46152,-78.99156,BsM,3,27.1,2011,5.6,8,10.9328125,-0.552297247,-2.458489583
Eagle_2,45.83223,-79.50188,BsM,4,21.9,2008,2.8,7.2,7.9328125,0.447702753,-7.658489583
Eels_1,44.89509,-78.13984,BsM,5,29.9,2011,4.8,7.3,10.9328125,1.447702753,0.341510417
Fletcher_2,45.35355,-78.78435,BsM,4.5,21.3,2008,4.2,7.3,7.9328125,0.947702753,-8.258489583
Fosters_1,45.24977,-77.67526,BsM,3.5,13.1,2008,9.4,9.2,7.9328125,-0.052297247,-16.45848958
Giroux_1,45.71367,-80.50404,BsM,2,5.8,2011,8.5,13,10.9328125,-1.552297247,-23.75848958
Golden_1,45.57388,-77.33611,BsM,4,24.4,2009,6.3,11.7,8.9328125,0.447702753,-5.158489583
Goodwin_1,45.25505,-78.64918,BsM,6.5,25,2009,2.9,3.5,8.9328125,2.947702753,-4.558489583
Gurd_1,45.92921,-80.54408,BsM,2.5,6.1,2011,9.4,13.4,10.9328125,-1.052297247,-23.45848958
Jack_1,44.69486,-78.03569,BsM,3.9,36.6,2010,4.6,9.8,9.9328125,0.347702753,7.041510417
Jacks_2,45.6908,-77.48759,BsM,4.5,9.1,2010,4.3,7.9,9.9328125,0.947702753,-20.45848958
Joseph_1,45.17434,-79.7239,BsM,5.5,92,2011,2.4,3.8,10.9328125,1.947702753,62.44151042
Kamaniskeg_1,45.41755,-77.68981,BsM,4.3,40,2008,4.5,6.2,7.9328125,0.747702753,10.44151042
Kelly_1,45.7037,-77.32428,BsM,3,28,2009,5.8,15,8.9328125,-0.552297247,-1.558489583
Kimball_1,45.34172,-78.67605,BsM,8,67.1,2008,3.3,5.5,7.9328125,4.447702753,37.54151042
Lake of Bays_2,45.25269,-79.0313,BsM,5.5,70.1,2008,3.5,4.5,7.9328125,1.947702753,40.54151042
Little Meach_1,45.28978,-78.12084,BsM,4.7,25.9,2009,3.6,5.2,8.9328125,1.147702753,-3.658489583
McKellar_1,45.51374,-79.93303,BsM,3.2,9.8,2011,5.4,9.3,10.9328125,-0.352297247,-19.75848958
McKenzie_1,45.36459,-78.01951,BsM,3.8,27.4,2009,5.5,6.7,8.9328125,0.247702753,-2.158489583
Meach_1,45.29978,-78.13084,BsM,4.1,12.2,2009,4.8,5.9,8.9328125,0.547702753,-17.35848958
Mink_1,45.56477,-77.04829,BsM,12,13,2010,5.6,4.8,9.9328125,8.447702753,-16.55848958
Murphys_1,45.66067,-77.81168,BsM,5.9,20.7,2008,4.8,9.2,7.9328125,2.347702753,-8.858489583
Muskoka_1,45.02374,-79.47732,BsM,4,66.5,2009,4.3,7.5,8.9328125,0.447702753,36.94151042
Muskrat_1,45.67461,-76.90849,BsM,1.6,64,2009,6.8,43.1,8.9328125,-1.952297247,34.44151042
North_2,45.72134,-79.19754,BsM,7.1,41.1,2008,2.3,4.1,7.9328125,3.547702753,11.54151042
Norway_1,45.33922,-76.71995,BsM,4.3,38.1,2010,7.4,6.2,9.9328125,0.747702753,8.541510417
Paudash_1,44.96256,-78.04905,BsM,4.6,48.8,2011,4.2,6.7,10.9328125,1.047702753,19.24151042
Peyton_1,45.77203,-79.15232,BsM,4.6,13.7,2008,3,6.2,7.9328125,1.047702753,-15.85848958
Pickerel_4,45.68198,-79.3074,BsM,2.4,38.1,2011,5.8,10.4,10.9328125,-1.152297247,8.541510417
Rattrays_1,45.61116,-77.31996,BsM,2.8,14,2010,8.9,10.3,9.9328125,-0.752297247,-15.55848958
Red Pine_1,45.20439,-78.70184,BsM,5.5,40,2008,3.3,4.5,7.9328125,1.947702753,10.44151042
Redstone_1,45.18369,-78.53568,BsM,8.2,80.5,2009,3.3,3.5,8.9328125,4.647702753,50.94151042
Rosseau_1,45.1741,-79.59755,BsM,3.8,89,2011,4.2,5.4,10.9328125,0.247702753,59.44151042
Round_2,45.64074,-77.52889,BsM,3.7,54.9,2008,6,8.6,7.9328125,0.147702753,25.34151042
Salmon Trout_1,45.19005,-77.81305,BsM,2.6,13,2011,5.2,21.6,10.9328125,-0.952297247,-16.55848958
Smoky_1,45.85335,-80.2396,BsM,4,25,2011,4.4,4.5,10.9328125,0.447702753,-4.558489583
Tallan_1,44.84589,-78.0525,BsM,4.8,26,2008,6,15.5,7.9328125,1.247702753,-3.558489583
Twelve Mile_1,45.02509,-78.7047,BsM,5.7,27.5,2011,3.4,5.1,10.9328125,2.147702753,-2.058489583
Bass_1,44.60345,-79.50664,BsM,6.8,9.1,2012,5.9,7.7,11.9328125,3.247702753,-20.45848958
Belwood_1,43.7585,-80.33953,BsM,2.1,17,2012,9.5,26.7,11.9328125,-1.452297247,-12.55848958
Cameron_3,45.217,-81.55793,BsM,3.7,16.8,2008,8.2,5.6,7.9328125,0.147702753,-12.75848958
Chesley_1,44.55287,-81.22414,BsM,3.5,15.2,2008,5.6,13.3,7.9328125,-0.052297247,-14.35848958
Couchiching_1,44.66428,-79.3763,BsM,3,10.1,2008,4.4,8,7.9328125,-0.552297247,-19.45848958
Cyprus_1,45.23131,-81.53198,BsM,5.3,8.1,2008,8.2,8.3,7.9328125,1.747702753,-21.45848958
Fanshawe_1,43.05847,-81.17886,BsM,0.6,12.2,2008,4.3,52.5,7.9328125,-2.952297247,-17.35848958
Farlain_1,44.81714,-79.97121,BsM,3,4.9,2008,5.1,12.1,7.9328125,-0.552297247,-24.65848958
Gillies_1,45.20467,-81.33557,BsM,6.3,32,2012,7.2,4.1,11.9328125,2.747702753,2.441510417
Little_1,44.42642,-79.67346,BsM,5,6.1,2008,5.2,9.4,7.9328125,1.447702753,-23.45848958
Little_2,44.81843,-79.7132,BsM,2,12.2,2008,6.9,31.4,7.9328125,-1.552297247,-17.35848958
Long_5,44.79017,-79.48171,BsM,3.8,13.7,2012,5,10.9,11.9328125,0.247702753,-15.85848958
Mountain_2,44.70923,-80.69675,BsM,3.3,3.2,2012,4.5,11.7,11.9328125,-0.252297247,-26.35848958
Silver_5,44.08538,-81.41929,BsM,3.3,19.8,2012,7.9,14.6,11.9328125,-0.252297247,-9.758489583
Sparrow_1,44.81851,-79.39612,BsM,3.8,11.6,2008,5.1,13.4,7.9328125,0.247702753,-17.95848958
St. John_1,44.68701,-79.32512,BsM,3,6.1,2008,7.1,13.9,7.9328125,-0.552297247,-23.45848958
Tea_1,44.87588,-79.64948,BsM,2,15.2,2008,7.3,11.4,7.9328125,-1.552297247,-14.35848958
Belmont_1,44.49514,-77.82654,BsM,4.5,16,2011,5.9,9.1,10.9328125,0.947702753,-13.55848958
Big Bald_1,44.57664,-78.3863,BsM,3,9.5,2009,6.5,12.7,8.9328125,-0.552297247,-20.05848958
Buckhorn_1,44.4856,-78.39118,BsM,2.6,14.3,2008,6.5,14.5,7.9328125,-0.952297247,-15.25848958
Canal_1,44.56744,-79.04366,BsM,1.9,4.3,2008,5.6,19.4,7.9328125,-1.652297247,-25.25848958
Chemong_1,44.38846,-78.39205,BsM,2.5,6.4,2009,6.9,13.1,8.9328125,-1.052297247,-23.15848958
Cordova_1,44.57529,-77.82487,BsM,2.9,13.5,2008,7,11.6,7.9328125,-0.652297247,-16.05848958
Dalrymple_1,44.64052,-79.11093,BsM,2.7,17.7,2008,6.8,16.9,7.9328125,-0.852297247,-11.85848958
Four Mile_1,44.68172,-78.73724,BsM,8.1,19.2,2009,5,5.1,8.9328125,4.547702753,-10.35848958
Head_1,44.74018,-78.91265,BsM,5.3,8.2,2008,3.9,8.9,7.9328125,1.747702753,-21.35848958
Katchewanooka_1,44.45749,-78.2587,BsM,3,10.1,2009,6.8,14.8,8.9328125,-0.552297247,-19.45848958
Lovesick_1,44.55817,-78.23036,BsM,3.5,25,2012,6.7,11,11.9328125,-0.052297247,-4.558489583
Lower Buckhorn_1,44.5498,-78.27953,BsM,3.3,14,2008,5.5,15.1,7.9328125,-0.252297247,-15.55848958
Pigeon_1,44.47155,-78.49495,BsM,2.5,17.4,2009,6.7,14.3,8.9328125,-1.052297247,-12.15848958
Rice_2,44.17348,-78.18609,BsM,2.5,13.4,2009,6.8,23.4,8.9328125,-1.052297247,-16.15848958
Scugog_1,44.18343,-78.85724,BsM,2.8,6.1,2008,6.6,10.1,7.9328125,-0.752297247,-23.45848958
Shadow_1,44.71937,-78.79364,BsM,3.8,22,2009,4.9,7,8.9328125,0.247702753,-7.558489583
Silver_6,44.68489,-78.79907,BsM,3.5,16,2009,4.8,7.6,8.9328125,-0.052297247,-13.55848958
Stony_1,44.55642,-78.11352,BsM,3.8,32,2008,5.4,15.2,7.9328125,0.247702753,2.441510417
Sturgeon_1,44.47421,-78.68865,BsM,2.5,10.7,2012,6.1,15.7,11.9328125,-1.052297247,-18.85848958
Big Clear_1,44.72582,-76.90691,BsM,7.3,19.5,2010,4.7,5.6,9.9328125,3.747702753,-10.05848958
Big Gull_1,44.82693,-76.96878,BsM,4,24.4,2010,5.4,6.9,9.9328125,0.447702753,-5.158489583
Big Rideau_1,44.75128,-76.21379,BsM,8,100,2009,5.3,6.1,8.9328125,4.447702753,70.44151042
Brule_1,45.05076,-77.04841,BsM,6,56.4,2010,3,7.4,9.9328125,2.447702753,26.84151042
Buckshot_2,44.99564,-77.06938,BsM,5.8,33.5,2008,5.5,8.1,7.9328125,2.247702753,3.941510417
Bull_1,44.68776,-76.97467,BsM,3.3,15.2,2010,6.1,13,9.9328125,-0.252297247,-14.35848958
Charleston_1,44.5346,-76.01579,BsM,3.7,91.5,2008,2.3,12.1,7.9328125,0.147702753,61.94151042
Christie_1,44.80311,-76.43918,BsM,7.7,18.3,2010,4.4,7.3,9.9328125,4.147702753,-11.25848958
Crotch_1,44.91255,-76.80939,BsM,4.8,24.4,2010,5.6,8,9.9328125,1.247702753,-5.158489583
Crystal_3,45.12017,-77.4598,BsM,6.5,35,2010,3.8,4.8,9.9328125,2.947702753,5.441510417
Dalhousie_1,44.9656,-76.56939,BsM,3,11,2009,6,9.2,8.9328125,-0.552297247,-18.55848958
Eagle_3,44.68298,-76.69865,BsM,3.9,35.4,2008,4,10,7.9328125,0.347702753,5.841510417
Fourth Depot_1,44.59153,-76.7891,BsM,2.2,3,2010,6.8,11.9,9.9328125,-1.352297247,-26.55848958
Govan_1,45.13314,-76.79515,BsM,4.5,15.2,2009,6.6,16.8,8.9328125,0.947702753,-14.35848958
Hambly_1,44.46818,-76.68347,BsM,4.4,14.6,2010,7.3,8.1,9.9328125,0.847702753,-14.95848958
Kashwakamak_1,44.8566,-77.0385,BsM,5.7,24,2008,4.6,7.1,7.9328125,2.147702753,-5.558489583
Leatherroot_1,45.17317,-77.20911,BsM,7,14.3,2010,2.8,5.2,9.9328125,3.447702753,-15.25848958
Mississippi_1,45.06538,-76.1853,BsM,4,9.1,2009,6.8,12.9,8.9328125,0.447702753,-20.45848958
Moira_1,44.4871,-77.45373,BsM,4.5,9.1,2010,5.4,8.6,9.9328125,0.947702753,-20.45848958
Palmerston_1,45.01754,-76.84758,BsM,6.1,56.4,2009,5.6,5.7,8.9328125,2.547702753,26.84151042
Sand_2,44.56822,-76.26322,BsM,6,13.7,2010,4.4,11.6,9.9328125,2.447702753,-15.85848958
Sharbot_1,44.76738,-76.69336,BsM,6,30.5,2010,4.5,8,9.9328125,2.447702753,0.941510417
Shawenegog_1,44.91015,-77.05502,BsM,2.3,25.6,2011,5.9,14.9,10.9328125,-1.252297247,-3.958489583
Sheffield Long_1,44.59529,-77.00966,BsM,3.6,11,2010,6.2,11.1,9.9328125,0.047702753,-18.55848958
Skootamatta_1,44.8375,-77.24743,BsM,2.8,27.4,2010,5,8.1,9.9328125,-0.752297247,-2.158489583
South_1,44.43422,-76.22132,BsM,1.5,13.7,2010,6.2,44.4,9.9328125,-2.052297247,-15.85848958
Sydenham_1,44.43074,-76.55674,BsM,5.7,36.6,2010,4.6,11.1,9.9328125,2.147702753,7.041510417
Weslemkoon_1,45.02704,-77.4237,BsM,4.5,51.8,2009,3.5,6,8.9328125,0.947702753,22.24151042
White_2,45.29792,-76.51851,BsM,4.2,9.1,2008,5.3,14.7,7.9328125,0.647702753,-20.45848958
Bittern_1,48.45849,-83.25316,BsM,3,18.9,2017,4.799,9.8,16.9328125,-0.552297247,-10.65848958
Cameron_1,49.0175,-84.27477,BsM,3,6.4,2016,9.4,9.8,15.9328125,-0.552297247,-23.15848958
Como_1,47.91648,-83.5157,BsM,4.3,26,2016,5.9,8.699,15.9328125,0.747702753,-3.558489583
Dayohessarah_1,48.78119,-85.02995,BsM,5.8,26.6,2017,4.099,6.4,16.9328125,2.247702753,-2.958489583
Ellen_1,48.14412,-85.38996,BsM,2.1,57.6,2017,9,5.799,16.9328125,-1.452297247,28.04151042
Floranna_1,48.1212,-83.31097,BsM,2.3,12,2017,8.699,7.799,16.9328125,-1.252297247,-17.55848958
Hiawatha_1,49.51536,-85.0119,BsM,3.9,11,2016,9.9,6.9,15.9328125,0.347702753,-18.55848958
Jackfish_1,47.99953,-85.58941,BsM,3,25,2017,7.599,4.7,16.9328125,-0.552297247,-4.558489583
Kabinakagami_1,48.90799,-84.40651,BsM,1.7,15,2017,8.3,10.3,16.9328125,-1.852297247,-14.55848958
Kabinakagamisis_1,49.02999,-84.45079,BsM,2.6,9,2017,9.4,7.7,16.9328125,-0.952297247,-20.55848958
Katzenbach_1,48.06369,-85.33663,BsM,5,31,2015,4.5,6.299,14.9328125,1.447702753,1.441510417
Kwinkwaga_1,48.80786,-85.33219,BsM,3.5,36.6,2016,9,7.599,15.9328125,-0.052297247,7.041510417
Lena_1,48.05118,-84.683,BsM,5.3,38.1,2017,3,6.9,16.9328125,1.747702753,8.541510417
Manitowik_1,48.16368,-84.37354,BsM,4.9,106,2017,6.299,5.099,16.9328125,1.347702753,76.44151042
Matthews_1,48.93675,-85.09856,BsM,3,25,2017,5.9,8.699,16.9328125,-0.552297247,-4.558489583
Mishi_1,48.07953,-85.35913,BsM,5.5,67,2015,4.2,3.899,14.9328125,1.947702753,37.44151042
Missinaibi_1,48.35674,-83.69128,BsM,2.1,94,2016,8.9,6.2,15.9328125,-1.452297247,64.44151042
Nagagami_1,49.42202,-85.0419,BsM,3,27.5,2016,10.1,8,15.9328125,-0.552297247,-2.058489583
Nagagamisis_1,49.47731,-84.65717,BsM,3,8.2,2016,6.599,12.6,15.9328125,-0.552297247,-21.35848958
Nameigos_1,48.78398,-84.70585,BsM,1.7,4,2016,9.199,9.4,15.9328125,-1.852297247,-25.55848958
North McCrea_1,48.39452,-85.48552,BsM,3,15.9,2017,7.4,5.2,16.9328125,-0.552297247,-13.65848958
Oba_1,48.64543,-84.28872,BsM,2.5,12.3,2016,8.699,8.4,15.9328125,-1.052297247,-17.25848958
Placid_1,49.02703,-84.83384,BsM,3.3,10,2016,6.799,9.8,15.9328125,-0.252297247,-19.55848958
Prairie Bee_1,47.9122,-83.90502,BsM,2.7,24,2016,6.2,4.9,15.9328125,-0.852297247,-5.558489583
Shekak_1,49.09008,-85.08496,BsM,3.1,14.6,2016,9.5,8.699,15.9328125,-0.452297247,-14.95848958
Shikwamkwa_1,48.09424,-84.14241,BsM,2,55,2017,9.199,8.4,16.9328125,-1.552297247,25.44151042
South Greenhill_1,48.45508,-83.88685,BsM,1.7,7,2016,11.9,9.699,15.9328125,-1.852297247,-22.55848958
Strickland_1,48.74758,-84.96384,BsM,4,32.1,2017,6.9,4.599,16.9328125,0.447702753,2.541510417
Tocheri_1,49.05147,-85.15469,BsM,3.2,4.6,2016,8.599,35,15.9328125,-0.352297247,-24.95848958
Wabatongushi_1,48.46364,-84.23041,BsM,2,58,2017,7.7,10.3,16.9328125,-1.552297247,28.44151042
Wawa_1,48.01285,-84.72161,BsM,6,32.9,2017,2.899,4.799,16.9328125,2.447702753,3.341510417
West Kabenung_1,48.2603,-85.04903,BsM,2.4,18.3,2016,9.9,5.2,15.9328125,-1.152297247,-11.25848958
White_1,48.78835,-85.61725,BsM,3.4,48.8,2016,11.1,9.3,15.9328125,-0.152297247,19.24151042
White Otter_1,49.4723,-85.54923,BsM,3,9.8,2016,10.8,7.599,15.9328125,-0.552297247,-19.75848958
