lakeName,latARU_conv,latBsM,longARU_conv,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID,latARU,longARU,latM_aru,latS_aru,latDirection,lonD_aru,lonM_aru,lonS_aru,lonDirection
Clear,45.040277777777774,45.44131,-79.01861111111111,-77.1955,45,0,2,45,4,4,79,0,1,77,1,9,17-6561-49891,18-3287-50341,450225,790107,2,25,N,79,1,7,W
Clear,45.040277777777774,46.09839,-79.01861111111111,-79.78115,45,0,2,46,0,9,79,0,1,79,7,8,17-6561-49891,17-5942-51055,450225,790107,2,25,N,79,1,7,W
Clear,45.040277777777774,44.51481,-79.01861111111111,-78.19302,45,0,2,44,5,1,79,0,1,78,1,9,17-6561-49891,17-7230-49327,450225,790107,2,25,N,79,1,7,W
Clear,45.26111111111111,45.44131,-79.7975,-77.1955,45,1,5,45,4,4,79,4,7,77,1,9,17-5944-50124,18-3287-50341,451540,794751,15,40,N,79,47,51,W
Clear,45.26111111111111,46.09839,-79.7975,-79.78115,45,1,5,46,0,9,79,4,7,79,7,8,17-5944-50124,17-5942-51055,451540,794751,15,40,N,79,47,51,W
Clear,45.26111111111111,44.51481,-79.7975,-78.19302,45,1,5,44,5,1,79,4,7,78,1,9,17-5944-50124,17-7230-49327,451540,794751,15,40,N,79,47,51,W
Clear,45.638333333333335,45.44131,-80.11861111111111,-77.1955,45,3,8,45,4,4,80,0,7,77,1,9,17-5687-50540,18-3287-50341,453818,800707,38,18,N,80,7,7,W
Clear,45.638333333333335,46.09839,-80.11861111111111,-79.78115,45,3,8,46,0,9,80,0,7,79,7,8,17-5687-50540,17-5942-51055,453818,800707,38,18,N,80,7,7,W
Clear,45.638333333333335,44.51481,-80.11861111111111,-78.19302,45,3,8,44,5,1,80,0,7,78,1,9,17-5687-50540,17-7230-49327,453818,800707,38,18,N,80,7,7,W
Clear,45.93055555555555,45.44131,-80.5775,-77.1955,45,5,5,45,4,4,80,3,4,77,1,9,17-5327-50862,18-3287-50341,455550,803439,55,50,N,80,34,39,W
Clear,45.93055555555555,46.09839,-80.5775,-79.78115,45,5,5,46,0,9,80,3,4,79,7,8,17-5327-50862,17-5942-51055,455550,803439,55,50,N,80,34,39,W
Clear,45.93055555555555,44.51481,-80.5775,-78.19302,45,5,5,44,5,1,80,3,4,78,1,9,17-5327-50862,17-7230-49327,455550,803439,55,50,N,80,34,39,W
Clear,45.65972222222222,45.44131,-79.92694444444444,-77.1955,45,3,9,45,4,4,79,5,5,77,1,9,17-5836-50566,18-3287-50341,453935,795537,39,35,N,79,55,37,W
Clear,45.65972222222222,46.09839,-79.92694444444444,-79.78115,45,3,9,46,0,9,79,5,5,79,7,8,17-5836-50566,17-5942-51055,453935,795537,39,35,N,79,55,37,W
Clear,45.65972222222222,44.51481,-79.92694444444444,-78.19302,45,3,9,44,5,1,79,5,5,78,1,9,17-5836-50566,17-7230-49327,453935,795537,39,35,N,79,55,37,W
Clear,45.18222222222222,45.44131,-78.7125,-77.1955,45,1,0,45,4,4,78,4,2,77,1,9,17-6797-50055,18-3287-50341,451056,784245,10,56,N,78,42,45,W
Clear,45.18222222222222,46.09839,-78.7125,-79.78115,45,1,0,46,0,9,78,4,2,79,7,8,17-6797-50055,17-5942-51055,451056,784245,10,56,N,78,42,45,W
Clear,45.18222222222222,44.51481,-78.7125,-78.19302,45,1,0,44,5,1,78,4,2,78,1,9,17-6797-50055,17-7230-49327,451056,784245,10,56,N,78,42,45,W
Clear,45.20944444444445,45.44131,-81.41638888888889,-77.1955,45,1,2,45,4,4,81,2,4,77,1,9,17-4673-50061,18-3287-50341,451234,812459,12,34,N,81,24,59,W
Clear,45.20944444444445,46.09839,-81.41638888888889,-79.78115,45,1,2,46,0,9,81,2,4,79,7,8,17-4673-50061,17-5942-51055,451234,812459,12,34,N,81,24,59,W
Clear,45.20944444444445,44.51481,-81.41638888888889,-78.19302,45,1,2,44,5,1,81,2,4,78,1,9,17-4673-50061,17-7230-49327,451234,812459,12,34,N,81,24,59,W
Clear,45.441111111111105,45.44131,-77.19055555555556,-77.1955,45,2,6,45,4,4,77,1,1,77,1,9,18-3287-50341,18-3287-50341,452628,771126,26,28,N,77,11,26,W
Clear,45.441111111111105,46.09839,-77.19055555555556,-79.78115,45,2,6,46,0,9,77,1,1,79,7,8,18-3287-50341,17-5942-51055,452628,771126,26,28,N,77,11,26,W
Clear,45.441111111111105,44.51481,-77.19055555555556,-78.19302,45,2,6,44,5,1,77,1,1,78,1,9,18-3287-50341,17-7230-49327,452628,771126,26,28,N,77,11,26,W
Clear,46.29388888888889,45.44131,-83.29222222222222,-77.1955,46,1,7,45,4,4,83,1,7,77,1,9,17-3234-51290,18-3287-50341,461738,831732,17,38,N,83,17,32,W
Clear,46.29388888888889,46.09839,-83.29222222222222,-79.78115,46,1,7,46,0,9,83,1,7,79,7,8,17-3234-51290,17-5942-51055,461738,831732,17,38,N,83,17,32,W
Clear,46.29388888888889,44.51481,-83.29222222222222,-78.19302,46,1,7,44,5,1,83,1,7,78,1,9,17-3234-51290,17-7230-49327,461738,831732,17,38,N,83,17,32,W
Clear,46.228611111111114,45.44131,-82.415,-77.1955,46,1,3,45,4,4,82,2,4,77,1,9,17-3909-51202,18-3287-50341,461343,822454,13,43,N,82,24,54,W
Clear,46.228611111111114,46.09839,-82.415,-79.78115,46,1,3,46,0,9,82,2,4,79,7,8,17-3909-51202,17-5942-51055,461343,822454,13,43,N,82,24,54,W
Clear,46.228611111111114,44.51481,-82.415,-78.19302,46,1,3,44,5,1,82,2,4,78,1,9,17-3909-51202,17-7230-49327,461343,822454,13,43,N,82,24,54,W
Clear,46.45,45.44131,-78.94277777777778,-77.1955,46,2,7,45,4,4,78,5,6,77,1,9,17-6580-51459,18-3287-50341,462700,785634,27,0,N,78,56,34,W
Clear,46.45,46.09839,-78.94277777777778,-79.78115,46,2,7,46,0,9,78,5,6,79,7,8,17-6580-51459,17-5942-51055,462700,785634,27,0,N,78,56,34,W
Clear,46.45,44.51481,-78.94277777777778,-78.19302,46,2,7,44,5,1,78,5,6,78,1,9,17-6580-51459,17-7230-49327,462700,785634,27,0,N,78,56,34,W
Clear,46.098333333333336,45.44131,-79.78138888888888,-77.1955,46,0,5,45,4,4,79,4,6,77,1,9,17-5942-51055,18-3287-50341,460554,794653,5,54,N,79,46,53,W
Clear,46.098333333333336,46.09839,-79.78138888888888,-79.78115,46,0,5,46,0,9,79,4,6,79,7,8,17-5942-51055,17-5942-51055,460554,794653,5,54,N,79,46,53,W
Clear,46.098333333333336,44.51481,-79.78138888888888,-78.19302,46,0,5,44,5,1,79,4,6,78,1,9,17-5942-51055,17-7230-49327,460554,794653,5,54,N,79,46,53,W
Clear,46.72666666666667,45.44131,-81.5375,-77.1955,46,4,3,45,4,4,81,3,2,77,1,9,17-4589-51747,18-3287-50341,464336,813215,43,36,N,81,32,15,W
Clear,46.72666666666667,46.09839,-81.5375,-79.78115,46,4,3,46,0,9,81,3,2,79,7,8,17-4589-51747,17-5942-51055,464336,813215,43,36,N,81,32,15,W
Clear,46.72666666666667,44.51481,-81.5375,-78.19302,46,4,3,44,5,1,81,3,2,78,1,9,17-4589-51747,17-7230-49327,464336,813215,43,36,N,81,32,15,W
Clear,46.01277777777778,45.44131,-77.62194444444444,-77.1955,46,0,0,45,4,4,77,3,7,77,1,9,18-2970-50986,18-3287-50341,460046,773719,0,46,N,77,37,19,W
Clear,46.01277777777778,46.09839,-77.62194444444444,-79.78115,46,0,0,46,0,9,77,3,7,79,7,8,18-2970-50986,17-5942-51055,460046,773719,0,46,N,77,37,19,W
Clear,46.01277777777778,44.51481,-77.62194444444444,-78.19302,46,0,0,44,5,1,77,3,7,78,1,9,18-2970-50986,17-7230-49327,460046,773719,0,46,N,77,37,19,W
Clear,47.85166666666667,45.44131,-79.6763888888889,-77.1955,47,5,1,45,4,4,79,4,0,77,1,9,17-5990-53005,18-3287-50341,475106,794035,51,6,N,79,40,35,W
Clear,47.85166666666667,46.09839,-79.6763888888889,-79.78115,47,5,1,46,0,9,79,4,0,79,7,8,17-5990-53005,17-5942-51055,475106,794035,51,6,N,79,40,35,W
Clear,47.85166666666667,44.51481,-79.6763888888889,-78.19302,47,5,1,44,5,1,79,4,0,78,1,9,17-5990-53005,17-7230-49327,475106,794035,51,6,N,79,40,35,W
Clear,47.39388888888889,45.44131,-79.71277777777777,-77.1955,47,2,3,45,4,4,79,4,2,77,1,9,17-5971-52495,18-3287-50341,472338,794246,23,38,N,79,42,46,W
Clear,47.39388888888889,46.09839,-79.71277777777777,-79.78115,47,2,3,46,0,9,79,4,2,79,7,8,17-5971-52495,17-5942-51055,472338,794246,23,38,N,79,42,46,W
Clear,47.39388888888889,44.51481,-79.71277777777777,-78.19302,47,2,3,44,5,1,79,4,2,78,1,9,17-5971-52495,17-7230-49327,472338,794246,23,38,N,79,42,46,W
Clear,48.3175,45.44131,-81.295,-77.1955,48,1,9,45,4,4,81,1,7,77,1,9,17-4781-53514,18-3287-50341,481903,811742,19,3,N,81,17,42,W
Clear,48.3175,46.09839,-81.295,-79.78115,48,1,9,46,0,9,81,1,7,79,7,8,17-4781-53514,17-5942-51055,481903,811742,19,3,N,81,17,42,W
Clear,48.3175,44.51481,-81.295,-78.19302,48,1,9,44,5,1,81,1,7,78,1,9,17-4781-53514,17-7230-49327,481903,811742,19,3,N,81,17,42,W
Clear,48.54277777777778,45.44131,-81.74527777777777,-77.1955,48,3,2,45,4,4,81,4,4,77,1,9,17-4450-53767,18-3287-50341,483234,814443,32,34,N,81,44,43,W
Clear,48.54277777777778,46.09839,-81.74527777777777,-79.78115,48,3,2,46,0,9,81,4,4,79,7,8,17-4450-53767,17-5942-51055,483234,814443,32,34,N,81,44,43,W
Clear,48.54277777777778,44.51481,-81.74527777777777,-78.19302,48,3,2,44,5,1,81,4,4,78,1,9,17-4450-53767,17-7230-49327,483234,814443,32,34,N,81,44,43,W
Clear,49.28527777777778,45.44131,-91.84916666666666,-77.1955,49,1,7,45,4,4,91,5,0,77,1,9,15-5837-54596,18-3287-50341,491707,915057,17,7,N,91,50,57,W
Clear,49.28527777777778,46.09839,-91.84916666666666,-79.78115,49,1,7,46,0,9,91,5,0,79,7,8,15-5837-54596,17-5942-51055,491707,915057,17,7,N,91,50,57,W
Clear,49.28527777777778,44.51481,-91.84916666666666,-78.19302,49,1,7,44,5,1,91,5,0,78,1,9,15-5837-54596,17-7230-49327,491707,915057,17,7,N,91,50,57,W
Clear,49.864444444444445,45.44131,-83.52888888888889,-77.1955,49,5,1,45,4,4,83,3,1,77,1,9,17-3183-55264,18-3287-50341,495152,833144,51,52,N,83,31,44,W
Clear,49.864444444444445,46.09839,-83.52888888888889,-79.78115,49,5,1,46,0,9,83,3,1,79,7,8,17-3183-55264,17-5942-51055,495152,833144,51,52,N,83,31,44,W
Clear,49.864444444444445,44.51481,-83.52888888888889,-78.19302,49,5,1,44,5,1,83,3,1,78,1,9,17-3183-55264,17-7230-49327,495152,833144,51,52,N,83,31,44,W
Clear,49.253055555555555,45.44131,-82.22833333333334,-77.1955,49,1,5,45,4,4,82,1,3,77,1,9,17-4106-54561,18-3287-50341,491511,821342,15,11,N,82,13,42,W
Clear,49.253055555555555,46.09839,-82.22833333333334,-79.78115,49,1,5,46,0,9,82,1,3,79,7,8,17-4106-54561,17-5942-51055,491511,821342,15,11,N,82,13,42,W
Clear,49.253055555555555,44.51481,-82.22833333333334,-78.19302,49,1,5,44,5,1,82,1,3,78,1,9,17-4106-54561,17-7230-49327,491511,821342,15,11,N,82,13,42,W
Clear,49.35138888888889,45.44131,-82.3561111111111,-77.1955,49,2,1,45,4,4,82,2,1,77,1,9,17-4015-54672,18-3287-50341,492105,822122,21,5,N,82,21,22,W
Clear,49.35138888888889,46.09839,-82.3561111111111,-79.78115,49,2,1,46,0,9,82,2,1,79,7,8,17-4015-54672,17-5942-51055,492105,822122,21,5,N,82,21,22,W
Clear,49.35138888888889,44.51481,-82.3561111111111,-78.19302,49,2,1,44,5,1,82,2,1,78,1,9,17-4015-54672,17-7230-49327,492105,822122,21,5,N,82,21,22,W
Clear,NA,45.44131,NA,-77.1955,NA,NA,NA,45,4,4,NA,NA,NA,77,1,9,17-6358-50404,18-3287-50341,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,46.09839,NA,-79.78115,NA,NA,NA,46,0,9,NA,NA,NA,79,7,8,17-6358-50404,17-5942-51055,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,44.51481,NA,-78.19302,NA,NA,NA,44,5,1,NA,NA,NA,78,1,9,17-6358-50404,17-7230-49327,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,45.44131,NA,-77.1955,NA,NA,NA,45,4,4,NA,NA,NA,77,1,9,18-3959-49397,18-3287-50341,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,46.09839,NA,-79.78115,NA,NA,NA,46,0,9,NA,NA,NA,79,7,8,18-3959-49397,17-5942-51055,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,44.51481,NA,-78.19302,NA,NA,NA,44,5,1,NA,NA,NA,78,1,9,18-3959-49397,17-7230-49327,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,45.44131,NA,-77.1955,NA,NA,NA,45,4,4,NA,NA,NA,77,1,9,18-3586-49389,18-3287-50341,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,46.09839,NA,-79.78115,NA,NA,NA,46,0,9,NA,NA,NA,79,7,8,18-3586-49389,17-5942-51055,NA,NA,NA,NA,N,NA,NA,NA,W
Clear,NA,44.51481,NA,-78.19302,NA,NA,NA,44,5,1,NA,NA,NA,78,1,9,18-3586-49389,17-7230-49327,NA,NA,NA,NA,N,NA,NA,NA,W
Clearwater West,49.00333333333333,49.00747,-91.96833333333333,-91.98602,49,0,0,49,0,0,91,5,8,91,9,8,15-5755-54281,15-5755-54281,490012,915806,0,12,N,91,58,6,W
Clegge,48.744166666666665,48.74428,-88.74416666666667,-88.7448,48,4,4,48,7,4,88,4,4,88,7,4,16-3718-54003,16-3718-54003,484439,884439,44,39,N,88,44,39,W
Cliff,49.0425,50.16879,-88.7786111111111,-93.29998,49,0,2,50,1,6,88,4,6,93,2,9,16-3700-54335,15-4785-55574,490233,884643,2,33,N,88,46,43,W
Cliff,49.0425,49.9079,-88.7786111111111,-94.23708,49,0,2,49,9,0,88,4,6,94,2,3,16-3700-54335,15-4103-55299,490233,884643,2,33,N,88,46,43,W
Cliff,49.0425,49.04188,-88.7786111111111,-88.77821,49,0,2,49,0,4,88,4,6,88,7,7,16-3700-54335,16-3700-54335,490233,884643,2,33,N,88,46,43,W
Cliff,50.170833333333334,50.16879,-93.30083333333333,-93.29998,50,1,0,50,1,6,93,1,8,93,2,9,15-4785-55574,15-4785-55574,501015,931803,10,15,N,93,18,3,W
Cliff,50.170833333333334,49.9079,-93.30083333333333,-94.23708,50,1,0,49,9,0,93,1,8,94,2,3,15-4785-55574,15-4103-55299,501015,931803,10,15,N,93,18,3,W
Cliff,50.170833333333334,49.04188,-93.30083333333333,-88.77821,50,1,0,49,0,4,93,1,8,88,7,7,15-4785-55574,16-3700-54335,501015,931803,10,15,N,93,18,3,W
Cloud,45.550555555555555,48.13648,-78.39805555555556,-89.54093,45,3,3,48,1,3,78,2,3,89,5,4,17-7031-50472,16-3108-53342,453302,782353,33,2,N,78,23,53,W
Cloud,48.13527777777778,48.13648,-89.54277777777777,-89.54093,48,0,8,48,1,3,89,3,2,89,5,4,16-3108-53342,16-3108-53342,480807,893234,8,7,N,89,32,34,W
Cobble,49.88527777777778,49.89458,-93.62388888888889,-93.61903,49,5,3,49,8,9,93,3,7,93,6,1,15-4552-55258,15-4552-55258,495307,933726,53,7,N,93,37,26,W
Cobre,46.63527777777778,46.63533,-82.79416666666667,-82.79405,46,3,8,46,6,3,82,4,7,82,7,9,17-3627-51660,17-3627-51660,463807,824739,38,7,N,82,47,39,W
Coli,51.31527777777777,51.31536,-93.58972222222222,-93.59007,51,1,8,51,3,1,93,3,5,93,5,9,15-4589-56848,15-4589-56848,511855,933523,18,55,N,93,35,23,W
Commanda,46.013333333333335,46.01084,-79.69972222222222,-79.70668,46,0,0,46,0,1,79,4,1,79,7,0,17-6007-50961,17-6007-50961,460048,794159,0,48,N,79,41,59,W
Como,47.91638888888889,47.91648,-83.51583333333333,-83.5157,47,5,4,47,9,1,83,3,0,83,5,1,17-3120-53099,17-3120-53099,475459,833057,54,59,N,83,30,57,W
Como,48.71055555555556,47.91648,-91.33027777777778,-83.5157,48,4,2,47,9,1,91,1,9,83,5,1,15-6228-53964,17-3120-53099,484238,911949,42,38,N,91,19,49,W
Confederation,51.11888888888889,51.11521,-92.69944444444445,-92.67556,51,0,7,51,1,1,92,4,1,92,6,7,15-5210-56629,15-5210-56629,510708,924158,7,8,N,92,41,58,W
Confusion,50.669999999999995,50.65108,-94.15111111111112,-94.17888,50,4,0,50,6,5,94,0,9,94,1,7,15-4187-56136,15-4187-56135,504012,940904,40,12,N,94,9,4,W
Conifer,50.55916666666666,50.5674,-94.03083333333333,-94.03211,50,3,3,50,5,6,94,0,1,94,0,3,15-4270-56011,15-4270-56011,503333,940151,33,33,N,94,1,51,W
Constance,45.40888888888889,46.42866,-75.97888888888889,-83.22546,45,2,4,46,4,2,75,5,8,83,2,2,18-4234-50286,17-3290-51439,452432,755844,24,32,N,75,58,44,W
Constance,46.42861111111111,46.42866,-83.22555555555556,-83.22546,46,2,5,46,4,2,83,1,3,83,2,2,17-3290-51439,17-3290-51439,462543,831332,25,43,N,83,13,32,W
Constance,49.80555555555555,46.42866,-84.15694444444445,-83.22546,49,4,8,46,4,2,84,0,9,83,2,2,16-7046-55207,17-3290-51439,494820,840925,48,20,N,84,9,25,W
Cordova,44.574444444444445,44.57529,-77.82638888888889,-77.82487,44,3,4,44,5,7,77,4,9,77,8,2,18-2756-49394,18-2756-49393,443428,774935,34,28,N,77,49,35,W
Couchiching,44.67666666666666,44.66428,-79.37722222222222,-79.3763,44,4,0,44,6,6,79,2,2,79,3,7,17-6286-49481,17-6286-49481,444036,792238,40,36,N,79,22,38,W
Cramadog,45.39,45.38969,-79.94250000000001,-79.94266,45,2,3,45,3,8,79,5,6,79,9,4,17-5828-50266,17-5828-50266,452324,795633,23,24,N,79,56,33,W
Crayfish,48.680277777777775,48.68673,-90.61222222222221,-90.6148,48,4,0,48,6,8,90,3,6,90,6,1,15-6758-53945,15-6758-53944,484049,903644,40,49,N,90,36,44,W
Crayfish,48.26861111111111,48.68673,-85.08694444444444,-90.6148,48,1,6,48,6,8,85,0,5,90,6,1,16-6420-53477,15-6758-53944,481607,850513,16,7,N,85,5,13,W
Cree,49.22888888888889,47.77507,-84.67527777777778,-82.70472,49,1,3,47,7,7,84,4,0,82,7,0,16-6692-54553,17-3714-52934,491344,844031,13,44,N,84,40,31,W
Crevasse,49.867222222222225,49.86587,-89.36999999999999,-89.37235,49,5,2,49,8,6,89,2,2,89,3,7,16-3297-55263,16-3297-55263,495202,892212,52,2,N,89,22,12,W
Cripple,45.55888888888889,45.5596,-79.00833333333334,-79.00745,45,3,3,45,5,5,79,0,0,79,0,0,17-6554-50467,17-6554-50468,453332,790030,33,32,N,79,0,30,W
Crook,49.06055555555555,49.05957,-92.13277777777778,-92.13549,49,0,3,49,0,5,92,0,7,92,1,3,15-5633-54343,15-5634-54343,490338,920758,3,38,N,92,7,58,W
Crooked,44.99,46.6696,-76.92888888888889,-84.11358,44,5,9,46,6,6,76,5,5,84,1,1,18-3479-49834,16-7208-51720,445924,765544,59,24,N,76,55,44,W
Crooked,45.70055555555556,46.6696,-79.22,-84.11358,45,4,2,46,6,6,79,1,3,84,1,1,17-6386-50621,16-7208-51720,454202,791312,42,2,N,79,13,12,W
Crooked,45.71611111111111,46.6696,-77.27805555555555,-84.11358,45,4,2,46,6,6,77,1,6,84,1,1,18-3227-50648,16-7208-51720,454258,771641,42,58,N,77,16,41,W
Crooked,46.044999999999995,46.6696,-79.84972222222221,-84.11358,46,0,2,46,6,6,79,5,0,84,1,1,17-5890-50995,16-7208-51720,460242,795059,2,42,N,79,50,59,W
Crooked,46.468611111111116,46.6696,-78.94527777777778,-84.11358,46,2,8,46,6,6,78,5,6,84,1,1,17-6578-51480,16-7208-51720,462807,785643,28,7,N,78,56,43,W
Crooked,46.14555555555555,46.6696,-80.73972222222223,-84.11358,46,0,8,46,6,6,80,4,4,84,1,1,17-5201-51100,16-7208-51720,460844,804423,8,44,N,80,44,23,W
Crooked,48.20583333333334,46.6696,-91.75305555555556,-84.11358,48,1,2,46,6,6,91,4,5,84,1,1,15-5927-53397,16-7208-51720,481221,914511,12,21,N,91,45,11,W
Crooked,48.330555555555556,46.6696,-83.85027777777778,-84.11358,48,1,9,46,6,6,83,5,1,84,1,1,17-2887-53567,16-7208-51720,481950,835101,19,50,N,83,51,1,W
Crooked Pine,48.78444444444444,48.7846,-91.09333333333333,-91.09824,48,4,7,48,7,8,91,0,5,91,0,9,15-6401-54050,15-6401-54050,484704,910536,47,4,N,91,5,36,W
Cross,45.39722222222222,46.8721,-77.94222222222223,-79.96696,45,2,3,46,8,7,77,5,6,79,9,6,18-2697-50311,17-5788-51912,452350,775632,23,50,N,77,56,32,W
Cross,45.39722222222222,49.96489,-77.94222222222223,-94.23609,45,2,3,49,9,6,77,5,6,94,2,3,18-2697-50311,15-4115-55351,452350,775632,23,50,N,77,56,32,W
Cross,46.87166666666667,46.8721,-79.96638888888889,-79.96696,46,5,2,46,8,7,79,5,7,79,9,6,17-5788-51912,17-5788-51912,465218,795759,52,18,N,79,57,59,W
Cross,46.87166666666667,49.96489,-79.96638888888889,-94.23609,46,5,2,49,9,6,79,5,7,94,2,3,17-5788-51912,15-4115-55351,465218,795759,52,18,N,79,57,59,W
Cross,48.96472222222223,46.8721,-85.08277777777778,-79.96696,48,5,7,46,8,7,85,0,4,79,9,6,16-6403-54251,17-5788-51912,485753,850458,57,53,N,85,4,58,W
Cross,48.96472222222223,49.96489,-85.08277777777778,-94.23609,48,5,7,49,9,6,85,0,4,94,2,3,16-6403-54251,15-4115-55351,485753,850458,57,53,N,85,4,58,W
Cross,49.96388888888889,46.8721,-94.23694444444445,-79.96696,49,5,7,46,8,7,94,1,4,79,9,6,15-4113-55351,17-5788-51912,495750,941413,57,50,N,94,14,13,W
Cross,49.96388888888889,49.96489,-94.23694444444445,-94.23609,49,5,7,49,9,6,94,1,4,94,2,3,15-4113-55351,15-4115-55351,495750,941413,57,50,N,94,14,13,W
Crotch,44.9125,44.91255,-76.80972222222222,-76.80939,44,5,4,44,9,1,76,4,8,76,8,0,18-3572-49746,18-3571-49746,445445,764835,54,45,N,76,48,35,W
Crotch,45.65277777777778,44.91255,-78.0925,-76.80939,45,3,9,44,9,1,78,0,5,76,8,0,17-7265-50594,18-3571-49746,453910,780533,39,10,N,78,5,33,W
Crotch,NA,44.91255,NA,-76.80939,NA,NA,NA,44,9,1,NA,NA,NA,76,8,0,17-5197-52909,18-3571-49746,NA,NA,NA,NA,N,NA,NA,NA,W
Crotch,NA,44.91255,NA,-76.80939,NA,NA,NA,44,9,1,NA,NA,NA,76,8,0,17-6590-50278,18-3571-49746,NA,NA,NA,NA,N,NA,NA,NA,W
Crowe,NA,44.4838,NA,-77.73716,NA,NA,NA,44,4,8,NA,NA,NA,77,7,3,18-2825-49286,18-2825-49286,NA,NA,NA,NA,N,NA,NA,NA,W
Crowrock,48.97166666666667,48.97243,-91.82777777777777,-91.79738,48,5,8,48,9,7,91,4,9,91,7,9,15-5858-54248,15-5858-54247,485818,914940,58,18,N,91,49,40,W
Cry,49.92638888888889,49.92643,-89.0111111111111,-89.01587,49,5,5,49,9,2,89,0,0,89,0,1,16-3556-55322,16-3557-55322,495535,890040,55,35,N,89,0,40,W
Crystal,44.75666666666667,49.72882,-78.47916666666667,-91.1675,44,4,5,49,7,2,78,2,8,91,1,6,17-6995-49588,15-6321-55100,444524,782845,45,24,N,78,28,45,W
Crystal,44.75666666666667,48.7076,-78.47916666666667,-91.27802,44,4,5,48,7,0,78,2,8,91,2,7,17-6995-49588,15-6263-53964,444524,782845,45,24,N,78,28,45,W
Crystal,44.75666666666667,45.12017,-78.47916666666667,-77.4598,44,4,5,45,1,2,78,2,8,77,4,5,17-6995-49588,18-3065-49990,444524,782845,45,24,N,78,28,45,W
Crystal,45.77222222222222,49.72882,-79.12805555555555,-91.1675,45,4,6,49,7,2,79,0,7,91,1,6,17-6456-50702,15-6321-55100,454620,790741,46,20,N,79,7,41,W
Crystal,45.77222222222222,48.7076,-79.12805555555555,-91.27802,45,4,6,48,7,0,79,0,7,91,2,7,17-6456-50702,15-6263-53964,454620,790741,46,20,N,79,7,41,W
Crystal,45.77222222222222,45.12017,-79.12805555555555,-77.4598,45,4,6,45,1,2,79,0,7,77,4,5,17-6456-50702,18-3065-49990,454620,790741,46,20,N,79,7,41,W
Crystal,45.12,49.72882,-77.46055555555556,-91.1675,45,0,7,49,7,2,77,2,7,91,1,6,18-3065-49990,15-6321-55100,450712,772738,7,12,N,77,27,38,W
Crystal,45.12,48.7076,-77.46055555555556,-91.27802,45,0,7,48,7,0,77,2,7,91,2,7,18-3065-49990,15-6263-53964,450712,772738,7,12,N,77,27,38,W
Crystal,45.12,45.12017,-77.46055555555556,-77.4598,45,0,7,45,1,2,77,2,7,77,4,5,18-3065-49990,18-3065-49990,450712,772738,7,12,N,77,27,38,W
Crystal,46.723888888888894,49.72882,-82.79833333333333,-91.1675,46,4,3,49,7,2,82,4,7,91,1,6,17-3626-51758,15-6321-55100,464326,824754,43,26,N,82,47,54,W
Crystal,46.723888888888894,48.7076,-82.79833333333333,-91.27802,46,4,3,48,7,0,82,4,7,91,2,7,17-3626-51758,15-6263-53964,464326,824754,43,26,N,82,47,54,W
Crystal,46.723888888888894,45.12017,-82.79833333333333,-77.4598,46,4,3,45,1,2,82,4,7,77,4,5,17-3626-51758,18-3065-49990,464326,824754,43,26,N,82,47,54,W
Crystal,46.61416666666667,49.72882,-84.23388888888888,-91.1675,46,3,6,49,7,2,84,1,4,91,1,6,16-7118-51658,15-6321-55100,463651,841402,36,51,N,84,14,2,W
Crystal,46.61416666666667,48.7076,-84.23388888888888,-91.27802,46,3,6,48,7,0,84,1,4,91,2,7,16-7118-51658,15-6263-53964,463651,841402,36,51,N,84,14,2,W
Crystal,46.61416666666667,45.12017,-84.23388888888888,-77.4598,46,3,6,45,1,2,84,1,4,77,4,5,16-7118-51658,18-3065-49990,463651,841402,36,51,N,84,14,2,W
Crystal,47.14361111111111,49.72882,-81.30222222222221,-91.1675,47,0,8,49,7,2,81,1,8,91,1,6,17-4771-52209,15-6321-55100,470837,811808,8,37,N,81,18,8,W
Crystal,47.14361111111111,48.7076,-81.30222222222221,-91.27802,47,0,8,48,7,0,81,1,8,91,2,7,17-4771-52209,15-6263-53964,470837,811808,8,37,N,81,18,8,W
Crystal,47.14361111111111,45.12017,-81.30222222222221,-77.4598,47,0,8,45,1,2,81,1,8,77,4,5,17-4771-52209,18-3065-49990,470837,811808,8,37,N,81,18,8,W
Crystal,47.86805555555556,49.72882,-79.72027777777778,-91.1675,47,5,2,49,7,2,79,4,3,91,1,6,17-5957-53022,15-6321-55100,475205,794313,52,5,N,79,43,13,W
Crystal,47.86805555555556,48.7076,-79.72027777777778,-91.27802,47,5,2,48,7,0,79,4,3,91,2,7,17-5957-53022,15-6263-53964,475205,794313,52,5,N,79,43,13,W
