BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio,commonID,F0,FOFWBY,WBY,WBY2,ARU,ARU_NM,ARU_LID,LATITUDE,LONGITUDE,WSHED,GEOTWP,GEOTWP_NM,SRFAREA,PERIM,ISL,DEPMN,LIT_PC,ELEV,GDD,TDS,MEI,CROWN_PC,RSRT_CNT,COTT_CNT,FCT,SPECIES,SPC_080,SPC_081,SPC_091,SPC_093,SPC_131,SPC_132,SPC_316,SPC_331,SPC_332,SPC_334,latDirection,lonDirection,logTP,TP,lakeTrophicStatus,scaled_yearSample,scaled_secchi,scaled_maxDepth,samplingProgram,secchi_fit,secchi_fitWRand,rowID,updatedDOC,DOC_fit,DOC_fitWRandom
1,5,White Otter,15-5816-54402,6.5,NA,NA,56.4,22.1,49.09057,-91.86311,2010,13.1,7.035,25.3,8.7,3,0.7,1,0.4,0.3,2.5,1.6,NA,2.7,3.1,6,24,182,5.2,2010-05-06,3.120785933460371,White Otter_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.919228764981654,3.0583998362242473,26.834080250130274,BsM,3.0972441395723487,5.538334953165674,469,3.1,6.545356971357821,3.1179251710504245
1,5,Whitefish,15-3532-55170,3,NA,NA,20.1,7,49.78718,-95.03457,2010,22.4,6.9,26.2,9.3,3,1,0.8,0.5,0.2,1.9,0.7,134,2.7,6.8,12,44,309,5.7,2010-05-07,3.261733950103076,Whitefish_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.919228764981654,-0.44160016377575273,-9.465919749869723,BsM,3.0972441395723487,2.97554140693505,470,6.8,6.545356971357821,7.441722843201924
1,5,Whitewater,15-5275-54864,4,NA,NA,17,10,49.53029,-92.62148,2010,6.6,7.84,105,52.9,18.5,1.6,0.9,0.4,0.3,1.8,0.6,NA,13.9,3.4,14,2,314,8.4,2010-05-06,2.686697965053182,Whitewater_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.919228764981654,0.5583998362242473,-12.565919749869725,BsM,3.0972441395723487,4.4608788271563595,471,3.4,6.545356971357821,3.973927097960567
1,6,Addie,15-6910-53378,1.9,NA,NA,3.7,2.1,48.16665,-90.42954,2008,51.4,7.45,60.6,23.3,8.32,2.18,1.16,0.415,1.74,2.75,3,NA,5.86,7.6,26,14,447,11.7,2008-05-21,2.472664576700079,Addie_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.5416001637757528,-25.865919749869725,BsM,3.101621923941331,2.127394819451548,472,7.6,6.54411858520508,7.777739920584351
1,6,Arrow,15-7025-53379,7,NA,NA,54.9,17.8,48.15855,-90.26498,2008,6.2,7.12,62.8,21.6,NA,NA,NA,NA,0.59,5.5,3.72,NA,5.52,2.9,10,44,171,5.5,2008-05-18,2.9848780372458337,Arrow_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,3.5583998362242473,25.334080250130274,BsM,3.101621923941331,6.784826557835329,473,2.9,6.54411858520508,3.1615213881533464
1,6,Athelstane,15-7050-54058,4.5,NA,NA,32.9,9.4,48.77457,-90.20796,2008,21.6,7.05,51.8,19.4,NA,NA,NA,NA,0.51,2.75,3.26,NA,5.18,6.6,8,42,289,7.9,2008-05-18,2.725141599529896,Athelstane_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,1.0583998362242473,3.334080250130274,BsM,3.101621923941331,3.7226543709451443,474,6.6,6.54411858520508,6.687282215760657
1,6,Batwing,15-7091-53688,2.5,NA,NA,14.9,6.6,48.44209,-90.17355,2008,47.6,7,36.6,12.4,4.06,1.67,1.01,0.38,0.37,2.8,1.58,NA,3.06,9.8,16,56,470,9,2008-05-21,2.786313784351849,Batwing_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-0.9416001637757527,-14.665919749869724,BsM,3.101621923941331,2.6953882508499856,475,9.8,6.54411858520508,9.949291773638025
1,6,Beatty,16-4566-55070,3.9,NA,NA,27.5,6.1,49.71792,-87.60467,2008,7,7.96,189,97.4,29.5,5.17,0.6,0.325,0.1,1.25,1.46,212,23.3,3.1,30,40,310,11.1,2008-05-23,2.374627305673458,Beatty_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,0.4583998362242472,-2.0659197498697246,BsM,3.101621923941331,4.57102182899485,476,3.1,6.54411858520508,4.089778624499662
1,6,Bedivere,15-6578-54141,1.5,NA,NA,12.5,5.2,48.86818,-90.84937,2008,75.4,6.78,33.8,10.7,NA,NA,NA,NA,0.3,2.35,3.22,NA,2.4,11.5,20,96,463,14.8,2008-05-18,2.2721667076801637,Bedivere_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.9416001637757527,-17.065919749869725,BsM,3.101621923941331,1.5728822355351388,477,11.5,6.54411858520508,10.581896946784196
1,6,Bisect,16-3706-53956,2.6,NA,NA,13.1,5.9,48.70281,-88.75896,2008,44,6.73,27.2,8.33,1.28,0.655,0.21,2.54,0.19,2.2,1.98,108,2.42,7.3,16,72,303,7.1,2008-06-02,2.894543186800302,Bisect_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-0.8416001637757526,-16.465919749869727,BsM,3.101621923941331,3.618901645651488,478,7.3,6.54411858520508,7.170373123232119
1,6,Black Sturgeon,16-3634-54687,2.3,NA,NA,52.4,18.5,49.35824,-88.87211,2008,56.2,7.48,125,36.6,15.6,3.54,8.92,0.88,12,3.65,3.56,84,8.9,10.7,8,158,361,5.5,2008-05-22,3.418428785422987,Black Sturgeon_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.141600163775753,22.834080250130274,BsM,3.101621923941331,3.1821914688322304,479,10.7,6.54411858520508,9.767560165292018
1,6,Blunder,15-7020-53669,1,NA,NA,6.7,2.6,48.42444,-90.26943,2008,114,6.79,31.8,9.61,4.04,1.34,0.875,0.285,0.4,1.65,2.72,116,2.46,15,24,74,675,21,2008-05-21,2.1365291797608172,Blunder_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-2.4416001637757527,-22.865919749869725,BsM,3.101621923941331,1.469813951190792,480,15,6.54411858520508,13.248735646001538
1,6,Brightsand,15-6869-55111,1.5,NA,NA,15.3,4.1,49.72309,-90.40666,2008,75.4,7.02,34.8,13.1,4.28,1.29,0.975,0.56,0.25,1.45,3.12,193,3.3,8.1,24,68,353,10.8,2008-05-23,2.4559790236907215,Brightsand_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.9416001637757527,-14.265919749869724,BsM,3.101621923941331,1.7694743617023274,481,8.1,6.54411858520508,8.437075760017448
1,6,Bukemiga,16-3411-55531,2,NA,NA,44.5,11.3,50.11444,-89.2204,2008,94.4,6.23,23.6,6.84,2.78,0.94,0.855,0.515,0.26,1.25,2.92,69,1.84,11.3,14,74,338,8.8,2008-05-29,2.663863273327747,Bukemiga_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,14.934080250130275,BsM,3.101621923941331,2.443799830593902,482,11.3,6.54411858520508,10.537515431709384
1,6,Burchell,15-6747-53842,7,NA,NA,74.7,24.3,48.58834,-90.62706,2008,13.2,7.1,97.8,23.8,NA,NA,NA,NA,3.91,12.8,2.72,495,6.42,4.8,8,124,216,3.1,2008-05-18,4.621706160709226,Burchell_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,3.5583998362242473,45.13408025013028,BsM,3.101621923941331,4.814151284230415,483,4.8,6.54411858520508,4.988518479702044
1,6,Circle,16-3534-54692,2.1,NA,NA,15,5.2,49.35977,-89.01858,2008,63.6,7.35,70.4,30.3,8.68,2.6,2.43,0.49,0.84,2.2,4.66,182,7.68,11.5,20,88,458,13.2,2008-05-22,2.36771491429803,Circle_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.3416001637757526,-14.565919749869725,BsM,3.101621923941331,2.16758792649203,484,11.5,6.54411858520508,10.727848636904131
1,6,Cliff,16-3700-54335,6,NA,NA,12,5.4,49.04188,-88.77821,2008,9.6,NA,50.6,NA,6.96,1.84,0.505,0.17,0.17,1.45,0.52,NA,NA,4.8,6,6,268,2.2,2008-08-15,6.713049348695348,Cliff_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,2.5583998362242473,-17.565919749869725,BsM,3.101621923941331,4.752170082227763,485,4.8,6.54411858520508,5.063190482576685
1,6,Crayfish,15-6758-53944,1.8,NA,NA,17.5,3.6,48.68673,-90.6148,2008,47.4,6.69,32,8.16,NA,NA,NA,NA,1.55,2.2,2.18,233,2.24,7.6,12,84,327,8.6,2008-05-18,2.6765609508438386,Crayfish_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.6416001637757527,-12.065919749869725,BsM,3.101621923941331,2.1126470547098637,486,7.6,6.54411858520508,7.8303619977757295
1,6,Crevasse,16-3297-55263,4.2,NA,NA,73,23.3,49.86587,-89.37235,2008,30.8,7.07,81.8,35.4,10.3,3.09,2.41,0.625,0.26,3.15,3.36,165,9,5.5,8,86,266,6.9,2008-05-29,2.869542656270364,Crevasse_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,0.7583998362242474,43.43408025013028,BsM,3.101621923941331,3.8596120749506397,487,5.5,6.54411858520508,5.556028544022646
1,6,Cry,16-3557-55322,6,NA,NA,47.6,22.2,49.92643,-89.01587,2008,16.4,6.89,69,27.9,9.16,2.14,1.37,0.5,0.51,3.7,1.64,48,7.32,2.6,8,30,187,21.4,2008-05-29,1.7051997941007495,Cry_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,2.5583998362242473,18.034080250130277,BsM,3.101621923941331,7.108229412557652,488,2.6,6.54411858520508,2.5964635563719685
1,6,"des Iles, La.",16-3103-54530,2,NA,NA,30,5.3,49.20226,-89.61011,2008,51,7.19,59.6,22.2,5.96,3.02,0.715,0.245,1.43,3.7,1.88,129,5.68,9.9,18,54,396,12.2,2008-05-22,2.3835146886993375,Lac des Iles_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,0.4340802501302754,BsM,3.101621923941331,2.089010425486205,489,9.9,6.54411858520508,9.761949304057826
1,6,"des Mille Lacs, La.",15-6827-54135,2,NA,NA,24.4,6.8,48.87653,-90.51282,2008,102,6.88,51.8,16.8,NA,NA,NA,NA,2.16,1.7,2.28,287,3.92,16.1,10,80,540,24,2008-05-18,1.9771638793905584,Lac des Mille Lacs_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,-5.165919749869726,BsM,3.101621923941331,1.656132568023037,490,16.1,6.54411858520508,13.613933939511051
1,6,Dog,16-3132-54041,2.1,NA,NA,117,29.6,48.77812,-89.51281,2008,69.4,7.27,51.2,23.9,7.92,2.04,4.14,0.635,0.62,2.45,3.48,181,5.96,11.5,8,190,397,4.1,2008-05-22,4.169920330602655,Dog_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.3416001637757526,87.43408025013028,BsM,3.101621923941331,2.4224361211327112,491,11.5,6.54411858520508,10.187331241904275
1,6,Elbow,16-4433-55531,1.5,NA,NA,38.4,8.8,50.1298,-87.7934,2008,96.2,7.48,105,50.6,15.6,3.29,0.52,0.575,0.64,1.05,1.68,213,11.8,11.9,18,68,404,10.4,2008-05-23,2.552405173865945,Elbow_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.9416001637757527,8.834080250130274,BsM,3.101621923941331,2.114678550629543,492,11.9,6.54411858520508,12.896588642520378
1,6,Empire,15-6979-55108,2,NA,NA,23.5,6,49.71999,-90.24726,2008,48.2,6.95,31.2,11.3,3.64,1.08,0.96,0.56,0.38,1.55,1.92,225,3.02,6,24,64,342,10.8,2008-05-23,2.442730236036542,Empire_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,-6.065919749869725,BsM,3.101621923941331,2.2333734348497845,493,6,6.54411858520508,7.662536526567947
1,6,Frank,16-4359-55570,1.6,NA,NA,4.6,2.9,50.16218,-87.90603,2008,71.2,7.41,85,39.8,11,2.58,0.535,0.355,0.27,1.15,1.44,NA,9.66,13.1,28,28,482,12.5,2008-05-23,2.4383941785685863,Frank_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.8416001637757526,-24.965919749869727,BsM,3.101621923941331,1.8975517288940869,494,13.1,6.54411858520508,12.659600228709532
1,6,Greenwater,15-6904-53837,4.4,NA,NA,54.9,18.1,48.57454,-90.42999,2008,21.4,6.91,66,26.3,9.78,1.81,0.88,0.535,0.28,3.6,2.1,441,6.82,4.2,8,4,240,8.2,2008-05-29,2.5899781311325225,Greenwater_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,0.9583998362242476,25.334080250130274,BsM,3.101621923941331,5.115960373816679,495,4.2,6.54411858520508,4.386298158274378
1,6,Grew,15-7088-54764,2,NA,NA,14,4,49.40645,-90.12211,2008,42.4,7.05,27.8,10.6,3.42,1.13,0.795,0.355,0.25,1.65,1.7,322,2.66,8,16,36,366,9.1,2008-05-21,2.6599212566754917,Grew_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,-15.565919749869725,BsM,3.101621923941331,2.2489374306602024,496,8,6.54411858520508,8.304637038326371
1,6,Harmon,15-6985-55358,2.2,NA,NA,47,12.8,49.94546,-90.21669,2008,58.4,6.91,30.2,10.6,3.62,1.12,0.905,0.525,0.25,1.5,2.24,303,2.72,8.9,12,80,316,8.3,2008-05-23,2.7046202739116816,Harmon_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.2416001637757526,17.434080250130275,BsM,3.101621923941331,2.9818376046113206,497,8.9,6.54411858520508,8.399168286045564
1,6,Hawkeye,16-3199-53954,2.5,NA,NA,33.6,11.7,48.68599,-89.45228,2008,46.6,6.98,46.2,16.1,5.08,2,1.24,0.525,1.18,2.85,3.48,181,4.48,8.6,18,94,359,6,2008-05-22,3.2536843644696636,Hawkeye_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-0.9416001637757527,4.034080250130277,BsM,3.101621923941331,2.8992953443126104,498,8.6,6.54411858520508,8.197024985230216
1,6,Holinshead,16-3069-55034,1.8,NA,NA,16.8,5.3,49.65403,-89.68153,2008,109,6.85,31.4,11,4.08,1.27,0.775,0.58,0.26,1.65,3.04,439,2.76,12.5,18,68,418,14.3,2008-05-22,2.262918719691135,Holinshead_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.6416001637757527,-12.765919749869724,BsM,3.101621923941331,1.7309976329868566,499,12.5,6.54411858520508,11.409620056672711
1,6,Holly,15-7111-54802,2,NA,NA,10,2.9,49.43642,-90.08177,2008,42.4,7.05,27.8,10.6,3.42,1.13,0.795,0.355,0.25,1.65,1.7,322,2.66,8,16,36,366,9.1,2008-05-21,2.6599212566754917,Holly_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.4416001637757527,-19.565919749869725,BsM,3.101621923941331,2.4848082763390895,500,8,6.54411858520508,7.348376221328881
1,6,Jacob,15-6979-53586,1.9,NA,NA,11,3.5,48.35246,-90.32642,2008,52,7.13,42.6,15.4,5.54,1.57,1.08,0.37,0.55,1.95,3.46,884,4.18,9,26,60,460,15.8,2008-05-21,2.21646296579159,Jacob_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.5416001637757528,-18.565919749869725,BsM,3.101621923941331,2.009050174044011,501,9,6.54411858520508,8.956126134824629
1,6,Jolly,16-3207-54488,1.7,NA,NA,5,2.1,49.16785,-89.45932,2008,60.2,7.24,57,24.8,8.28,1.9,0.865,0.4,0.27,1.9,3.6,189,6.4,10,30,50,455,12.2,2008-05-22,2.438842434637203,Jolly_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.7416001637757528,-24.565919749869725,BsM,3.101621923941331,1.6317268365222337,502,10,6.54411858520508,10.42175553471844
1,6,Kashabowie,15-6913-53983,1.6,NA,NA,35,7.4,48.71886,-90.39423,2008,67.4,6.58,38,12.7,4.5,1.57,0.945,0.59,0.29,2.45,2.62,277,3.12,10.4,14,54,424,9.5,2008-05-29,2.674890787882687,Kashabowie_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.8416001637757526,5.434080250130275,BsM,3.101621923941331,2.4150452313402413,503,10.4,6.54411858520508,9.109074675647367
1,6,Kawaweogama,15-7008-55644,2.5,NA,NA,15.5,3.2,50.19687,-90.18618,2008,57.4,6.93,25.2,8.51,3.04,0.885,0.75,0.5,0.21,1.45,1.36,307,1.92,8.6,24,42,323,7.8,2008-05-23,2.7955227536751215,Kawaweogama_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-0.9416001637757527,-14.065919749869725,BsM,3.101621923941331,2.8523631828047318,504,8.6,6.54411858520508,8.3389916228527
1,6,Kearns,15-7163-54881,1.8,NA,NA,15.3,5.4,49.50753,-90.01676,2008,62.8,7.1,44.4,17.5,5.92,1.59,0.935,0.7,0.28,2.4,2.92,197,4.7,8.9,18,66,389,15.3,2008-05-21,2.181066136664429,Kearns_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.6416001637757527,-14.265919749869724,BsM,3.101621923941331,2.068067850275883,505,8.9,6.54411858520508,8.776812449092565
1,6,Loganberry,15-7085-54809,1.5,NA,NA,9,2.9,49.44536,-90.13101,2008,69.8,6.99,42.2,17.7,5.32,1.59,0.96,0.64,0.21,1.5,3.4,244,5,9,22,46,378,15.1,2008-05-21,2.1810049177869613,Loganberry_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.9416001637757527,-20.565919749869725,BsM,3.101621923941331,1.8841559231838128,506,9,6.54411858520508,9.244749432933137
1,6,Maggotte,16-3237-55525,1.5,NA,NA,24,7.4,50.10119,-89.46517,2008,113,5.88,17.2,3.98,2.02,0.67,0.68,0.44,0.21,1.15,2.98,202,1.22,12.3,14,48,411,20.8,2008-05-29,1.9800438059638323,Maggotte_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.9416001637757527,-5.565919749869725,BsM,3.101621923941331,1.799664292918798,507,12.3,6.54411858520508,11.233352777991568
1,6,Marie Louise,16-3666-53602,2.5,NA,NA,15.2,6.7,48.38319,-88.80144,2008,14.8,7.96,192,91.9,23.8,2.38,1.42,0.705,2,4.75,2.6,101,21.7,7.5,8,6,407,8.6,2008-05-22,2.7776983761702247,Marie Louise_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-0.9416001637757527,-14.365919749869725,BsM,3.101621923941331,3.0164356257241387,508,7.5,6.54411858520508,7.406576732298164
1,6,Metionga,15-6824-55113,1.7,NA,NA,27,6.5,49.72717,-90.47071,2008,71.4,7.1,34.6,13.6,4.32,1.31,0.995,0.565,0.25,1.5,3.32,182,3.28,9.5,18,72,357,10.2,2008-05-23,2.520434466590499,Metionga_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9192287649816535,-1.7416001637757528,-2.5659197498697246,BsM,3.101621923941331,2.1667515475934946,509,9.5,6.54411858520508,9.28408126059998
