BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio,commonID,F0,FOFWBY,WBY,WBY2,ARU,ARU_NM,ARU_LID,LATITUDE,LONGITUDE,WSHED,GEOTWP,GEOTWP_NM,SRFAREA,PERIM,ISL,DEPMN,LIT_PC,ELEV,GDD,TDS,MEI,CROWN_PC,RSRT_CNT,COTT_CNT,FCT,SPECIES,SPC_080,SPC_081,SPC_091,SPC_093,SPC_131,SPC_132,SPC_316,SPC_331,SPC_332,SPC_334,latDirection,lonDirection,logTP,TP,lakeTrophicStatus,scaled_yearSample,scaled_secchi,scaled_maxDepth,samplingProgram,secchi_fit,secchi_fitWRand,rowID,updatedDOC,DOC_fit,DOC_fitWRandom
2,17,Buckhorn,17-7074-49293,2.2,NA,NA,14.3,2.1,44.4856,-78.39118,2013,24.6,8.029,204,71.099,31.199,2.91,5.799,0.9,9.029,7.15,1.72,NA,19.399,5.799,54,48,394,13.9,2013-05-28,2.264674062640493,Buckhorn_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.2416001637757526,-15.265919749869724,BsM,3.090689045962766,2.3803921694616763,1201,5.799,6.5472149900030505,6.098067071314869
2,17,Canal,17-6548-49368,2,NA,NA,4.3,1.3,44.56744,-79.04366,2013,27,8.4,248,108,45.799,3.33,4.4,0.595,5.679,4.849,0.94,NA,26.899,6.5,36,4,406,15,2013-05-22,2.212624254850136,Canal_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.4416001637757527,-25.265919749869724,BsM,3.090689045962766,2.0251114504654826,1202,6.5,6.5472149900030505,6.076595505035286
2,17,Chemong,17-7076-49181,2.2,NA,NA,6.4,2.4,44.38846,-78.39205,2013,20.399,8.199,263,93.099,41.2,3.649,9.169,1.1,14.699,8.199,0.38,NA,24.699,5.9,44,2,455,13.4,2013-05-28,2.3516123375182847,Chemong_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.2416001637757526,-23.165919749869722,BsM,3.090689045962766,2.403122729197566,1203,5.9,6.5472149900030505,6.337572210037704
2,17,Clear,17-7230-49327,6.5,NA,NA,12.2,5.6,44.51481,-78.19302,2017,23.5,7.849,208,75.5,29.6,2.77,7.049,0.87,12,8,1.379,30,18,5,38,252,316,8.9,2017-05-09,2.6196951729894926,Clear_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,3.0583998362242473,-17.365919749869725,BsM,3.0819704968902952,4.510701263735481,1204,5,6.549693168672954,5.06372666427221
2,17,Cordova,18-2756-49393,2.3,NA,NA,13.5,4.4,44.57529,-77.82487,2013,47.2,7.74,121,39,17,1.86,3.509,0.895,4.96,5.75,1.6,146,9.699,6.799,28,2,359,13.1,2013-05-07,2.2802738257317885,Cordova_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.141600163775753,-16.065919749869725,BsM,3.090689045962766,2.9087103481635155,1205,6.799,6.5472149900030505,6.796665015266608
2,17,Dalrymple,17-6500-49453,2.2,NA,NA,17.7,3.6,44.64052,-79.11093,2013,30.6,8.119,292,119,49.299,5.019,5.929,1.07,8.47,10.4,1.159,46,31.1,8.199,44,20,490,12.6,2013-05-22,2.437285408118293,Dalrymple_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.2416001637757526,-11.865919749869725,BsM,3.090689045962766,2.4719729973815934,1206,8.199,6.5472149900030505,7.43914364198222
2,17,Four Mile,17-6793-49499,7.8,NA,NA,19.2,8.5,44.68172,-78.73724,2016,13.699,7.79,197,87.4,31.1,4.549,2.52,0.385,3.21,5.299,1.86,NA,23.8,5.099,6,30,252,4.5,2016-05-04,3.623605381747184,Four Mile_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,4.3583998362242475,-10.365919749869725,BsM,3.0841478257355486,6.407813680556052,1207,5.099,6.549073536080672,5.005566638130539
2,17,Head,17-6651-49559,3.9,NA,NA,8.2,3.5,44.74018,-78.91265,2015,18.8,8.13,151,73.2,22,3.71,2.02,0.455,2.129,2.649,1.04,60,17.899,3.6,22,12,287,10.3,2015-05-11,2.4168658956561444,Head_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,0.4583998362242472,-21.365919749869725,BsM,3.0863266928047746,4.143464628502247,1208,3.6,6.548453962108625,3.745030769813781
2,17,Katchewanooka,17-7182-49263,4.1,NA,NA,10.1,1.8,44.45749,-78.2587,2014,25,8,211,81.7,32.2,2.93,6.28,0.97,9.859,5.5,1.52,0,20,5,40,126,335,8.8,2014-05-30,2.659786189196457,Katchewanooka_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,0.6583998362242469,-19.465919749869727,BsM,3.0885070991846866,3.1805068866900026,1209,5,6.547834446751266,5.836230315174082
2,17,Lovesick,17-7197-49373,5.2,NA,NA,25,2.5,44.55817,-78.23036,2017,26.199,7.87,200,72.799,29.8,2.72,6.719,0.83,11.1,7.549,1.48,40,17.5,5.2,32,230,332,9.3,2017-05-09,2.5908916965761035,Lovesick_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,1.7583998362242474,-4.565919749869725,BsM,3.0819704968902952,3.7235353595820997,1210,5.2,6.549693168672954,5.800032013059382
2,17,Lower Buckhorn,17-7170-49371,6.6,NA,NA,14,3.5,44.5498,-78.27953,2015,14.1,8.14,251,101,33.899,3.54,8.07,1.149,13.5,6.549,1.24,30,24.899,5.2,20,120,318,9.099,2015-05-05,2.5967190965481124,Lower Buckhorn_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,3.158399836224247,-15.565919749869725,BsM,3.0863266928047746,4.130276807597597,1211,5.2,6.548453962108625,5.331686681668296
2,17,Pigeon,17-6992-49270,2.2,NA,NA,17.4,3,44.47155,-78.49495,2013,26.6,7.95,193,69.599,29.399,3.149,6.45,0.985,8.25,6.349,1.6,NA,18,5.9,36,96,366,8.8,2013-05-23,2.700259862583912,Pigeon_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.2416001637757526,-12.165919749869726,BsM,3.090689045962766,2.3250148959947157,1212,5.9,6.5472149900030505,6.236515517453455
2,17,Rice,17-7257-48946,2.5,NA,NA,13.4,2.6,44.17348,-78.18609,2013,23.199,8.64,232,82.099,32.7,4.429,8.49,0.81,13.199,9.599,1.28,69,18.5,5.2,36,66,401,11.4,2013-05-07,2.4542829851654866,Rice_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-0.9416001637757527,-16.165919749869722,BsM,3.090689045962766,2.4976367027709854,1213,5.2,6.5472149900030505,5.758804569452336
2,17,Rice,17-7257-48946,2.9,NA,NA,13.4,2.6,44.17348,-78.18609,2015,20.8,8.279,274,110,38.7,4.019,9.41,1.24,15.8,6.549,1.58,40,26.399,5.4,24,150,341,21.199,2015-05-05,1.9067746838165391,Rice_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,-0.5416001637757528,-16.165919749869722,BsM,3.0863266928047746,2.5235282115152344,1214,5.4,6.548453962108625,5.751108172032726
2,17,"Scugog,",17-6715-48930,1.5,NA,NA,6.1,1.3,44.18343,-78.85724,2014,25.5,8.21,461,150,62.399,7.559,27.8,2.359,46.899,9,0.56,0,36,7.299,58,252,593,21.399,2014-05-08,2.081274332470155,Scugog_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,-1.9416001637757527,-23.465919749869727,BsM,3.0885070991846866,1.7539385370521965,1215,7.299,6.547834446751266,6.98001868561477
2,17,"Scugog,",17-6715-48930,1.5,NA,NA,6.1,1.3,44.18343,-78.85724,2013,29.399,8.349,429,142,54.299,7.509,22.5,2.1,40,8.9,0.02,88,33.399,7,60,40,642,15.1,2013-05-06,2.375612727906676,Scugog_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.9416001637757527,-23.465919749869727,BsM,3.090689045962766,1.729709376742004,1216,7,6.5472149900030505,6.970986128555599
2,17,Shadow,17-6749-49534,3.9,NA,NA,22,7.8,44.71937,-78.79364,2016,17.699,7.08,77.2,21,7.879,1.7,3.43,0.66,4.83,4.95,1.6,50,5.54,3.2,4,92,220,6.599,2016-05-04,2.8360674877293084,Shadow_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,0.4583998362242472,-7.565919749869725,BsM,3.0841478257355486,3.7280781990717156,1217,3.2,6.549073536080672,3.950444371410663
2,17,Stony,17-7310-49388,2.1,NA,NA,32,5.9,44.55642,-78.11352,2013,31.6,8.099,212,77.2,32.6,2.94,6.48,0.975,9.919,6.4,1.459,78,18.5,5.7,42,88,380,11,2013-05-09,2.468038990779367,Stony_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.919228764981654,-1.3416001637757526,2.4340802501302754,BsM,3.090689045962766,2.6884356180774334,1218,5.7,6.5472149900030505,5.52576767529944
2,17,Sturgeon,17-6820-49260,4.1,NA,NA,10.7,4,44.47421,-78.68865,2017,33.399,7.82,175,62.799,23.6,2.399,6.04,0.8,9.689,6.349,1.679,70,15,5.299,32,202,297,9.199,2017-05-10,2.553500715867284,Sturgeon_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,0.6583998362242469,-18.865919749869725,BsM,3.0819704968902952,2.4666080129341226,1219,5.299,6.549693168672954,5.710333538533981
2,18,Big Gull,18-3453-49652,3,NA,NA,24.4,6,44.82693,-76.96878,2017,27,7.429,72.4,27.5,9.9,1.6,1.48,0.54,2.419,2.95,1,40,6.62,5.7,26,12,350,9.699,2017-05-11,2.5668270133937887,Big Gull_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-0.44160016377575273,-5.165919749869726,BsM,3.0819704968902952,3.5477986643078,1220,5.7,6.549693168672954,5.5087214182285065
2,18,Big Rideau,18-4040-49580,8.1,NA,NA,100,12.3,44.75128,-76.21379,2015,9.269,8.06,216,91,23.399,7.37,5.83,1.33,9.119,6.2,1.5,NA,22.899,4,14,28,359,10,2015-05-06,2.5442208757364138,Big Rideau_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,4.6583998362242465,70.43408025013028,BsM,3.0863266928047746,6.590321272131596,1221,4,6.548453962108625,4.495788239133102
2,18,Brule,18-3388-49903,3.2,NA,NA,56.4,22.2,45.05076,-77.04841,2017,13,7.65,105,44.399,15.5,2.33,0.84,0.925,0.55,6.349,1.86,90,10.199,3.2,30,1,278,8.099,2017-05-17,2.67488029440696,Brule_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-0.24160016377575255,26.834080250130274,BsM,3.0819704968902952,4.508330041458681,1222,3.2,6.549693168672954,3.0707640742861595
2,18,Buckshot,18-3369-49845,4,NA,NA,33.5,9.1,44.99564,-77.06938,2014,36.399,7.669,72.099,26.5,10.3,1.6,1.56,0.675,1.7,4.049,1.7,70,6.44,5.799,12,26,363,5.599,2014-05-27,3.3871802037371617,Buckshot_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,0.5583998362242473,3.9340802501302754,BsM,3.0885070991846866,4.401461383412635,1223,5.799,6.547834446751266,5.611624815600009
2,18,Bull,18-3434-49499,2.1,NA,NA,15.2,7.2,44.68776,-76.97467,2017,52.1,7.379,107,37.299,12.199,2.85,4.21,0.655,6.639,3.95,1.3,NA,8.519,6.9,32,6,397,13.1,2017-05-18,2.319257850543789,Bull_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-1.3416001637757526,-14.365919749869725,BsM,3.0819704968902952,2.923130444572188,1224,6.9,6.549693168672954,6.512483542706927
2,18,Burridge,18-3767-49466,9.6,NA,NA,16.2,7.3,44.66433,-76.55461,2016,16.8,7.95,241,109,34.799,7.509,2.73,1.24,3.98,8.449,2.02,NA,25.699,6,10,18,352,5.599,2016-05-10,3.3695032421291566,Burridge_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,6.1583998362242465,-13.365919749869725,BsM,3.0841478257355486,6.641373626393503,1225,6,6.549073536080672,5.744837535245006
2,18,Charleston,18-4196-49317,3.1,NA,NA,91.5,17.4,44.5346,-76.01579,2014,19.309,8.259,230,99.73,28.5,9.189,5.009,1.22,7.53,6.15,1.94,NA,20.8,4.7,18,40,385,11.9,2014-05-20,2.395865873403649,Charleston_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,-0.34160016377575264,61.93408025013028,BsM,3.0885070991846866,3.4571780269938603,1226,4.7,6.547834446751266,3.5186144174776866
2,18,Christie,18-3862-49620,7.9,NA,NA,18.3,8.5,44.80311,-76.43918,2016,14.4,7.53,149,60.5,19.199,4.75,3.259,0.93,5.03,4.15,1.32,NA,14.8,5.599,4,2,329,6.2,2016-05-11,3.149255825962019,Christie_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,4.458399836224247,-11.265919749869724,BsM,3.0841478257355486,6.041558878524527,1227,5.599,6.549073536080672,5.013900167450121
2,18,Crotch,18-3571-49746,3.1,NA,NA,24.4,8.7,44.91255,-76.80939,2017,29.5,7.66,115,47.399,15.6,2.48,2.35,0.77,3.52,4.4,1.56,30,11.1,5.299,18,32,265,7.5,2017-05-11,2.7513309841846123,Crotch_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-0.34160016377575264,-5.165919749869726,BsM,3.0819704968902952,3.915418964637076,1228,5.299,6.549693168672954,5.381300804958663
2,18,Crystal,18-3065-49990,4.8,NA,NA,35,9.8,45.12017,-77.4598,2016,16.8,6.37,21.5,4.41,2.22,0.556,0.655,0.26,0.3,3.049,1,60,1.6,4.599,4,46,209,5,2016-05-10,3.2793270705865742,Crystal_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,1.358399836224247,5.434080250130275,BsM,3.0841478257355486,4.954039174777994,1229,4.599,6.549073536080672,4.2068389344458454
2,18,Dalhousie,18-3762-49801,3.4,NA,NA,11,4.5,44.9656,-76.56939,2015,24,8.05,143,62,18.399,3.83,2.71,0.92,3.839,3.85,1.439,60,15.199,5.2,14,12,314,9.699,2015-05-06,2.5192835895949033,Dalhousie_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,-0.04160016377575282,-18.565919749869725,BsM,3.0863266928047746,3.1474327773589894,1230,5.2,6.548453962108625,5.528229332961329
2,18,Dog,18-3938-49203,2.8,NA,NA,3,1.6,44.4302,-76.33444,2017,19.699,7.919,163,58.6,19.899,4.23,5.2,1.11,6.69,9.8,0.22,30,13.6,4.799,78,6,525,15.4,2017-05-24,2.2852806679587334,Dog_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-0.6416001637757529,-26.565919749869725,BsM,3.0819704968902952,2.7107995213464235,1231,4.799,6.549693168672954,4.7202224042664955
2,18,Eagle,18-3651-49486,3.8,NA,NA,35.4,12.1,44.68298,-76.69865,2014,12.38,7.919,125.099,47.17,14,3.64,3.95,0.76,6.24,4.049,1.2,NA,10,3.799,6,2,325,8.199,2014-05-21,2.7333477104681765,Eagle_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,0.3583998362242471,5.834080250130274,BsM,3.0885070991846866,4.008306372478858,1232,3.799,6.547834446751266,3.8187297830832736
2,18,Elbow,18-3632-49427,1.6,NA,NA,9.1,4.6,44.62754,-76.72439,2017,52.7,7.309,72.4,21.3,6.78,1.87,4.049,0.455,5.669,3.399,1.28,140,4.879,7.599,18,2,408,15.5,2017-06-01,2.188175986291791,Elbow_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-1.8416001637757526,-20.465919749869727,BsM,3.0819704968902952,2.100970608243963,1233,7.599,6.549693168672954,7.33558721934653
2,18,Govan,18-3587-49991,5.2,NA,NA,15.2,3.3,45.13314,-76.79515,2014,21,7.879,127,58,20.6,2.91,0.78,0.745,0.38,3.799,1.8,30,14.3,5.7,42,2,424,12.1,2014-05-26,2.418598514294996,Govan_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,1.7583998362242474,-14.365919749869725,BsM,3.0885070991846866,4.802390198927327,1234,5.7,6.547834446751266,6.028254263553632
2,18,Kashwakamak,18-3389-49691,4.2,NA,NA,24,5.2,44.8566,-77.0385,2014,20.199,7.889,110,40.899,14.9,2.459,3.1,0.79,4.45,4.549,1.8,30,9.779,4.299,12,56,279,5.4,2014-05-27,3.303461764340633,Kashwakamak_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.919228764981654,0.7583998362242474,-5.565919749869725,BsM,3.0885070991846866,4.928742112885741,1235,4.299,6.547834446751266,4.325160638012849
2,18,Mississippi,18-4082-49908,4.1,NA,NA,9.1,2.4,45.06538,-76.1853,2015,21.1,8.06,212,97.799,28.399,6.389,3.81,1.179,5.719,4.15,1.379,40,24.1,6.2,10,6,367,11.6,2015-05-06,2.401065653791128,Mississippi_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,0.6583998362242469,-20.465919749869727,BsM,3.0863266928047746,3.804258461687095,1236,6.2,6.548453962108625,6.445863646037017
2,18,Moira,18-3050-49285,4.7,NA,NA,9.1,3.6,44.4871,-77.45373,2016,26.5,7.91,268,118,41.899,5,5.75,1.12,8.109,7,1.28,30,28.3,6,16,60,312,9.099,2016-05-09,2.588138052769102,Moira_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,1.2583998362242474,-20.465919749869727,BsM,3.0841478257355486,3.9571003958965063,1237,6,6.549073536080672,5.6605968829110545
2,18,Palmerston,18-3549-49862,8.5,NA,NA,56.4,20.4,45.01754,-76.84758,2015,1.79,7.9,174,81.299,24.899,3.799,1.37,1.04,1.659,5.349,1.98,NA,20.8,3.2,4,46,200,5.7,2015-05-05,3.0143603693338967,Palmerston_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.919228764981654,5.058399836224247,26.834080250130274,BsM,3.0863266928047746,6.332414253207371,1238,3.2,6.548453962108625,4.2316470256451915
2,18,Sharbot,18-3668-49582,10,NA,NA,30.5,7,44.76738,-76.69336,2016,15.5,7.75,208,77.9,26,5.889,7.48,1.22,11.699,5.75,1.72,NA,18.8,5.599,10,6,346,6.2,2016-05-11,3.176620529297421,Sharbot_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,6.558399836224247,0.9340802501302754,BsM,3.0841478257355486,6.820186621845922,1239,5.599,6.549073536080672,5.014643954875195
2,18,Shawenegog,18-3380-49750,2.9,NA,NA,25.6,5.5,44.91015,-77.05502,2017,49.5,7.559,108,46.7,17.899,1.909,0.74,0.7,0.6,4.7,1.679,50,10.699,7,28,1,357,12.5,2017-05-17,2.319936553663424,Shawenegog_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.919228764981654,-0.5416001637757528,-3.965919749869723,BsM,3.0819704968902952,2.8022748789272907,1240,7,6.549693168672954,6.29215041860319
2,18,Sheffield Long,18-3404-49395,2.6,NA,NA,11,3.2,44.59529,-77.00966,2016,40.2,7.28,106,38.5,12.3,2.899,3.549,0.625,5.4,2.75,1.08,90,9.539,6.299,12,2,362,11.5,2016-05-09,2.40387929886778,Sheffield Long_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.919228764981654,-0.8416001637757526,-18.565919749869725,BsM,3.0841478257355486,3.139308974598202,1241,6.299,6.549073536080672,6.213322167400956
