BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,lat,long,maxDepth,meanDepth.,surfaceArea,lakeVolume
1,11,17-5842-51980,Wasaksina,2008-05-22,2008,1.5,16.7,6.48,0.25,23.8,51,4.06,6.1,0.225,1.97,0.735,30,12,318,7.32,8.9,0.8,6.05,NA,46.935,-79.89212,31.1,6.6,625.7,39665999.43
1,11,17-6371-51109,Wasi,2008-05-06,2008,1.2,11.4,4.08,1.33,84.4,43,2.66,8.6,0.885,1.4,1.33,28,16,554,7.02,36.7,2.08,4.05,423,46.13849,-79.22591,NA,NA,NA,NA
1,11,17-6140-50979,Wolfe,2008-05-06,2008,3.5,5.04,2.76,1.27,32.8,30.8,1.4,5.7,0.56,0.715,1.16,14,68,327,6.58,7.8,1.1,4.55,65,46.027,-79.5267,NA,NA,NA,NA
1,2,15-6978-59597,Big Trout,2012-05-15,2012,6,49.3,16.2,0.52,9.6,114,13.1,6.4,0.355,3.03,0.495,10,2,236,8.03,6.6,1.4,0.45,NA,53.78346,-90.00721,36.6,10.3,63882.8,6630818736
1,2,15-3634-56451,Bulging,2012-05-14,2012,6,8.7,2.3,0.3,23.2,26.8,2.2,6.8,0.5,1,0.8,14,76,249,7.2,6.4,0.6,1.9,NA,50.94425,-94.94722,NA,NA,NA,NA
1,2,15-3974-57298,Cairns,2012-05-14,2012,5.2,12.9,3.52,0.2,8.8,33.6,3.48,5.5,0.575,0.93,0.88,16,2,274,7.5,6.7,0.08,1.25,NA,51.70516,-94.49693,18.5,7,5219.9,382592006.8
1,2,15-5492-60415,Echoing,2012-05-14,2012,6.5,101,34.1,1.11,5.6,232,29.7,6,0.88,7.92,1.45,10,2,249,8.25,8.8,2,1,NA,54.52068,-92.24003,30,8.9,5388.8,477886642.1
1,2,15-3615-56383,Haggart,2012-05-14,2012,3,8,2.2,1,30.6,25.4,1.9,7.8,0.5,0.9,0.8,16,36,294,7.2,20.2,0.7,1.8,101,50.88794,-94.98566,NA,NA,NA,NA
1,2,16-3751-58057,Peeagwon,2012-05-15,2012,0.7,23.1,8.4,0.2,33.4,57.2,6.7,10.8,0.2,1.5,0.6,6,2,538,7.7,53.4,0,0.2,760,52.39063,-88.83429,NA,NA,NA,NA
1,4,15-3545-55924,Bain,2009-05-19,2009,2.6,4.1,1.9,0.21,37.6,18,1.14,10,0.515,0.72,0.5,30,126,407,6.42,6.7,0.28,1.5,138,50.47745,-95.05374,NA,NA,NA,NA
1,4,15-5646-55610,Bee,2009-05-19,2009,2.2,NA,6.7,0.52,50.2,44,4.16,10.5,0.675,1.31,0.865,22,4,432,NA,14,2,2.05,170,50.2001,-92.09297,NA,NA,NA,NA
1,4,15-6500-55194,Bell,2009-05-20,2009,4.8,35.6,6.48,0.22,20.6,42.2,4.56,6.3,0.56,1.17,0.845,10,38,264,7.24,5,0.78,2.15,NA,49.80966,-90.93897,34.4,9.5,4161.8,396112009.3
1,4,15-5452-56951,Birch,2009-05-21,2009,3.9,22.7,8.32,0.15,29,52.4,5.82,8.1,0.5,1.26,0.645,22,10,312,7.24,9,0.9,1.5,NA,51.39338,-92.37217,37,7.4,11623.4,874916825.7
1,4,15-5413-55979,Birmingham,2009-05-23,2009,1.9,NA,15.9,0.28,55.4,106,12.9,10.2,0.88,3.55,1.04,44,84,429,NA,9.9,1.7,1.05,151,50.52717,-92.41983,6,3.5,267.5,9330207.95
1,4,15-6164-54885,Cecil,2009-05-19,2009,3.9,37.8,12,2.43,13.8,90.6,9.64,4.1,0.76,2.74,2.19,8,2,210,7.53,6.6,1.28,3,NA,49.54021,-91.40065,24.4,12.4,1560.8,195266138.4
1,4,15-4785-55574,Cliff,2009-05-20,2009,3.8,34.1,10.4,2.52,17.2,83,8.64,6.4,0.81,2.75,2.47,18,6,302,7.54,9.7,0.48,2.25,NA,50.16879,-93.29998,34.1,9.2,2236.3,245032785.9
1,4,15-5210-56629,Confederation,2009-05-22,2009,4.2,17.5,8.14,0.19,24.4,53.2,4.28,6.8,0.645,1.13,0.68,12,50,261,7.22,6.6,0.6,6.35,NA,51.11521,-92.67556,32.3,8.3,2606.2,346466891.8
1,4,15-4187-56135,Confusion,2009-05-22,2009,4,17.2,4.7,0.23,28.6,40.2,3.88,7.1,0.835,1.6,1.06,8,118,289,7.1,5.2,0.68,2.25,NA,50.65108,-94.17888,42.7,11.6,1463,165439199.8
1,4,15-4270-56011,Conifer,2009-05-20,2009,5.2,16.8,4.96,0.24,17.8,44.4,4.44,5.3,1.04,1.79,1.01,6,110,220,7.2,4.7,0.5,3.15,NA,50.5674,-94.03211,65.8,25.3,1137.9,284650285.2
1,4,15-4250-55493,Delaney,2009-05-19,2009,4.5,13.3,4.18,0.47,8.4,37.2,3.64,3.6,0.59,1.25,1.11,10,18,209,7.06,7.1,0.24,3.15,NA,50.09299,-94.048,81.4,22.8,1278.1,292250401.4
1,4,15-5060-55643,Gary,2009-05-23,2009,2.8,NA,8.58,0.15,60.6,65.8,7.52,12.5,0.725,2.35,0.96,456,30,1010,NA,10.3,0.8,0.75,334,50.23158,-92.91464,4.1,1.9,102.8,2000315.27
1,4,15-5853-54894,Mameigwess,2009-05-19,2009,5.8,24.8,7.86,0.34,8.4,55.8,6.38,2.4,0.65,1.65,1.39,8,2,157,7.38,5.7,1.44,2.45,NA,49.55072,-91.82545,50,16.1,5242,854861751.7
1,4,15-5670-55575,Richardson,2009-05-23,2009,4.7,33.4,9.86,0.34,18,72.4,8.46,5.9,0.725,2.37,1.11,32,10,282,7.45,11.6,0.84,2.3,NA,50.16956,-92.06356,22.9,11.9,194.8,23283727.02
1,4,15-6825-55952,Savant,2009-05-21,2009,4.4,17.5,6.52,0.18,22.4,42.2,4.68,7.3,0.445,1.01,0.545,10,40,238,7.07,6.1,0.72,1.65,NA,50.4823,-90.42741,53,7.9,12524,951262696.1
1,4,15-6600-55380,Sturgeon,2009-05-20,2009,4.8,24.1,11.8,0.49,22.2,80.2,5.98,6.3,0.57,1.84,1.05,8,46,232,7.34,6.2,0.72,12.7,NA,49.92729,-90.89686,93,13.6,24047.8,2912127175
1,4,15-5430-56831,Superstition,2009-05-21,2009,1.7,15.4,6.72,0.13,103,40.2,4.4,14.2,0.8,0.845,0.535,40,18,477,6.98,15.7,1.24,1.05,221,51.31177,-92.40367,NA,NA,NA,NA
1,4,15-5085-55575,Thaddeus,2009-05-20,2009,3.1,81.2,25.1,0.4,15.8,160,NA,6.3,1.12,5.8,1.61,20,2,349,7.91,17.1,1.16,1.85,54,50.17463,-92.89251,16.2,8.5,1566.4,132600000
1,4,15-4784-56717,Trout,2009-05-21,2009,5.5,25.2,8,0.12,15.8,58.8,6.64,4.4,0.655,1.79,0.89,22,6,216,7.32,5.4,0.8,1.5,NA,51.19868,-93.30949,47.3,13.7,34518.2,4768545020
1,4,15-4255-56385,Upper Medicine Stone,2009-05-22,2009,3.8,9.55,3.54,0.18,36.2,30.4,2.32,6.7,0.585,0.975,0.905,4,100,260,6.94,4.2,1.68,2.4,NA,50.89562,-94.05979,41.2,15.7,1076.2,168429605.6
1,4,15-6048-54975,Victoria,2009-05-19,2009,2.8,17.6,6.02,0.27,28.4,42.8,4.44,6.4,0.51,1.3,1.04,12,20,271,7.23,12.6,0.84,2.2,NA,49.62381,-91.54686,28.1,8.9,926.2,82543383.6
1,5,15-6228-53450,Agnes,2010-05-04,2010,6.5,6.3,2.9,0.3,9,23.6,2,3.9,0.4,0.8,0.7,2,58,194,6.48,3.2,0.4,3.3,NA,48.22804,-91.35112,79.3,18,3011.8,545322038.8
1,5,15-5888-53453,Argo,2010-05-04,2010,5.8,6.1,2.1,0.2,3.6,21,2,2.5,0.5,0.7,0.8,10,2,194,6.55,6.6,0.1,2.9,NA,48.25397,-91.80679,55.5,20.2,939.9,193253409.8
1,5,15-4602-54790,Atikwa,2010-05-08,2010,4.5,14.7,5.7,0.3,14.2,37.2,4.1,5.9,0.5,0.9,1,8,12,266,7.21,6.3,0.8,2.2,NA,49.49768,-93.53348,59.5,13.2,5196.5,711189563.9
1,5,15-4487-55234,Augite,2010-05-07,2010,3.5,10.6,3.8,0.4,31.8,31.6,2.9,7.6,0.6,1.2,0.9,8,10,309,7.1,5.8,1.4,2.8,NA,49.8623,-93.71668,26,9.9,106.5,10414799.3
1,5,15-5662-53769,Beaverhouse,2010-05-06,2010,5.6,6.6,2.6,0.3,20.4,23.8,2.1,5.1,0.5,0.9,0.9,10,80,314,6.91,4.8,0.8,2.9,NA,48.54596,-92.10223,64.7,22.3,1956.6,438880000.2
1,5,15-4298-55335,Big Island,2010-05-07,2010,3.9,5.2,2.1,0.2,25.2,18.8,1.7,5.8,0.5,0.7,0.6,14,36,262,6.84,4.8,0.8,2,NA,49.95155,-93.97876,31.5,12.3,129.2,16494301.01
1,5,15-6386-53456,Blackstone,2010-05-04,2010,3.8,8.2,3.5,0.2,24.8,28,2.3,6.6,0.3,0.9,0.9,16,32,312,6.66,5.6,1.9,2.7,NA,48.24321,-91.14132,30.2,9.4,194,18251837.39
1,5,15-4725-54467,Bluffpoint,2010-05-04,2010,4.2,19.6,7.4,0.3,13.2,46.8,5.3,6.4,0.5,0.9,0.9,8,2,326,7.08,7.5,0.1,2,NA,49.1767,-93.37447,38.1,10.4,503.7,54121600.55
1,5,15-4430-54221,Burditt,2010-05-04,2010,5,38.1,12.9,0.6,10.2,84.6,10.2,5.7,0.6,2,1.1,2,2,308,7.26,7.3,0.9,3.1,NA,48.96059,-93.77003,23.5,9.7,1448.3,137788497.3
1,5,15-4431-54685,Caviar,2010-05-11,2010,4.5,22.7,8.2,0.4,22.2,52.2,6.2,5.7,0.6,1.2,1.1,8,4,295,7.4,7.7,0.7,2.4,NA,49.37469,-93.77506,39.6,9.1,3170.3,289907816.6
1,5,15-4375-54620,Cedartree,2010-05-11,2010,5.2,55.2,18.8,0.9,18.2,115,14.8,4.4,0.7,3,1.4,6,2,254,7.83,6.9,2,3.4,NA,49.30386,-93.86676,18,7,532,38388001.71
1,5,15-5747-53824,Cirrus,2010-05-06,2010,4.5,5.6,2.1,0.3,31,21.2,1.7,6.2,0.5,0.8,0.8,6,138,372,6.8,5.2,1,2.5,NA,48.62465,-91.91309,88.6,21.8,2215.8,483402656.8
1,5,15-5755-54281,Clearwater West,2010-05-08,2010,8.5,7.3,2.5,0.2,10.8,21.4,2.4,2.2,0.4,0.5,0.9,4,36,158,7.02,5.2,0.4,2.5,NA,49.00747,-91.98602,73.2,27.2,3598.8,983151001.5
1,5,15-6263-53964,Crystal,2010-05-07,2010,6.9,8.5,3,3.5,4.8,36.8,2.5,2.4,0.6,1.1,2,6,2,303,7.04,4.3,0.2,3.2,NA,48.7076,-91.27802,47,15.9,623.9,99948942.89
1,5,15-4399-55286,Daniels,2010-05-07,2010,7,6.4,2.4,0.3,13.8,22.2,2.1,3.6,0.5,0.7,0.7,2,28,170,6.88,3.9,0.3,2.8,NA,49.92424,-93.85166,78.6,23.1,1629.8,369461411.7
1,5,15-5704-54495,Dibble,2010-05-07,2010,4.8,7.9,3,0.2,18.6,22.4,2,3.6,0.4,0.6,1,8,2,198,7.03,4.5,1.4,2.4,NA,49.19884,-92.02659,31,5.7,1077.3,62318100.7
1,5,15-4342-54693,Dogpaw,2010-05-08,2010,4.9,31,11.2,0.6,9.4,67.4,8.5,5.8,0.7,1.7,1.1,18,2,259,7.53,7,0.6,2.9,NA,49.36962,-93.90523,24.4,10.3,1966.9,205423206.3
1,5,15-4148-55077,Dogtooth,2010-05-08,2010,4,9.5,3.1,4.9,15.8,43,2.7,5.8,0.6,1.1,3.6,12,2,332,7.02,8.2,0.5,2.3,NA,49.69869,-94.15775,42,10.8,2621.1,294591599.9
1,5,15-5124-54968,Dore,2010-05-11,2010,4,23.1,7.8,2.8,37.4,58.8,6.1,9.3,0.9,1.7,2.4,6,2,378,7.38,10.3,0.6,1.9,NA,49.61582,-92.83074,24.4,8.7,965.2,86808597.03
1,5,15-4395-54864,Dryberry,2010-05-08,2010,7.5,9.1,3.1,0,5.8,27.4,2.9,3.6,0.5,1,1,2,44,159,6.89,4.5,0.4,0.1,NA,49.54722,-93.85008,105.5,22.1,10238.6,2410005042
1,5,15-5231-54423,Entwine,2010-05-11,2010,5.1,6.8,2.6,0.2,26,22,2,5.9,0.5,0.8,0.8,6,110,251,6.86,4.9,0.9,2,NA,49.13684,-92.68273,70.1,21.9,1709.8,352721388.5
1,5,15-5688-53944,Factor,2010-05-08,2010,6,9.9,4.1,0,9.2,35.2,3,4.3,0.7,0.8,1.5,16,6,240,7.12,7.2,0.5,0.1,NA,48.70208,-92.0698,49.4,14.5,640,93358454.4
1,5,15-5670-54304,Grey Trout,2010-05-08,2010,5.4,6.3,2.2,0.3,7.2,19.4,2,2.5,0.3,0.5,0.8,14,4,224,6.95,8.9,0.7,2,NA,49.0294,-92.07951,48.8,17,1333.2,220626008.3
1,5,15-4279-55138,Hawk,2010-05-08,2010,7.5,9.5,3.2,2.1,7.8,36.2,2.9,3.9,0.6,1,1.8,6,104,210,6.97,3.5,0.6,3.1,NA,49.76759,-93.99944,102.7,27.5,887.4,245300000
1,5,15-6015-54420,Irene,2010-05-06,2010,6.7,5.1,2.1,0.2,15.8,19,1.7,3.6,0.3,0.6,0.8,2,136,155,6.79,3.3,1.4,2.4,NA,49.1255,-91.60496,81.1,25.3,1428.1,361536989.1
1,5,15-5958-53772,Jean,2010-05-04,2010,4.5,6.3,2.2,0.2,10.8,23,2,4.6,0.5,0.9,0.9,22,54,279,6.54,5.8,0.4,2.7,NA,48.53435,-91.7363,77.6,17,1340.4,227433228.7
1,5,15-6126-53450,Kahshahpiwi,2010-05-04,2010,6,4.2,2,0.2,10,17.8,1.5,3.6,0.3,0.6,0.7,2,48,194,6.28,4.3,0.5,2.8,NA,48.2466,-91.47747,85.7,18.2,537.6,100073682.5
1,5,15-4710-54335,Kaiashkons,2010-05-04,2010,5,28,11.2,0.6,7.8,78.8,7.6,3.8,1,2,1.1,2,44,201,7.12,5.1,0.4,8.3,NA,49.05496,-93.39573,58,24.5,2025.2,526039523.9
1,5,15-4390-54514,Kakagi,2010-05-11,2010,6.5,60.9,20.8,1.2,11,129,16.4,2.7,0.8,3.2,1.6,2,2,169,7.87,5.4,1.6,4.2,NA,49.24073,-93.83253,58,20.6,11061.7,2304254283
1,5,15-4479-54411,Katimiagamak,2010-05-04,2010,5,44.7,16.9,0.4,9,97.6,11.8,4.2,0.5,1.5,1,6,6,236,7.32,5.3,1.7,3.2,NA,49.12173,-93.7193,76.3,23.1,1078.8,238392003.9
1,5,15-4729-54570,Lawrence,2010-05-04,2010,3,8.3,3.1,0.5,27.8,28.8,2.4,8.6,0.6,0.9,1.1,2,94,305,6.55,4.7,1.1,2.2,NA,49.27504,-93.36566,76.2,22.2,1877.3,415295403.4
1,5,15-5464-53494,Lilac,2010-05-08,2010,3.8,13.1,3.7,0.3,21,32.8,3.2,5.6,0.6,1.5,1.1,22,2,344,7.22,12.1,0.3,2.2,NA,48.29901,-92.37509,23,10.6,294.2,31630400.49
1,5,15-4452-55268,Little Gordon,2010-05-07,2010,6.5,13.2,4.4,0.3,12.4,36,3.8,3.6,0.7,1.1,0.8,6,10,184,7.24,4.2,0.2,3.3,NA,49.89284,-93.76337,46.7,17.3,178.6,30447998.66
1,5,15-5477-54774,Long,2010-05-11,2010,5.5,33.8,13,0.5,15,74.6,9.1,4.3,0.6,1.2,1,2,2,221,7.63,5.7,1.2,3.2,NA,49.44607,-92.32731,32.9,14,1826.9,256857993.2
1,5,15-4632-54287,Loonhaunt,2010-05-04,2010,3.6,16.8,6.1,0.4,19,48.2,4.6,6.1,0.8,1.4,1,8,14,309,6.9,7.2,0.7,4.6,NA,49.002,-93.50355,47.3,11.3,2095.4,233955192.9
1,5,15-6250-53348,Louisa,2010-05-04,2010,7.8,8.1,3.7,0.3,8.4,28.2,2.6,3.4,0.4,0.7,0.8,8,38,217,6.53,3.9,0.5,3.6,NA,48.1557,-91.32066,76.3,21.1,719.3,152597885.4
1,5,15-5023-54567,Lower Manitou,2010-05-04,2010,5.9,27.8,10.2,1.1,10.4,67.4,7.5,4.8,0.5,1.3,1.3,4,32,263,7.09,5.7,0.9,2.9,NA,49.27811,-92.94807,81,19.9,8871.7,1648675130
1,5,15-3559-55281,Malachi,2010-05-07,2010,2.3,11.4,3.2,0.3,24.2,31,3.2,8.4,0.7,1.3,1.2,20,4,423,7.06,15.4,0.6,1.8,NA,49.89658,-95.00767,19.8,7.9,1054.3,85620204.89
1,5,15-6065-54144,Marmion,2010-05-08,2010,5.3,33.8,11.2,0,8.2,85.6,9.4,4.8,0.6,2.1,3.3,22,4,276,7.51,9.4,1.2,0.1,NA,48.89674,-91.51896,24.4,6.2,3960,246709732
1,5,15-6348-53492,McEwen,2010-05-04,2010,4.3,9.1,3.6,0.3,25.2,30.2,2.6,6.6,0.4,1.1,1.1,4,64,327,6.65,5.9,1.9,3,NA,48.2938,-91.17707,45,11.6,630.5,73331427.47
1,5,15-5600-54290,Mount,2010-05-08,2010,5,8.3,3.2,0.8,31.4,26.8,2.5,5.3,0.4,0.7,1.4,6,86,276,7.01,7.3,2.3,2.3,NA,49.01314,-92.18708,37.2,12.8,1016.7,130599714.3
1,5,15-5842-54507,Nora,2010-05-07,2010,5.2,9.2,3.3,0.3,17.6,25.8,2.2,4.1,0.5,0.8,1.1,16,2,285,7.14,5.4,1.3,2.5,NA,49.19934,-91.85993,55.2,16.2,1612.7,258001208.2
1,5,15-6136-53934,Nym,2010-05-07,2010,5.6,5.7,2.2,2.9,14.2,30,1.7,5.1,0.5,0.9,1.9,10,2,255,6.87,6.6,0.3,2.6,NA,48.68333,-91.42721,37.2,8.7,1792.5,159914694.4
1,5,15-6375-53394,Other Man,2010-05-04,2010,3,48.8,18.4,0.3,8.8,104,12.9,4.5,0.3,1.3,0.7,2,2,358,7.45,15,1.8,3.4,NA,48.19347,-91.14873,32.6,10.9,175.4,19445598.65
1,5,15-5100-54230,Otukamamoan,2010-05-11,2010,4.7,8,3.3,1.7,36,30.8,2.3,8.3,0.5,0.9,1.7,6,84,340,6.88,7,0.9,2.1,NA,48.96084,-92.89431,53.7,16.9,5026.2,873020147.3
1,5,15-5537-54222,Pettit,2010-05-06,2010,4.2,8.7,3.2,0.6,30.8,27,2.6,5.6,0.4,0.8,1.4,14,10,249,7,7.6,1.9,2.4,NA,48.94535,-92.26647,25,9,1113,101181525.1
1,5,15-3654-55172,Pickerel,2010-05-08,2010,4.2,7.5,2.9,2.3,22.6,31.6,2.3,6.2,0.5,1,1.9,6,94,247,6.83,5.7,1.3,2.4,NA,49.79767,-94.8772,27.5,7.4,601.8,42705398.74
1,5,15-4595-54375,Pipestone,2010-05-04,2010,3.5,37.9,13.5,0.6,12.2,84,10.1,6,0.6,2.1,1.1,8,2,333,7.23,7.3,1.2,3.3,NA,49.09952,-93.54379,53.4,18.6,3658.5,723670205.8
1,5,15-5975-53595,Poohbah,2010-05-04,2010,4.7,7.9,3,0.3,18.6,27.2,2.3,5.2,0.7,0.9,1,12,44,277,6.62,6.3,0.4,3.3,NA,48.38032,-91.6971,70,16.1,1517,244808484.5
1,5,15-4557-54838,Populus,2010-05-08,2010,4,31.8,13.2,0.3,22.2,70,8.5,8.1,0.5,0.9,0.8,8,2,339,7.56,6.6,1.4,2.3,NA,49.50585,-93.59764,39,8.2,694.1,54579196.73
1,5,15-4390-55083,Porcus,2010-05-08,2010,7,7.5,2.5,0.2,16.8,23.6,2.3,4.2,0.4,0.8,0.9,2,40,238,6.95,3.5,0.5,2.8,NA,49.72464,-93.84386,53.3,21.1,525.4,112484096.9
1,5,15-4593-54629,Rowan,2010-05-04,2010,3,19.2,6.8,0.5,16.2,48.6,5.2,7.2,0.7,1.2,1.1,6,2,304,6.95,7.2,0.8,2.5,NA,49.31937,-93.55764,39.7,10.3,5104.7,563513010.4
1,5,15-5026-55337,Rugby,2010-05-11,2010,1.1,9.7,3.5,3.5,21.2,37.6,2.8,4.2,0.6,1,2.5,6,50,187,7.09,4,1.2,2.4,NA,49.95675,-92.95825,7.6,3.4,1020.5,33469601.77
1,5,15-6508-53496,Saganagons,2010-05-08,2010,4.6,17.2,5.9,0,20,45.2,4.8,7.2,0.5,1.6,1.1,20,20,297,7.25,7.6,1.6,0.1,NA,48.29466,-90.97617,31.3,6.9,2470,171962585.6
1,5,15-5955-54404,Sandford,2010-05-11,2010,7,7.4,2.7,0.2,10.6,23,2.4,1.8,0.4,0.5,0.9,2,50,127,6.96,3.9,0.5,2.8,NA,49.10844,-91.68457,114.7,36.8,2912.1,1075185560
1,5,15-6052-53411,Sarah,2010-05-04,2010,4.8,4.5,1.8,0.3,8,17.6,NA,3.6,0.4,0.7,0.8,4,2,207,6.46,4.2,0.8,2.6,NA,48.20644,-91.58065,50.9,16.8,944.6,160941159.8
1,5,15-4562-54445,Schistose,2010-05-04,2010,3.8,56,19.6,0.5,14.4,122,14.6,6.1,0.6,3.2,1.1,8,2,318,7.55,5.5,2.2,4.6,NA,49.15469,-93.60163,53,16.6,338.3,57220203.34
1,5,15-6253-53286,Sheridan,2010-05-04,2010,4.7,38.8,15.2,0.3,10.6,85,10.2,5,0.3,1,0.7,24,2,308,7.35,7.3,1,3.5,NA,48.10453,-91.32542,29.7,11.9,83,9861902.18
1,5,15-4351-55357,Shrub,2010-05-07,2010,5,6,2.2,0.2,23.4,20.2,1.7,5.9,0.5,0.7,0.6,10,24,257,6.82,4.7,0.6,2.3,NA,49.97099,-93.89782,26,9,550.3,50283001.1
1,5,15-4153-55253,Silver,2010-05-07,2010,10,11.5,3.8,0.6,14.4,34.4,3.5,3.6,0.7,1.2,1.1,2,116,169,7.01,3.2,0.4,3.2,NA,49.87618,-94.17702,91.5,39,2577.6,1033149038
1,5,15-5503-54708,Stormy,2010-05-07,2010,6,33.1,12.3,0.4,15.6,73.6,9.1,4.9,0.6,1.1,1,4,2,236,7.56,5.6,1.3,3,NA,49.39447,-92.34669,36.6,12.6,3432.5,434985452.6
1,5,15-4785-54790,Tadpole,2010-05-04,2010,3.2,6.2,2.2,0.2,18.2,20,1.8,6.3,0.4,0.7,0.9,4,2,266,6.6,5.5,0.6,2,NA,49.47038,-93.29066,36,9.6,521.8,50976002.03
1,5,15-6332-53357,This Man,2010-05-04,2010,4.8,37.9,14.9,0.3,12.2,84.4,10.1,4.9,0.3,1.1,0.7,18,2,285,7.28,7,1.1,3.6,NA,48.16447,-91.2036,39.3,11.7,318.3,36749700.12
1,5,15-5527-53591,Thompson,2010-05-06,2010,3.8,12.2,3.5,0.3,19.4,33.8,3.4,5.1,0.8,1.5,1.1,14,2,347,7.26,8.9,0.3,2.8,NA,48.38777,-92.27777,37,10.4,927.1,99299195.09
1,5,15-5241-55137,Thunder,2010-05-06,2010,4.5,44.8,13.9,4.2,27.6,107,12,6.4,1,3.1,3.3,8,22,274,7.7,8.7,1.4,3.3,NA,49.77882,-92.66332,23.5,11.1,1118.3,124653004.3
1,5,15-5149-54725,Upper Manitou,2010-05-04,2010,4.9,35.1,12.2,0.8,8.4,80,9.4,4.3,0.7,1.7,1.2,2,2,226,7.26,7.1,1.1,3.1,NA,49.40161,-92.77724,56,17.2,5310.4,892869256.4
1,5,15-4943-54343,Vista,2010-05-04,2010,3.8,24.5,10,0.6,14.4,60,6.5,5.9,0.5,1,0.8,10,10,316,7.07,6.4,0.9,3.2,NA,49.06245,-93.08016,68.9,13.1,556.6,73687502.15
1,5,15-5472-54633,Wapageisi,2010-05-07,2010,4.2,17,7.4,0.3,15.6,41.6,4.1,5.1,0.5,0.7,0.7,12,2,258,7.41,6.2,0.8,2.4,NA,49.32443,-92.35219,46,11,1838.4,202921114.4
1,5,15-5816-54402,White Otter,2010-05-06,2010,6.5,8.7,3,0.3,13.1,25.3,2.7,3.1,0.4,0.7,1,6,24,182,7.035,5.2,1.6,2.5,NA,49.09057,-91.86311,56.4,22.1,8467.2,1823029031
1,5,15-5275-54864,Whitewater,2010-05-06,2010,4,52.9,18.5,0.3,6.6,105,13.9,3.4,0.4,1.6,0.9,14,2,314,7.84,8.4,0.6,1.8,NA,49.53029,-92.62148,17,10,111.3,11019999.69
1,5,15-4417-55173,Windermere,2010-05-08,2010,5,8.9,3.2,0,13.6,41.6,2.7,4.3,0.6,1,3.2,10,22,220,7.01,4.7,0.8,0.1,NA,49.80534,-93.80573,49.1,11.6,93.3,11112800.72
1,5,15-4495-55118,Winnange,2010-05-08,2010,6.9,8.8,3.1,2.1,6.4,34,2.8,3.3,0.6,1,1.9,3,39,178,6.98,4.5,0.6,3.1,NA,49.75528,-93.70447,115.2,27.2,2438.8,715768020.1
1,6,15-6910-53378,Addie,2008-05-21,2008,1.9,23.3,8.32,1.74,51.4,60.6,5.86,7.6,0.415,2.18,1.16,26,14,447,7.45,11.7,3,2.75,NA,48.16665,-90.42954,3.7,2.1,117,2457542.27
1,6,15-7025-53379,Arrow,2008-05-18,2008,7,21.6,NA,0.59,6.2,62.8,5.52,2.9,NA,NA,NA,10,44,171,7.12,5.5,3.72,5.5,NA,48.15855,-90.26498,54.9,17.8,3234.4,589963157.3
1,6,16-3431-54406,Arrowroot,2008-05-22,2008,1.5,19.6,6.54,1.53,100,54.4,4.66,16,0.49,2.51,1.43,18,76,505,7.14,8.2,2.84,2.1,NA,49.10807,-89.15595,13.7,3.3,177.1,5940186.14
1,6,15-7050-54058,Athelstane,2008-05-18,2008,4.5,19.4,NA,0.51,21.6,51.8,5.18,6.6,NA,NA,NA,8,42,289,7.05,7.9,3.26,2.75,NA,48.77457,-90.20796,32.9,9.4,1764.9,169801595.4
1,6,15-7091-53688,Batwing,2008-05-21,2008,2.5,12.4,4.06,0.37,47.6,36.6,3.06,9.8,0.38,1.67,1.01,16,56,470,7,9,1.58,2.8,NA,48.44209,-90.17355,14.9,6.6,614.6,41197200.21
1,6,15-6578-54141,Bedivere,2008-05-18,2008,1.5,10.7,NA,0.3,75.4,33.8,2.4,11.5,NA,NA,NA,20,96,463,6.78,14.8,3.22,2.35,NA,48.86818,-90.84937,12.5,5.2,2225.6,117114393.2
1,6,15-6747-53842,Burchell,2008-05-18,2008,7,23.8,NA,3.91,13.2,97.8,6.42,4.8,NA,NA,NA,8,124,216,7.1,3.1,2.72,12.8,495,48.58834,-90.62706,74.7,24.3,1044.9,249463786.2
1,6,16-3637-55505,Camel Read,2008-05-29,2008,4,13.6,4.68,0.26,25.2,38.8,3.62,4.9,0.495,1.31,0.95,12,46,210,6.62,4.8,2.48,2.95,NA,50.09411,-88.90322,NA,NA,NA,NA
1,6,16-3700-54335,Cliff,2008-08-15,2008,6,NA,6.96,0.17,9.6,50.6,NA,4.8,0.17,1.84,0.505,6,6,268,NA,2.2,0.52,1.45,NA,49.04188,-88.77821,12,5.4,41.1,2316600.12
1,6,15-6758-53944,Crayfish,2008-05-18,2008,1.8,8.16,NA,1.55,47.4,32,2.24,7.6,NA,NA,NA,12,84,327,6.69,8.6,2.18,2.2,233,48.68673,-90.6148,17.5,3.6,540.6,19742400.36
1,6,15-6827-54135,"des Mille Lacs, La.",2008-05-18,2008,2,16.8,NA,2.16,102,51.8,3.92,16.1,NA,NA,NA,10,80,540,6.88,24,2.28,1.7,287,48.87653,-90.51282,24.4,6.8,24510.9,1639670499
