BsM_Cycle,FMZ,waterbodyID,lakeName,dateSample,yearSample,secchiDepth,maxDepth,meanDepth,lat,long,alk,Ca,CLIDUR (mg/L),COLTR (TCU),cond,DIC,DOC,KKUT (mg/L),MGUT (mg/L),Na,NNHTUR (mg/L),NNOTUR (ug/L),TKN,pH,TDP,SIO3UR (mg/L),SSO4UR (mg/L),FEUT,NtoPratio
2,10,17-2880-52069,Ward,2013-06-06,2013,3.2,19,7,46.98394,-83.78715,3.39,2.54,0.18,27.8,22.199,1.139,6.5,0.265,0.52,0.685,14,170,266,6.73,3.799,1.439,3.2,NA,4.103615531912551
2,10,17-3563-52382,Wasasinka,2017-05-09,2017,2,17,6.3,47.28823,-82.88849,13.8,4.379,0.21,48.399,34.899,3.16,7.7,0.175,1.129,0.8,14,6,303,7.12,8,1.8,2.299,140,2.7315650613927165
2,10,17-2762-52221,Watson,2017-05-13,2017,2,9,2.1,47.12079,-83.95753,15.5,6.4,0.12,51.399,38.2,3.7,8,0.18,0.514,0.46,118,32,374,7.169,4.7,1.36,1.6,50,3.776911271711001
2,10,16-7186-51904,Weckstrom,2014-07-18,2014,6.5,20.4,7.3,46.82679,-84.15028,8.23,3.12,0.32,9.669,28.699,2.1,2.7,0.48,0.718,0.92,8,136,180,7.04,3.7,2.54,2.85,NA,3.890268241428438
2,10,17-3416-52510,Wenebegon,2017-05-09,2017,1.6,7,2.9,47.38611,-83.09145,37.7,12,0.85,87.9,83.2,8.539,11.6,0.44,2.58,1.27,24,84,421,7.45,13.5,3.319,2,150,2.315214080470833
2,10,17-3974-51436,Whiskey,2014-05-27,2014,5.1,55.2,22.5,46.43411,-82.34418,7.04,12.9,1.81,11.9,99.599,1.919,2.6,1.159,1.2,1.76,8,324,187,6.969,3.1,1.2,29.3,30,4.497820221742404
2,10,17-5128-52363,White Pine,2016-05-08,2016,2.6,18,6,47.28201,-80.83063,2.169,1.6,0.15,22.399,19.899,1.459,3.299,0.215,0.478,0.665,8,58,163,6,5.8,1.48,4.4,80,2.870140996748637
2,10,17-4664-51605,Windy,2016-05-09,2016,7.1,54.9,21.4,46.59835,-81.44559,3.109,2.439,10.199,16.699,62,1.379,2.2,0.39,0.892,6.62,2,106,140,6.339,3.5,2.14,5.65,30,3.858401018016768
2,11,17-5748-51919,Aileen,2014-05-26,2014,4.9,23.5,8.4,46.87867,-80.01783,13.5,5.019,0.18,23.399,43,3.62,4.7,0.21,1.78,0.735,10,40,241,7.16,7.799,1.6,5.299,30,2.654045478556359
2,11,17-5827-52344,Anima Nipissing,2014-05-24,2014,6,76.2,13.7,47.25951,-79.90616,9.429,3.68,0.19,12.6,32.299,2.399,3.399,0.19,0.894,0.725,8,44,170,6.99,3.6,0.8,5.4,0,3.925902050500559
2,11,17-5552-52523,Anvil,2014-05-24,2014,2.9,22.3,7,47.42262,-80.26691,3.24,1.48,0.12,40.899,18,1.1,5.299,0.265,0.518,0.7,12,28,213,6.23,5.099,2.24,3.899,130,3.252575767579223
2,11,17-5577-51311,Bear,2014-05-25,2014,0.5,6.1,1.7,46.3314,-80.25596,32.399,8.88,2.85,154,81.2,7.98,12.699,1.05,3.549,2.759,68,12,831,7.299,56,1.459,2.7,790,1.6693626531402588
2,11,17-5879-50852,Cadden,2014-05-25,2014,4,12.9,6.3,45.9228,-79.86579,5.32,2.439,17.699,42.2,83,1.379,6.099,0.445,0.562,8.9,12,4,289,6.639,7.599,1.1,3.1,110,2.776345677478793
2,11,17-5970-52137,Cassels,2014-05-24,2014,4.3,36.6,9.6,47.06939,-79.71594,20.3,8.039,2.93,33.5,73.099,5.179,5.299,0.31,1.889,2.68,12,78,247,7.33,5.799,1.84,7.799,50,3.1044886017757074
2,11,17-5942-51055,Clear,2014-05-25,2014,3,40,11.5,46.09839,-79.78115,8.259,2.819,0.72,22.899,30.3,1.82,4.299,0.445,0.94,0.99,12,2,368,7.129,5.799,1.2,4.15,60,3.329057781328324
2,11,17-5788-51912,Cross,2014-05-25,2014,5.5,54.9,11.8,46.8721,-79.96696,13.8,6.54,0.75,11.699,56.899,3.439,3.2,0.31,1.87,1.07,8,40,182,7.32,3.799,0.66,10.1,0,3.8248541698496705
2,11,17-5601-51477,Deer,2014-05-25,2014,1.7,6.3,3.3,46.48181,-80.21786,17.5,5.639,1.32,75,49.399,4.04,8.599,0.575,1.97,1.1,22,50,423,7.28,16.699,1.72,3.399,200,2.1435391688344723
2,11,17-5580-52276,Diamond,2014-05-24,2014,3.5,38.1,9.6,47.20455,-80.24759,5.469,2.24,0.15,25.5,23.699,1.439,4.099,0.235,0.662,0.795,10,38,181,6.7,4,1.439,4.599,70,3.684689838927573
2,11,17-5852-52035,Driftwood,2014-07-30,2014,2.5,19.2,5.7,46.98242,-79.87887,22.6,7.36,0.16,56.1,58.899,4.98,8.699,0.21,2.169,0.725,8,2,383,7.469,6.099,1.159,4.049,40,3.2604336843286656
2,11,17-5515-51958,Emerald,2014-05-24,2014,10.5,48.8,18.5,46.9159,-80.32312,11.5,6.459,0.77,6.33,56.2,2.799,2,0.285,1.34,0.845,6,32,209,7.08,3.6,1.04,12.8,0,4.083680028651384
2,11,17-5335-52315,Florence,2014-05-24,2014,7.9,36.6,7.6,47.2431,-80.55819,1.449,1.179,0.16,9.24,17.899,0.84,1.899,0.215,0.38,0.67,20,34,376,5.48,2.299,1.36,5.099,40,6.776574620555986
2,11,17-5845-51854,Hangstone,2014-05-25,2014,2.3,18,5.1,46.81988,-79.88986,14.3,5.32,0.51,50.7,43.899,3.64,7.2,0.24,1.74,0.85,20,30,325,7.25,7.799,1.72,4.049,70,2.798679828397443
2,11,17-5787-52433,Kittson,2014-07-13,2014,3.3,15.3,4.8,47.33973,-79.95931,8.82,3.24,0.13,44.1,31.5,2.339,6.5,0.18,1.1,0.905,2,2,361,7.03,6.2,1.48,3.95,30,3.1996718922556675
2,11,17-5733-52151,Kokoko,2014-05-25,2014,3.1,44.8,13.7,47.08895,-80.03639,18.8,6.7,0.18,25.3,50,4.08,5,0.225,1.53,0.785,10,34,281,7.37,5.7,1.5,5,30,3.20771685903021
2,11,17-5608-52396,Lady Evelyn,2014-05-24,2014,2.7,29.6,7.5,47.35053,-80.14644,5.23,2.22,0.14,34.1,23,1.439,4.799,0.25,0.666,0.775,12,58,198,6.629,6.299,2.02,4.299,80,2.8493362729121507
2,11,17-5430-52549,Makobe,2014-05-24,2014,3.7,22.6,5.8,47.4477,-80.43034,2.779,1.58,0.13,25.899,18.1,1.04,4.299,0.22,0.484,0.69,12,38,189,6.259,4.9,1.179,4,70,3.2572092002828725
2,11,17-5778-52271,McLean,2014-05-24,2014,6.8,24.3,7.1,47.19445,-79.97194,9.71,3.919,0.18,13.5,34,2.74,3.2,0.2,0.97,0.75,8,46,189,7,4.4,0.96,5.25,0,3.4853764752401104
2,11,17-5565-51124,Mercer,2014-07-10,2014,1.4,19,4.7,46.16368,-80.24789,14.9,4.78,1.58,84.599,47,3.72,10.3,0.535,1.8,1.72,4,2,537,7.19,30.6,0.9,2.299,340,1.8357774887622624
2,11,17-5885-52314,Mountain,2014-05-24,2014,3.8,36.6,9.3,47.23078,-79.83215,16.3,6.219,0.17,25.199,45.2,3.96,4.7,0.215,1.26,0.735,12,48,245,7.259,6.4,1.5,4.849,30,2.9392349033598295
2,11,17-5732-51489,Muskosung,2014-05-25,2014,2,10,3,46.49128,-80.04488,15.8,5.44,0.64,44.2,44.399,3.859,6.799,0.505,1.59,0.975,16,24,355,7.36,11.5,1.12,3.1,90,2.3959148206063565
2,11,17-5909-52183,Net,2014-05-24,2014,2.3,42.7,8.1,47.11604,-79.78758,12,4.32,0.28,40.299,37.6,3.08,5.599,0.195,1.11,0.85,16,44,249,7.139,6.2,1.84,4.4,70,2.9979383995652857
2,11,17-5770-51258,"Nipissing,",2015-05-21,2015,1.9,60,7.6,46.26473,-79.7733,17.699,5.9,3.64,40.399,62.6,4.179,6.4,0.625,1.87,3.259,6,82,303,7.139,14.199,1.8,4.049,150,2.1479907950392993
2,11,17-6382-51179,"Nosbonsing,",2014-05-25,2014,3.9,14,5,46.20715,-79.21294,15.4,4.719,2.509,27.8,50.299,3.24,4.299,0.9,1.409,1.97,26,28,375,7.37,11.699,2.48,3.95,130,2.4016033858605046
2,11,17-5566-52101,Obabika,2014-05-24,2014,5.1,39.6,11.7,47.04318,-80.26229,8.22,3.14,0.19,13.5,31.3,2.06,3,0.275,0.886,0.845,18,2,274,7.049,6.299,0.96,5.45,30,3.024280375874913
2,11,17-6031-52053,Rabbit,2014-05-24,2014,3.1,42.7,14.2,46.9898,-79.6473,20.199,7.96,2.879,31.899,69.2,5.12,5.2,0.295,1.83,2.589,12,82,284,7.339,5.9,1.74,6.65,40,3.1529490346681666
2,11,17-5812-51735,Red Cedar,2014-05-25,2014,1.5,34.7,5.8,46.71781,-79.94034,14,4.9,2,71,45,2.879,8.4,0.42,1.389,1.87,12,58,168,7.16,8.5,1.439,3.549,120,2.3815638329607025
2,11,17-5740-52232,Red Squirrel,2014-05-24,2014,3.9,33.6,11.3,47.16035,-80.02394,10.4,4.16,0.18,19.199,35.7,2.799,3.6,0.205,0.99,0.805,8,56,110,7.07,4.4,1.32,5.049,30,3.1257627126138825
2,11,17-5972-52300,Rib,2014-05-24,2014,6.2,44.8,16.4,47.21484,-79.71615,19,6.459,8.759,16.1,83.599,4.879,3.399,0.28,1.58,6.679,6,68,175,7.32,3.7,1.6,5,0,3.869178360984358
2,11,17-5947-51034,Stormy,2014-05-25,2014,2.4,27.4,10.8,46.07978,-79.77476,6.11,2.5,2.71,53.5,32.799,1.3,6.2,0.525,0.642,2.04,20,96,164,6.769,12,2.04,3.299,190,2.0457503784020608
2,11,17-5700-52061,"Temagami,",2014-05-25,2014,6.5,75.9,16.7,46.98896,-80.07046,15.699,7.099,0.84,9.46,60.399,3.6,2.899,0.32,1.79,1.02,4,58,262,7.32,4.5,0.7,10.699,0,3.649096103188061
2,11,17-6290-51301,Trout,2014-05-25,2014,5.9,69.2,16.9,46.3193,-79.33669,14.8,5.519,15.9,13.699,102,3.439,3.1,1.139,1.5,8.23,6,146,191,7.309,5.9,1.2,5.25,50,2.931641741795451
2,11,17-5842-51980,Wasaksina,2014-05-25,2014,2.7,31.1,6.6,46.935,-79.89212,17.699,5.86,0.19,35.799,47.899,3.98,6.299,0.225,1.82,0.75,16,26,356,7.36,6.9,1.36,4.4,40,3.019261497318357
2,11,17-6007-51793,Wicksteed,2014-05-24,2014,2.2,12.2,3,46.76948,-79.67865,8.689,3.58,0.15,71.7,29.5,2.06,8.8,0.36,0.956,0.625,16,72,106,6.969,8.199,1.679,3.299,100,2.204198687303266
2,12,17-6731-51370,Lac la Cave,2015-05-21,2015,1.9,83,19.7,46.49279,-78.92977,19.3,6.019,0.98,78.599,53.899,4.36,8.4,0.67,1.69,2.049,2,162,302,7.089,14.8,2.379,4,360,2.1140297939471973
2,12,17-6178-52207,"Timiskaming,",2015-05-21,2015,0.8,213.5,35.7,47.32309,-79.50748,26.899,7.58,1.459,130,71.099,6.12,8.5,0.965,2.22,2.2,6,240,368,7.25,38.6,2.399,3.799,1040,1.6161416491924925
2,2,15-4198-58335,Deer,2015-05-21,2015,4,66,14.5,52.63469,-94.20479,13.3,3.279,0.23,23.8,31.3,3.12,6.9,0.495,1.02,0.755,2,52,253,7,12.199,0.5,0.95,60,2.205118576392807
2,2,16-3040-55939,Granite,2016-05-23,2016,2.5,20,5.4,50.46972,-89.76793,8.71,2.96,0.18,53.5,25.3,2.279,8,0.42,0.816,0.695,26,22,314,6.679,7.599,2.08,0.8,150,2.8169802106080213
2,2,15-6863-55732,Heathcote,2016-05-23,2016,1.5,38,3.5,50.28283,-90.38144,12.9,4.719,0.17,67.599,31.8,2.96,10.4,0.415,0.812,0.52,18,14,344,6.74,6.4,1.74,0.8,150,3.12048590651389
2,2,16-3721-56638,Kilbarry,2016-05-23,2016,2.5,8,3,51.11995,-88.82077,63.799,20.1,0.15,52,128,15.199,9.9,0.51,3.569,0.595,12,2,317,7.53,7.9,1.96,0.55,80,2.769598022405493
2,2,16-2890-55711,Redhead,2016-05-23,2016,1.3,8,2.2,50.25964,-89.95835,5.48,2.1,0.15,90.5,17.699,2.1,9.8,0.29,0.61,0.58,14,16,349,6.45,9.3,2.66,0.55,550,2.6131713725052155
2,2,15-6959-55928,Sassenach,2016-05-20,2016,1.7,19,3.7,50.45836,-90.23117,7.379,3.18,0.12,94.9,22.6,1.82,11.5,0.235,0.742,0.545,4,36,342,6.54,6.2,2.16,0.7,260,3.1703046666622567
2,2,16-3601-56788,Shabuskwia,2016-05-23,2016,1.5,19,3.6,51.25607,-88.99587,59.6,18.6,0.17,25.199,121,14.199,8.3,0.44,3.6,0.575,16,2,330,7.459,9.699,1.76,0.4,70,2.5410531467572306
2,2,16-3020-56135,Wabakimi,2016-05-23,2016,2,46.1,7,50.64342,-89.78198,10.8,4.339,0.17,70,31.5,3.08,10.199,0.365,0.952,0.575,14,66,319,6.73,6.599,2,0.7,150,3.031351765131775
2,2,16-3068-56476,Webster,2016-05-23,2016,1.8,6,1.2,50.92925,-89.78041,38,13.199,0.14,93.299,79,9,13,0.305,1.94,0.355,30,2,338,7.12,8.3,1.879,0.4,140,2.7362348252348982
2,2,16-3769-56381,Whiteclay,2016-05-23,2016,2,62,3.7,50.91328,-88.71851,15.4,5.48,0.16,66.099,38.1,NA,9.5,0.37,1.24,0.59,8,24,307,6.879,7,1.8,0.7,110,2.921885958811194
2,4,15-5765-55453,Abram,2017-05-09,2017,3,40,13.4,50.05909,-91.92916,27.399,8.839,1.47,45.7,68,6.62,7.5,0.615,1.97,1.79,20,60,327,7.339,6.5,2.279,2.2,70,3.0683901558765334
2,4,15-5782-55201,Amik,2014-05-23,2014,1.5,20.4,5.5,49.83026,-91.91356,20.399,6.44,0.18,118,47.7,5.179,15.9,0.73,1.909,1.22,18,82,569,6.99,23.399,2.04,1,310,2.009547302425924
2,4,15-4674-55871,Anishinabi,2014-05-25,2014,7,88.8,32,50.43988,-93.44327,40.399,11.4,0.2,9.8,88.599,10,3.399,0.935,2.899,1.389,4,26,559,7.71,6.7,0.56,2.6,NA,3.300252346040849
2,4,15-6471-56202,Arc,2014-05-24,2014,2.3,31,5.7,50.71702,-90.90662,20.899,6.94,0.14,65.299,46.899,5.16,9.8,0.51,1.669,0.635,8,80,296,7.169,6.799,1.919,0.9,70,2.946446388365959
2,4,15-5837-55088,Arethusa,2014-05-23,2014,2.1,18,6.2,49.71847,-91.86176,17.899,5.24,0.16,39.399,40.2,4.459,7.2,0.56,1.27,1.23,24,12,367,7.169,15.699,1.24,1.449,130,2.139763932449901
2,4,15-6065-55009,Barrel,2017-05-09,2017,1.8,34,8.9,49.65928,-91.53454,16.699,5.299,0.9,81,42.7,4.099,9.199,0.535,1.3,1.399,12,76,307,7.12,10.8,3.459,1.1,400,2.39754799147749
2,4,15-6011-55383,Bawden,2014-05-24,2014,1.9,11,3.4,49.99869,-91.58399,21.899,7.019,0.2,111,48.399,5.019,15.1,0.735,1.81,0.835,12,66,435,7,17,1.679,0.85,250,2.1399816763846196
2,4,15-6500-55194,Bell,2014-05-23,2014,3.9,34.4,9.5,49.80966,-90.93897,17.5,5.679,0.16,30.5,41,4.32,6.7,0.555,1.08,0.81,8,52,396,7.089,7.5,0.9,1.649,40,2.9493241988665275
2,4,15-4525-57350,Berens,2015-05-21,2015,1.1,11.6,4.7,51.75814,-93.71456,26.6,7.639,0.16,118,53.399,5.5,15.9,0.54,1.85,0.765,8,42,424,7.23,19.1,2.279,0.4,NA,2.04742909434763
2,4,15-6617-56410,Bertaud,2014-05-24,2014,1.9,24,6.9,50.89944,-90.69978,17.199,5.82,0.12,80.7,39,4.259,12.199,0.56,1.32,0.515,8,76,358,6.87,7.4,1.22,0.9,140,2.9186577304458563
2,4,15-5552-56587,Betty (Z04_Cy2_06),2017-05-23,2017,1.5,10,3.3,51.07751,-92.21266,18.1,5.799,0.15,88.4,40.399,4.019,11.699,0.475,1.36,0.93,22,54,406,7.16,12.6,2.14,0.75,200,2.3633123715426616
2,4,15-4455-55462,Big Canon,2017-05-09,2017,3,63,21.6,50.06847,-93.75888,19.6,5.139,0.21,17.5,46.5,4.379,6,0.725,1.8,1.28,16,34,261,7.19,9.3,0.52,2,30,2.4835450582191543
2,4,15-4131-55595,Big Fox,2014-05-22,2014,1.2,33.7,7.8,50.17355,-94.19317,32.5,10,1.899,87.4,82.2,8.259,12.4,1,2.5,2.97,14,120,449,7.339,31.199,1.679,3.35,340,1.7735132264275426
2,4,15-5556-55428,Big Vermilion,2017-05-09,2017,3.6,41,12.6,50.04484,-92.20826,60.5,18.899,0.39,12,125,14.699,4.9,0.885,3.47,1.389,12,1,245,7.719,7.599,1.34,2.299,NA,2.695454427184473
2,4,15-5452-56951,Birch,2014-05-25,2014,2.3,37,7.4,51.39338,-92.37217,24.5,8.96,0.15,49.7,53.2,5.94,9.699,0.575,1.3,0.65,14,18,358,7.25,12.6,1,1.3,90,2.313821082972967
2,4,15-5413-55979,Birmingham,2014-05-25,2014,2,6,3.5,50.52717,-92.41983,53.799,17,0.22,66.7,108.5,12.4,11.3,0.92,3.56,1.07,24,102,25,7.49,11.699,1.919,0.8,250,1.3058543528544928
2,4,15-4919-56922,Blair,2015-05-21,2015,2,11.3,3.8,51.37386,-93.11465,6.82,2.359,0.16,88.2,21.8,1.56,12,0.6,0.658,0.64,6,32,344,6.679,13.4,1.84,0.75,370,2.2441908251563816
2,4,15-4670-55751,Bornite,2017-05-23,2017,4.3,22,10.7,50.32556,-93.46277,36.1,9.919,0.21,13.3,76.599,8.32,6.099,0.895,2.649,1.419,20,4,351,7.53,12.3,0.12,1.1,30,2.327949833085372
2,4,15-5970-55554,Botsford,2017-05-09,2017,2.2,24,6.7,50.13856,-91.6591,30.699,10.4,0.35,60.799,73.2,7.219,10,0.56,2.21,0.895,18,48,343,7.41,11.1,1.84,3.95,90,2.4164860527306966
2,4,15-5244-55839,Broadcast,2017-05-23,2017,3.8,16,7.3,50.40992,-92.65663,104,32.2,0.19,7.799,200,23.6,5.099,1.52,6.11,1.389,10,2,352,8.039,9.8,1.04,1.899,NA,2.5578304572686217
2,4,15-4765-56293,Bruce,2017-05-23,2017,1.9,6,2.4,50.81787,-93.31983,35.799,11.1,0.26,64.4,77.299,8.019,9.699,0.87,2.41,1.139,14,4,371,7.53,16.699,1.399,1.6,190,2.0970584366351295
2,4,15-4747-56248,Bruce South Basin,2017-05-23,2017,0.8,4,2.3,50.77244,-93.35925,58.6,17.6,2.89,118,139,13.199,16,3.52,4.9,3.48,26,16,628,7.74,34,2.96,4.099,430,1.8254906537884168
2,4,15-4747-56248,Bruce South Basin,2014-05-22,2014,1,4,2.3,50.77244,-93.35925,51.799,15.1,2.71,129,123,10.9,18.3,3.16,4.19,2.91,34,44,407,7.589,30.699,2.16,4.45,330,1.7531991317354891
2,4,15-6143-55885,Bury,2014-05-24,2014,1.5,17,6.9,50.43634,-91.3911,30.199,9.06,0.17,99.7,64.599,6.66,13.199,0.74,2.299,0.765,12,88,377,7.29,15.699,2.06,0.95,160,2.1495018430692245
2,4,15-4470-55367,Canyon,2015-05-13,2015,3.3,19.8,6.8,49.9888,-93.68699,14.8,4.04,0.26,15.3,37.399,3.839,7,0.61,1.23,0.91,12,2,328,7.129,9.599,0.88,1.75,60,2.549850499768792
2,4,15-6217-56090,Carling,2015-05-20,2015,2,40.9,8.8,50.6223,-91.28022,26,7.96,0.26,77.4,55.299,5.719,12.5,0.615,1.8,0.62,2,86,362,7.19,6.9,1.919,0.75,100,3.027848135553414
2,4,15-4653-55440,Clay,2014-05-22,2014,0.8,21.9,7.9,50.04611,-93.48572,36.2,10.8,2.69,93.099,88.299,9.06,11.3,1.25,2.79,3.16,38,28,536,7.389,36.5,1.28,2.549,580,1.7456212503759296
2,4,15-4785-55574,Cliff,2014-05-22,2014,3.7,34.1,9.2,50.16879,-93.29998,32.1,9.4,2.169,27.199,77.099,8.279,7,0.835,2.569,2.06,12,38,304,7.349,9.099,0.84,1.95,50,2.576436409919841
2,4,15-4589-56848,Coli,2015-05-21,2015,2.8,9.2,2.5,51.31536,-93.59007,15.699,4.44,0.1,42.299,35.299,3.52,8.5,0.555,0.916,0.76,12,4,379,7.07,16.5,0.52,0.7,370,2.113545356927243
2,4,15-5210-56629,Confederation,2014-05-25,2014,4.8,32.3,8.3,51.11521,-92.67556,18.3,8.439,0.16,24.1,54.7,4.839,6.799,0.63,1.159,0.675,6,42,286,7.12,7.2,0.6,6.4,30,2.845421998280591
2,4,15-4270-56011,Conifer,2015-05-21,2015,5,65.8,25.3,50.5674,-94.03211,17.899,4.78,0.21,16.699,46.6,4.44,5.5,1.04,1.73,0.97,2,100,222,7.15,4.9,0.74,2.75,30,3.3571520150962124
2,4,15-4965-56181,Cramp,2017-05-23,2017,1.2,9,3.4,50.7135,-93.05651,13.8,5.12,0.34,153,35.299,2.439,20.399,0.545,1.449,0.895,12,40,540,7.019,11.199,2.64,0.8,290,2.5948436477765493
2,4,15-6321-55100,Crystal,2014-05-23,2014,1.8,4.6,1.9,49.72882,-91.1675,19.1,6.96,0.29,130,44.5,5.08,14.4,0.665,1.379,0.8,12,60,449,6.929,11,2.2,1.05,210,2.5373431072388564
2,4,15-4250-55493,Delaney,2015-05-13,2015,4.6,81.4,22.8,50.09299,-94.048,14.4,3.58,0.37,5.95,37.6,3.859,3.1,0.565,1.159,1.05,8,2,208,7.049,9.8,0.16,2.149,NA,2.3284352469567993
2,4,15-3786-56088,Dowswell,2015-05-21,2015,2.2,23.5,7.5,50.62006,-94.71704,10.199,3.379,0.15,80,28.5,2.259,12.8,0.665,0.916,0.705,6,70,426,6.87,10.4,1.56,0.85,280,2.574950145477745
2,4,15-4642-55404,Eye,2014-05-22,2014,2.3,7.2,4.2,50.01584,-93.50594,44.899,9.5,0.23,73.099,90.799,11.199,12.699,1.389,4.36,2.509,246,116,846,7.309,60.799,1.379,0.85,750,1.6403704061141189
2,4,15-6742-56100,Fitchie,2014-05-24,2014,1.6,19.2,4.6,50.61813,-90.53714,16.5,6.259,0.68,127,39.299,3.839,14.5,0.49,1.2,0.735,18,64,523,6.94,11.1,1.76,0.65,210,2.591057970114582
2,4,15-6038-55223,Flying Loon,2017-05-09,2017,2.3,19,3.7,49.84431,-91.57267,20.1,5.519,0.17,39.6,44.7,4.799,8.3,0.54,1.47,1.08,28,4,370,7.179,14.1,1.159,1.149,80,2.228885762504357
2,4,15-6832-55663,Fog,2014-05-24,2014,1.8,8,3.1,50.22294,-90.43085,7.419,2.839,0.1,102,21.1,2.02,12.1,0.325,0.67,0.535,12,68,287,6.629,6.5,1.48,0.7,420,2.999269576525261
2,4,16-2934-56630,Frain,2014-05-24,2014,1.5,3.2,1,51.07903,-89.9514,20.399,7.459,0.2,138,45.6,3.96,16,1.189,1.53,0.365,14,36,418,7.299,9.9,1.159,0.9,190,2.6212801675504145
2,4,15-6378-55460,Gibraltar,2014-05-24,2014,1.8,3,2,50.0521,-91.07599,15,6,0.07,110,34.6,3.299,14.3,0.34,0.642,0.49,10,66,492,6.94,12.8,1.7,0.95,160,2.4239855097421223
2,4,15-6046-55042,Gooch,2014-05-23,2014,1.4,2.8,1.4,49.69139,-91.55158,11.6,4.059,0.1,164,29,2.6,18.1,0.55,1.21,0.835,20,64,602,6.66,18.899,2.319,0.75,390,2.1737716426804896
2,4,15-5349-56812,Grace,2015-05-21,2015,3,10.8,4.1,51.2872,-92.49861,33.6,10.699,0.18,29,70.799,7.599,9.4,0.595,1.57,0.61,24,32,460,7.389,14.1,1.26,1.05,150,2.3109252525595116
2,4,15-7043-56488,Greenbush,2015-05-20,2015,2.4,10,2.1,50.95093,-90.10466,27,8,0.16,48.299,56.7,5.98,8.3,0.37,1.69,0.38,38,118,426,7.269,7.5,0.56,0.5,180,2.9853212498589614
2,4,15-4567-56470,Gullrock,2015-05-20,2015,2.3,16,7.6,50.96114,-93.64489,27.3,8.519,1.8,40.1,73.4,5.66,9.8,0.875,2.16,2,34,8,406,7.23,21.6,1.48,4.95,110,1.9518979310944895
2,4,15-5606-56722,Hailstone,2015-05-21,2015,1.1,14,1.6,51.20038,-92.1061,9.41,3.459,0.22,151,26.8,1.899,15.199,0.7,0.806,0.66,14,40,407,6.79,17.199,2.279,1.149,420,2.1079619046611082
2,4,15-5396-55107,Hartman,2014-05-23,2014,2.8,8.2,4.2,49.74941,-92.45084,34.299,11.199,12.6,18.6,118,8,5.599,0.94,2.629,7.71,12,2,313,7.419,10.1,0.98,1.899,50,2.4744027787118275
2,4,15-5965-54891,Indian,2014-05-23,2014,4.4,36,9.4,49.54834,-91.66632,23,7.24,2.56,19.399,61,6.139,5,0.655,1.56,2.5,12,38,241,7.25,9.5,2.56,1.95,40,2.4251928899576076
2,4,15-5605-56599,Jeanette,2015-05-21,2015,2.5,12.5,4.3,51.0898,-92.13638,18,5.339,0.15,46,40.299,4.059,9,0.465,1.159,0.81,12,4,364,7.129,13.4,0.68,0.8,120,2.2658976935141077
2,4,15-4977-56626,Joyce,2014-05-25,2014,1.9,6.2,3.1,51.1321,-93.01422,21.3,6.66,0.17,65.299,45.799,4.5,11.5,0.615,1.54,0.8,18,8,515,7.25,17,1.04,1,320,2.1994323639983446
2,4,15-5946-55139,Kukukus,2015-05-14,2015,2.3,19.5,5,49.7724,-91.68396,21.199,5.54,0.11,31.3,47.5,5.459,7.799,0.65,1.58,1.24,20,2,359,7.24,14.5,0.64,1.149,80,2.1945369845849663
2,4,15-6207-55385,Lake of B.s,2014-05-23,2014,2.3,25,7.5,49.98409,-91.28781,28.699,9.3,0.18,65.2,62.6,6.24,10.699,0.66,1.98,0.925,10,44,194,7.37,13.1,1.159,1.449,130,2.04183362799295
2,4,15-6059-54782,Little Sandbar,2014-05-23,2014,2.2,7,2.7,49.45098,-91.54113,18,6.059,2.96,48,51.2,4.66,7,0.635,1.23,2.06,22,34,330,7.12,14.4,3.6,1.399,190,2.1686885806078235
2,4,15-4172-56262,Longlegged,2014-05-22,2014,2.5,35.4,8.9,50.78395,-94.17453,23.8,6.32,0.23,43.6,51.899,5.839,10,0.835,2.089,1.189,36,8,546,7.169,28.6,0.46,1.649,90,1.877567848717852
2,4,15-4066-55579,Lount,2014-05-22,2014,2,23.6,6.5,50.17089,-94.30746,33,10.4,1.399,66.9,79.5,8.019,10.5,0.795,2.339,2.56,18,84,387,7.419,28.399,1.399,3.049,190,1.7787809193343416
2,4,15-5036-57231,Mamakwash,2014-05-25,2014,1.9,18.3,6.6,51.66266,-92.93466,11.699,4.639,0.13,108,31.6,3.259,13,0.435,1.07,0.765,4,70,394,6.929,12.4,2.259,0.65,470,2.366289307313069
2,4,15-5853-54894,Mameigwess,2014-05-23,2014,7,50,16.1,49.55072,-91.82545,25,7.7,0.27,11.4,56.2,6.4,3.399,0.64,1.649,1.379,10,8,172,7.459,4.799,1.5,2.25,30,3.2397576703258224
2,4,15-6908-56374,McCrea,2014-05-24,2014,2.8,49.7,6.5,50.85869,-90.28963,19.694,6.719,0.13,72.4,43.2,5,11.1,0.48,1.37,0.515,10,100,349,7.049,7.4,1.24,0.85,NA,2.906024932423376
2,4,15-5535-55111,Mickle,2017-05-09,2017,1.2,7,3.4,49.75393,-92.2553,14.9,4.24,0.18,75.599,35.899,3.48,9.199,0.595,1.12,1.21,22,18,381,7.12,19.399,1.879,1.3,220,2.0007862484584065
2,4,15-6733-56270,Minchin,2015-05-20,2015,2.7,24.4,6.3,50.76686,-90.54351,20.199,6.219,0.34,54,45.6,4.58,10.199,0.42,1.5,0.62,2,70,298,7.12,6.2,1.7,0.75,60,3.0955041349072947
