waterbodyID,lakeName,lat,long,latD,latM1,latM2,longD,longM1,longM2,waterbodyID_OG,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
15-4351-55357,Shrub ,49.97099,-93.89782,49,9,7,93,8,9,15-4351-55357,Shrub,,15-4351-55357 Shrub ,TRUE,3,
15-4153-55253,Silver ,49.87618,-94.17702,49,8,7,94,1,7,15-4153-55253,Silver,,15-4153-55253 Silver ,TRUE,3,
15-3795-55615,Snook ,50.1919,-94.70272,50,1,9,94,7,0,15-3795-55615,Snook,,15-3795-55615 Snook ,TRUE,3,
15-5634-54332,NA,49.04998,-92.1326,49,0,4,92,1,3,15-5634-54332,"NA",NA,15-5634-54332 NA,FALSE,2,
15-3523-55336,South Scot ,49.93666,-95.05632,49,9,3,95,0,5,15-3523-55336,South,Scot,15-3523-55336 South Scot ,FALSE,4, 
15-5449-54565,South Wapageisi ,49.26695,-92.38208,49,2,6,92,3,8,15-5449-54565,South,Wapageisi,15-5449-54565 South Wapageisi ,FALSE,4, 
15-5979-54059,Steep Rock ,48.79669,-91.6697,48,7,9,91,6,6,15-5979-54059,Steep,Rock,15-5979-54059 Steep Rock ,FALSE,4, 
15-5503-54708,Stormy ,49.39447,-92.34669,49,3,9,92,3,4,15-5503-54708,Stormy,,15-5503-54708 Stormy ,TRUE,3,
15-4785-54790,Tadpole ,49.47038,-93.29066,49,4,7,93,2,9,15-4785-54790,Tadpole,,15-4785-54790 Tadpole ,TRUE,3,
15-3751-54564,The Little Traverse,49.25922,-94.71662,49,2,5,94,7,1,15-3751-54564,The,Little,15-3751-54564 The Little Traverse,FALSE,4, Traverse
15-6332-53357,This Man ,48.16447,-91.2036,48,1,6,91,2,0,15-6332-53357,This,Man,15-6332-53357 This Man ,FALSE,4, 
15-5527-53591,Thompson ,48.38777,-92.27777,48,3,8,92,2,7,15-5527-53591,Thompson,,15-5527-53591 Thompson ,TRUE,3,
15-5241-55137,Thunder ,49.77882,-92.66332,49,7,7,92,6,6,15-5241-55137,Thunder,,15-5241-55137 Thunder ,TRUE,3,
15-5153-55007,Trap ,49.66182,-92.78292,49,6,6,92,7,8,15-5153-55007,Trap,,15-5153-55007 Trap ,TRUE,3,
15-5770-54220,Turtle ,48.95315,-91.94003,48,9,5,91,9,4,15-5770-54220,Turtle,,15-5770-54220 Turtle ,TRUE,3,
15-6493-54089,Union ,48.82795,-90.97053,48,8,2,90,9,7,15-6493-54089,Union,,15-6493-54089 Union ,TRUE,3,
15-4356-54806,NA,49.47489,-93.8864,49,4,7,93,8,8,15-4356-54806,"NA",NA,15-4356-54806 NA,FALSE,2,
15-5149-54725,Upper Manitou ,49.40161,-92.77724,49,4,0,92,7,7,15-5149-54725,Upper,Manitou,15-5149-54725 Upper Manitou ,FALSE,4, 
15-4943-54343,Vista ,49.06245,-93.08016,49,0,6,93,0,8,15-4943-54343,Vista,,15-4943-54343 Vista ,TRUE,3,
15-5203-55093,Wabigoon ,49.73222,-92.72928,49,7,3,92,7,2,15-5203-55093,Wabigoon,,15-5203-55093 Wabigoon ,TRUE,3,
15-5472-54633,Wapageisi ,49.32443,-92.35219,49,3,2,92,3,5,15-5472-54633,Wapageisi,,15-5472-54633 Wapageisi ,TRUE,3,
15-4579-53993,Wasaw ,48.7446,-93.57514,48,7,4,93,5,7,15-4579-53993,Wasaw,,15-4579-53993 Wasaw ,TRUE,3,
15-5684-54631,NA,49.31937,-92.05985,49,3,1,92,0,5,15-5684-54631,"NA",NA,15-5684-54631 NA,FALSE,2,
15-4512-54200,West Jackfish ,48.93632,-93.66605,48,9,3,93,6,6,15-4512-54200,West,Jackfish,15-4512-54200 West Jackfish ,FALSE,4, 
15-5816-54402,White Otter ,49.09057,-91.86311,49,0,9,91,8,6,15-5816-54402,White,Otter,15-5816-54402 White Otter ,FALSE,4, 
15-4174-54694,Whitefish Bay,49.37366,-94.13811,49,3,7,94,1,3,15-4174-54694,Whitefish,Bay,15-4174-54694 Whitefish Bay,TRUE,3,
15-3532-55170,Whitefish ,49.78718,-95.03457,49,7,8,95,0,3,15-3532-55170,Whitefish,,15-3532-55170 Whitefish ,TRUE,3,
15-5275-54864,Whitewater ,49.53029,-92.62148,49,5,3,92,6,2,15-5275-54864,Whitewater,,15-5275-54864 Whitewater ,TRUE,3,
15-4417-55173,Windermere ,49.80534,-93.80573,49,8,0,93,8,0,15-4417-55173,Windermere,,15-4417-55173 Windermere ,TRUE,3,
15-4495-55118,Winnange ,49.75528,-93.70447,49,7,5,93,7,0,15-4495-55118,Winnange,,15-4495-55118 Winnange ,TRUE,3,
15-5678-53647,Wolseley ,48.43632,-92.08719,48,4,3,92,0,8,15-5678-53647,Wolseley,,15-5678-53647 Wolseley ,TRUE,3,
15-5813-53685,Your ,48.47117,-91.88797,48,4,7,91,8,8,15-5813-53685,Your,,15-5813-53685 Your ,TRUE,3,
15-5510-54322,NA,49.0399,-92.30277,49,0,3,92,3,0,15-5510-54322,"NA",NA,15-5510-54322 NA,FALSE,2,
16-3670-54288,Abigogami ,48.99719,-88.82025,48,9,9,88,8,2,16-3670-54288,Abigogami,,16-3670-54288 Abigogami ,TRUE,3,
15-6910-53378,Addie ,48.16665,-90.42954,48,1,6,90,4,2,15-6910-53378,Addie,,15-6910-53378 Addie ,TRUE,3,
16-3577-54402,Arnott ,49.09594,-88.95538,49,0,9,88,9,5,16-3577-54402,Arnott,,16-3577-54402 Arnott ,TRUE,3,
15-7025-53379,Arrow ,48.15855,-90.26498,48,1,5,90,2,6,15-7025-53379,Arrow,,15-7025-53379 Arrow ,TRUE,3,
16-3431-54406,Arrowroot ,49.10807,-89.15595,49,1,0,89,1,5,16-3431-54406,Arrowroot,,16-3431-54406 Arrowroot ,TRUE,3,
15-7050-54058,Athelstane ,48.77457,-90.20796,48,7,7,90,2,0,15-7050-54058,Athelstane,,15-7050-54058 Athelstane ,TRUE,3,
15-7097-53434,Atik ,48.21094,-90.17813,48,2,1,90,1,7,15-7097-53434,Atik,,15-7097-53434 Atik ,TRUE,3,
16-2858-55459,NA,50.02724,-89.98958,50,0,2,89,9,8,16-2858-55459,"NA",NA,16-2858-55459 NA,FALSE,2,
15-6650-54018,Baril ,48.75029,-90.75708,48,7,5,90,7,5,15-6650-54018,Baril,,15-6650-54018 Baril ,TRUE,3,
15-7091-53688,Batwing ,48.44209,-90.17355,48,4,4,90,1,7,15-7091-53688,Batwing,,15-7091-53688 Batwing ,TRUE,3,
16-4566-55070,Beatty ,49.71792,-87.60467,49,7,1,87,6,0,16-4566-55070,Beatty,,16-4566-55070 Beatty ,TRUE,3,
15-5145-54588,Beck ,49.28111,-92.81491,49,2,8,92,8,1,15-5145-54588,Beck,,15-5145-54588 Beck ,TRUE,3,
16-3582-53944,NA,48.68681,-88.92751,48,6,8,88,9,2,16-3582-53944,"NA",NA,16-3582-53944 NA,FALSE,2,
15-6578-54141,Bedivere ,48.86818,-90.84937,48,8,6,90,8,4,15-6578-54141,Bedivere,,15-6578-54141 Bedivere ,TRUE,3,
16-3738-53990,Bigger ,48.73271,-88.7152,48,7,3,88,7,1,16-3738-53990,Bigger,,16-3738-53990 Bigger ,TRUE,3,
16-3706-53956,Bisect ,48.70281,-88.75896,48,7,0,88,7,5,16-3706-53956,Bisect,,16-3706-53956 Bisect ,TRUE,3,
16-3634-54687,Black Sturgeon ,49.35824,-88.87211,49,3,5,88,8,7,16-3634-54687,Black,Sturgeon,16-3634-54687 Black Sturgeon ,FALSE,4, 
15-7020-53669,Blunder ,48.42444,-90.26943,48,4,2,90,2,6,15-7020-53669,Blunder,,15-7020-53669 Blunder ,TRUE,3,
15-6869-55111,Brightsand ,49.72309,-90.40666,49,7,2,90,4,0,15-6869-55111,Brightsand,,15-6869-55111 Brightsand ,TRUE,3,
16-3411-55531,Bukemiga ,50.11444,-89.2204,50,1,1,89,2,2,16-3411-55531,Bukemiga,,16-3411-55531 Bukemiga ,TRUE,3,
15-6747-53842,Burchell ,48.58834,-90.62706,48,5,8,90,6,2,15-6747-53842,Burchell,,15-6747-53842 Burchell ,TRUE,3,
15-6584-54061,Burnt Island ,48.79053,-90.841309999999993,48,7,9,90,8,4,15-6584-54061,Burnt,Island,15-6584-54061 Burnt Island ,FALSE,4, 
16-3637-55505,Camel Read ,50.09411,-88.90322,50,0,9,88,9,0,16-3637-55505,Camel,Read,16-3637-55505 Camel Read ,FALSE,4, 
15-7164-53390,Cameron ,48.16948,-90.0888,48,1,6,90,0,8,15-7164-53390,Cameron,,15-7164-53390 Cameron ,TRUE,3,
15-6896-54026,Camp ,48.74852,-90.42086,48,7,4,90,4,2,15-6896-54026,Camp,,15-6896-54026 Camp ,TRUE,3,
15-7176-53418,Castle ,48.19412,-90.07267,48,1,9,90,0,7,15-7176-53418,Castle,,15-7176-53418 Castle ,TRUE,3,
16-3663-55543,Castle ,50.1269,-88.87219,50,1,2,88,8,7,16-3663-55543,Castle,,16-3663-55543 Castle ,TRUE,3,
16-3778-54100,Cavern ,48.8321,-88.66491,48,8,3,88,6,6,16-3778-54100,Cavern,,16-3778-54100 Cavern ,TRUE,3,
15-6795-53776,Church ,48.52654,-90.56936,48,5,2,90,5,6,15-6795-53776,Church,,15-6795-53776 Church ,TRUE,3,
16-3534-54692,Circle ,49.35977,-89.01858,49,3,5,89,0,1,16-3534-54692,Circle,,16-3534-54692 Circle ,TRUE,3,
16-3718-54003,Clegge ,48.74428,-88.7448,48,7,4,88,7,4,16-3718-54003,Clegge,,16-3718-54003 Clegge ,TRUE,3,
16-3700-54335,Cliff ,49.04188,-88.77821,49,0,4,88,7,7,16-3700-54335,Cliff,,16-3700-54335 Cliff ,TRUE,3,
16-3108-53342,Cloud ,48.13648,-89.54093,48,1,3,89,5,4,16-3108-53342,Cloud,,16-3108-53342 Cloud ,TRUE,3,
15-6758-53944,Crayfish ,48.68673,-90.6148,48,6,8,90,6,1,15-6758-53944,Crayfish,,15-6758-53944 Crayfish ,TRUE,3,
16-3297-55263,Crevasse ,49.86587,-89.37235,49,8,6,89,3,7,16-3297-55263,Crevasse,,16-3297-55263 Crevasse ,TRUE,3,
16-3557-55322,Cry ,49.92643,-89.01587,49,9,2,89,0,1,16-3557-55322,Cry,,16-3557-55322 Cry ,TRUE,3,
15-7039-53810,Dakota ,48.55075,-90.23783,48,5,5,90,2,3,15-7039-53810,Dakota,,15-7039-53810 Dakota ,TRUE,3,
16-3712-53869,Deception ,48.62456,-88.74729,48,6,2,88,7,4,16-3712-53869,Deception,,16-3712-53869 Deception ,TRUE,3,
16-3103-54530,Lac des Iles,49.20226,-89.61011,49,2,0,89,6,1,16-3103-54530,Lac,des,16-3103-54530 Lac des Iles,FALSE,4, Iles
15-6827-54135,Lac des Mille Lacs,48.87653,-90.51282,48,8,7,90,5,1,15-6827-54135,Lac,des,15-6827-54135 Lac des Mille Lacs,FALSE,5, Mille Lacs
16-3551-54440,Disraeli ,49.13422,-88.982,49,1,3,88,9,8,16-3551-54440,Disraeli,,16-3551-54440 Disraeli ,TRUE,3,
16-3132-54041,Dog ,48.77812,-89.51281,48,7,7,89,5,1,16-3132-54041,Dog,,16-3132-54041 Dog ,TRUE,3,
16-3589-54402,Eileen ,49.1049,-88.94168,49,1,0,88,9,4,16-3589-54402,Eileen,,16-3589-54402 Eileen ,TRUE,3,
16-4433-55531,Elbow ,50.1298,-87.7934,50,1,2,87,7,9,16-4433-55531,Elbow,,16-4433-55531 Elbow ,TRUE,3,
16-3724-53943,Elbow ,48.6909,-88.73401,48,6,9,88,7,3,16-3724-53943,Elbow,,16-3724-53943 Elbow ,TRUE,3,
15-6577-53565,Elevation ,48.3436,-90.87116,48,3,4,90,8,7,15-6577-53565,Elevation,,15-6577-53565 Elevation ,TRUE,3,
15-6979-55108,Empire ,49.71999,-90.24726,49,7,1,90,2,4,15-6979-55108,Empire,,15-6979-55108 Empire ,TRUE,3,
15-6946-53876,Loch Erne,48.6134,-90.36049,48,6,1,90,3,6,15-6946-53876,Loch,Erne,15-6946-53876 Loch Erne,TRUE,3,
16-3820-54468,Eskwanonwatin ,49.16487,-88.61939,49,1,6,88,6,1,16-3820-54468,Eskwanonwatin,,16-3820-54468 Eskwanonwatin ,TRUE,3,
16-3800-54060,Fall ,48.79728,-88.63329,48,7,9,88,6,3,16-3800-54060,Fall,,16-3800-54060 Fall ,TRUE,3,
16-2930-53355,Fallingsnow ,48.14185,-89.7849,48,1,4,89,7,8,16-2930-53355,Fallingsnow,,16-2930-53355 Fallingsnow ,TRUE,3,
16-3647-54369,Forbes ,49.07171,-88.85291,49,0,7,88,8,5,16-3647-54369,Forbes,,16-3647-54369 Forbes ,TRUE,3,
15-6696-53978,Fork ,48.71272,-90.69343,48,7,1,90,6,9,15-6696-53978,Fork,,15-6696-53978 Fork ,TRUE,3,
16-4359-55570,Frank ,50.16218,-87.90603,50,1,6,87,9,0,16-4359-55570,Frank,,16-4359-55570 Frank ,TRUE,3,
16-3884-54562,Frazer ,49.24882,-88.52882,49,2,4,88,5,2,16-3884-54562,Frazer,,16-3884-54562 Frazer ,TRUE,3,
16-3319-54724,Gennis ,49.38988,-89.32933,49,3,8,89,3,2,16-3319-54724,Gennis,,16-3319-54724 Gennis ,TRUE,3,
15-6635-53388,Gneiss ,48.18027,-90.80286,48,1,8,90,8,0,15-6635-53388,Gneiss,,15-6635-53388 Gneiss ,TRUE,3,
15-6959-55251,NA,49.84691,-90.27474,49,8,4,90,2,7,15-6959-55251,"NA",NA,15-6959-55251 NA,FALSE,2,
15-6904-53837,Greenwater ,48.57454,-90.42999,48,5,7,90,4,2,15-6904-53837,Greenwater,,15-6904-53837 Greenwater ,TRUE,3,
16-3638-54070,Greenwich ,48.80501,-88.85841,48,8,0,88,8,5,16-3638-54070,Greenwich,,16-3638-54070 Greenwich ,TRUE,3,
15-6648-53638,Greenwood ,48.41068,-90.77609,48,4,1,90,7,7,15-6648-53638,Greenwood,,15-6648-53638 Greenwood ,TRUE,3,
15-7088-54764,Grew ,49.40645,-90.12211,49,4,0,90,1,2,15-7088-54764,Grew,,15-7088-54764 Grew ,TRUE,3,
15-6812-53794,Grouse ,48.54321,-90.54489,48,5,4,90,5,4,15-6812-53794,Grouse,,15-6812-53794 Grouse ,TRUE,3,
15-6725-53298,Gunflint ,48.10279,-90.69133,48,1,0,90,6,9,15-6725-53298,Gunflint,,15-6725-53298 Gunflint ,TRUE,3,
16-4013-54300,Hansi ,49.02274,-88.34887,49,0,2,88,3,4,16-4013-54300,Hansi,,16-4013-54300 Hansi ,TRUE,3,
15-6985-55358,Harmon ,49.94546,-90.21669,49,9,4,90,2,1,15-6985-55358,Harmon,,15-6985-55358 Harmon ,TRUE,3,
16-3199-53954,Hawkeye ,48.68599,-89.45228,48,6,8,89,4,5,16-3199-53954,Hawkeye,,16-3199-53954 Hawkeye ,TRUE,3,
15-6982-54104,Henderson ,48.81349,-90.29447,48,8,1,90,2,9,15-6982-54104,Henderson,,15-6982-54104 Henderson ,TRUE,3,
16-3752-53979,Hilma ,48.72363,-88.6958,48,7,2,88,6,9,16-3752-53979,Hilma,,16-3752-53979 Hilma ,TRUE,3,
16-2880-54647,Hine ,49.29861,-89.919,49,2,9,89,9,1,16-2880-54647,Hine,,16-2880-54647 Hine ,TRUE,3,
16-3069-55034,Holinshead ,49.65403,-89.68153,49,6,5,89,6,8,16-3069-55034,Holinshead,,16-3069-55034 Holinshead ,TRUE,3,
15-7111-54802,Holly ,49.43642,-90.08177,49,4,3,90,0,8,15-7111-54802,Holly,,15-7111-54802 Holly ,TRUE,3,
15-6539-53616,Home ,48.39187,-90.91955,48,3,9,90,9,1,15-6539-53616,Home,,15-6539-53616 Home ,TRUE,3,
15-6735-53727,Hood ,48.48629,-90.65282,48,4,8,90,6,5,15-6735-53727,Hood,,15-6735-53727 Hood ,TRUE,3,
16-3724-53935,Hunters s,48.68849,-88.73973,48,6,8,88,7,3,16-3724-53935,Hunters,s,16-3724-53935 Hunters s,TRUE,3,
15-6641-53950,Huronian ,48.68758,-90.77235,48,6,8,90,7,7,15-6641-53950,Huronian,,15-6641-53950 Huronian ,TRUE,3,
15-6814-53436,Icarus ,48.22011,-90.57186,48,2,2,90,5,7,15-6814-53436,Icarus,,15-6814-53436 Icarus ,TRUE,3,
16-3750-54094,Innes ,48.82849,-88.70686,48,8,2,88,7,0,16-3750-54094,Innes,,16-3750-54094 Innes ,TRUE,3,
15-6979-53586,Jacob ,48.35246,-90.32642,48,3,5,90,3,2,15-6979-53586,Jacob,,15-6979-53586 Jacob ,TRUE,3,
16-3207-54488,Jolly ,49.16785,-89.45932,49,1,6,89,4,5,16-3207-54488,Jolly,,16-3207-54488 Jolly ,TRUE,3,
15-6986-53540,Kamikau ,48.30997,-90.3213,48,3,0,90,3,2,15-6986-53540,Kamikau,,15-6986-53540 Kamikau ,TRUE,3,
15-6913-53983,Kashabowie ,48.71886,-90.39423,48,7,1,90,3,9,15-6913-53983,Kashabowie,,15-6913-53983 Kashabowie ,TRUE,3,
16-2863-55212,Kashishibog ,49.80782,-89.97097,49,8,0,89,9,7,16-2863-55212,Kashishibog,,16-2863-55212 Kashishibog ,TRUE,3,
15-7008-55644,Kawaweogama ,50.19687,-90.18618,50,1,9,90,1,8,15-7008-55644,Kawaweogama,,15-7008-55644 Kawaweogama ,TRUE,3,
15-7163-54881,Kearns ,49.50753,-90.01676,49,5,0,90,0,1,15-7163-54881,Kearns,,15-7163-54881 Kearns ,TRUE,3,
15-7067-53777,Kekekuab ,48.51593,-90.20803,48,5,1,90,2,0,15-7067-53777,Kekekuab,,15-7067-53777 Kekekuab ,TRUE,3,
15-6763-54017,NA,48.7435,-90.60175,48,7,4,90,6,0,15-6763-54017,"NA",NA,15-6763-54017 NA,FALSE,2,
15-7307-50900,Lac du Milieu,48.92549,-90.00708,48,9,2,90,0,0,15-7307-50900,Lac,du,15-7307-50900 Lac du Milieu,FALSE,4, Milieu
15-6767-55061,Little Metionga ,49.68166,-90.53998,49,6,8,90,5,3,15-6767-55061,Little,Metionga,15-6767-55061 Little Metionga ,FALSE,4, 
16-3657-54310,Little Moraine ,49.01989,-88.83585,49,0,1,88,8,3,16-3657-54310,Little,Moraine,16-3657-54310 Little Moraine ,FALSE,4, 
16-3608-54522,Little Sturge ,49.21193,-88.90847,49,2,1,88,9,0,16-3608-54522,Little,Sturge,16-3608-54522 Little Sturge ,FALSE,4, 
15-6510-53885,Little Trout ,48.64278,-90.9567,48,6,4,90,9,5,15-6510-53885,Little,Trout,15-6510-53885 Little Trout ,FALSE,4, 
16-7074-53606,Loch Lomond,48.37071,-84.19517,48,3,7,84,1,9,16-7074-53606,Loch,Lomond,16-7074-53606 Loch Lomond,TRUE,3,
15-7085-54809,Loganberry ,49.44536,-90.13101,49,4,4,90,1,3,15-7085-54809,Loganberry,,15-7085-54809 Loganberry ,TRUE,3,
16-3272-53473,Loch Lomond,48.25705,-89.32431,48,2,5,89,3,2,16-3272-53473,Loch,Lomond,16-3272-53473 Loch Lomond,TRUE,3,
16-3725-53994,Long ,48.73714,-88.73431,48,7,3,88,7,3,16-3725-53994,Long,,16-3725-53994 Long ,TRUE,3,
16-4080-53975,NA,48.72577,-88.25103,48,7,2,88,2,5,16-4080-53975,"NA",NA,16-4080-53975 NA,FALSE,2,
15-7089-53866,Lower Shebandowan ,48.61245,-90.17507,48,6,1,90,1,7,15-7089-53866,Lower,Shebandowan,15-7089-53866 Lower Shebandowan ,FALSE,4, 
16-3752-54002,MacIntosh ,48.74456,-88.69785,48,7,4,88,6,9,16-3752-54002,MacIntosh,,16-3752-54002 MacIntosh ,TRUE,3,
16-3699-53994,Mackenzie ,48.73581,-88.76982,48,7,3,88,7,6,16-3699-53994,Mackenzie,,16-3699-53994 Mackenzie ,TRUE,3,
16-3237-55525,Maggotte ,50.10119,-89.46517,50,1,0,89,4,6,16-3237-55525,Maggotte,,16-3237-55525 Maggotte ,TRUE,3,
15-6663-53296,Magnetic ,48.10664,-90.7573,48,1,0,90,7,5,15-6663-53296,Magnetic,,15-6663-53296 Magnetic ,TRUE,3,
16-3477-53867,Magone ,48.61432,-89.06171,48,6,1,89,0,6,16-3477-53867,Magone,,16-3477-53867 Magone ,TRUE,3,
16-3666-53602,Marie Louise ,48.38319,-88.80144,48,3,8,88,8,0,16-3666-53602,Marie,Louise,16-3666-53602 Marie Louise ,FALSE,4, 
16-2901-53647,Marks ,48.4031,-89.83696,48,4,0,89,8,3,16-2901-53647,Marks,,16-2901-53647 Marks ,TRUE,3,
16-3530-53926,NA,48.66914,-88.99708,48,6,6,88,9,9,16-3530-53926,"NA",NA,16-3530-53926 NA,FALSE,2,
15-6824-55113,Metionga ,49.72717,-90.47071,49,7,2,90,4,7,15-6824-55113,Metionga,,15-6824-55113 Metionga ,TRUE,3,
15-7026-53901,Middle Shebandowan ,48.64559,-90.26705,48,6,4,90,2,6,15-7026-53901,Middle,Shebandowan,15-7026-53901 Middle Shebandowan ,FALSE,4, 
16-3803-54067,Miner ,48.80311,-88.62951,48,8,0,88,6,2,16-3803-54067,Miner,,16-3803-54067 Miner ,TRUE,3,
15-7171-53313,Moose ,48.10404,-90.08082,48,1,0,90,0,8,15-7171-53313,Moose,,15-7171-53313 Moose ,TRUE,3,
16-3644-54282,Moraine ,48.98836,-88.85198,48,9,8,88,8,5,16-3644-54282,Moraine,,16-3644-54282 Moraine ,TRUE,3,
15-7072-53309,Mountain ,48.1093,-90.22469,48,1,0,90,2,2,15-7072-53309,Mountain,,15-7072-53309 Mountain ,TRUE,3,
15-6672-53552,Mowe ,48.33174,-90.74281,48,3,3,90,7,4,15-6672-53552,Mowe,,15-6672-53552 Mowe ,TRUE,3,
15-7156-54333,Muskeg ,49.01629,-90.04908,49,0,1,90,0,4,15-7156-54333,Muskeg,,15-7156-54333 Muskeg ,TRUE,3,
16-3593-54568,Muskrat ,49.25292,-88.94318,49,2,5,88,9,4,16-3593-54568,Muskrat,,16-3593-54568 Muskrat ,TRUE,3,
15-6681-53680,Myrt ,48.44354,-90.7278,48,4,4,90,7,2,15-6681-53680,Myrt,,15-6681-53680 Myrt ,TRUE,3,
16-3680-53921,Nalla ,48.6695,-88.79215,48,6,6,88,7,9,16-3680-53921,Nalla,,16-3680-53921 Nalla ,TRUE,3,
15-6828-53703,Nelson ,48.46221,-90.52889,48,4,6,90,5,2,15-6828-53703,Nelson,,15-6828-53703 Nelson ,TRUE,3,
16-3921-55210,Nipigon,49.82331,-88.51794,49,8,2,88,5,1,16-3921-55210,Nipigon,NA,16-3921-55210 Nipigon,FALSE,2,
16-3742-54014,Nolan ,48.75422,-88.71122,48,7,5,88,7,1,16-3742-54014,Nolan,,16-3742-54014 Nolan ,TRUE,3,
16-3807-54539,Nonwatinose ,49.22744,-88.63778,49,2,2,88,6,3,16-3807-54539,Nonwatinose,,16-3807-54539 Nonwatinose ,TRUE,3,
15-6844-53328,North ,48.12228,-90.52495,48,1,2,90,5,2,15-6844-53328,North,,15-6844-53328 North ,TRUE,3,
15-6723-53466,Northern Light ,48.24446,-90.6759,48,2,4,90,6,7,15-6723-53466,Northern,Light,15-6723-53466 Northern Light ,FALSE,4, 
16-3346-55390,Obonga ,49.97411,-89.3113,49,9,7,89,3,1,16-3346-55390,Obonga,,16-3346-55390 Obonga ,TRUE,3,
16-3081-53489,Oliver ,48.26566,-89.58774,48,2,6,89,5,8,16-3081-53489,Oliver,,16-3081-53489 Oliver ,TRUE,3,
16-4000-54670,Oskawe ,49.34929,-88.37581,49,3,4,88,3,7,16-4000-54670,Oskawe,,16-4000-54670 Oskawe ,TRUE,3,
15-6981-54703,Pakashkan ,49.39128,-90.27892,49,3,9,90,2,7,15-6981-54703,Pakashkan,,15-6981-54703 Pakashkan ,TRUE,3,
16-3488-53829,Penassen s,48.58443,-89.04505,48,5,8,89,0,4,16-3488-53829,Penassen,s,16-3488-53829 Penassen s,TRUE,3,
16-2870-53613,Pete ,48.37073,-89.87766,48,3,7,89,8,7,16-2870-53613,Pete,,16-2870-53613 Pete ,TRUE,3,
16-4521-55219,Pinel ,49.85723,-87.67222,49,8,5,87,6,7,16-4521-55219,Pinel,,16-4521-55219 Pinel ,TRUE,3,
16-3708-54345,Pringle ,49.05233,-88.76841,49,0,5,88,7,6,16-3708-54345,Pringle,,16-3708-54345 Pringle ,TRUE,3,
16-3964-54451,Purdom ,49.15261,-88.4217,49,1,5,88,4,2,16-3964-54451,Purdom,,16-3964-54451 Purdom ,TRUE,3,
16-3690-53967,Question Mark ,48.71159,-88.78007,48,7,1,88,7,8,16-3690-53967,Question,Mark,16-3690-53967 Question Mark ,FALSE,4, 
16-3610-55699,Randolph ,50.27741,-88.96094,50,2,7,88,9,6,16-3610-55699,Randolph,,16-3610-55699 Randolph ,TRUE,3,
15-6734-54596,Redfox ,49.269,-90.60274,49,2,6,90,6,0,15-6734-54596,Redfox,,15-6734-54596 Redfox ,TRUE,3,
15-6569-53648,Redfox ,48.4187,-90.88119,48,4,1,90,8,8,15-6569-53648,Redfox,,15-6569-53648 Redfox ,TRUE,3,
15-7080-54418,Ricestalk ,49.09563,-90.15218,49,0,9,90,1,5,15-7080-54418,Ricestalk,,15-7080-54418 Ricestalk ,TRUE,3,
16-3223-54503,Rinker ,49.18251,-89.43716,49,1,8,89,4,3,16-3223-54503,Rinker,,16-3223-54503 Rinker ,TRUE,3,
15-6923-53304,Rose ,48.10598,-90.41824,48,1,0,90,4,1,15-6923-53304,Rose,,15-6923-53304 Rose ,TRUE,3,
15-6528-53582,Ross ,48.36006,-90.93755,48,3,6,90,9,3,15-6528-53582,Ross,,15-6528-53582 Ross ,TRUE,3,
15-6659-53963,Rudge ,48.69703,-90.73502,48,6,9,90,7,3,15-6659-53963,Rudge,,15-6659-53963 Rudge ,TRUE,3,
15-6547-53441,Saganaga ,48.2464,-90.91191,48,2,4,90,9,1,15-6547-53441,Saganaga,,15-6547-53441 Saganaga ,TRUE,3,
15-7008-54035,Sanctuary ,48.75436,-90.26735,48,7,5,90,2,6,15-7008-54035,Sanctuary,,15-7008-54035 Sanctuary ,TRUE,3,
16-3076-55545,Sandison ,50.11625,-89.6922,50,1,1,89,6,9,16-3076-55545,Sandison,,16-3076-55545 Sandison ,TRUE,3,
15-7053-53459,Sandstone ,48.23175,-90.24029,48,2,3,90,2,4,15-7053-53459,Sandstone,,15-7053-53459 Sandstone ,TRUE,3,
15-7128-54128,Savanne ,48.83265,-90.09804,48,8,3,90,0,9,15-7128-54128,Savanne,,15-7128-54128 Savanne ,TRUE,3,
16-3240-55701,Shawanabis ,50.26074,-89.47701,50,2,6,89,4,7,16-3240-55701,Shawanabis,,16-3240-55701 Shawanabis ,TRUE,3,
15-6988-53913,Shebandowan s,48.64304,-90.30157,48,6,4,90,3,0,15-6988-53913,Shebandowan,s,15-6988-53913 Shebandowan s,TRUE,3,
15-6987-54642,Shell ,49.29448,-90.26136,49,2,9,90,2,6,15-6987-54642,Shell,,15-6987-54642 Shell ,TRUE,3,
16-3737-53877,Silver ,48.63108,-88.71542,48,6,3,88,7,1,16-3737-53877,Silver,,16-3737-53877 Silver ,TRUE,3,
16-3646-55478,Snowshoe ,50.07008,-88.89478,50,0,7,88,8,9,16-3646-55478,Snowshoe,,16-3646-55478 Snowshoe ,TRUE,3,
15-6824-53301,South ,48.10022,-90.53305,48,1,0,90,5,3,15-6824-53301,South,,15-6824-53301 South ,TRUE,3,
15-7031-55216,Sparkling ,49.81424,-90.17712,49,8,1,90,1,7,15-7031-55216,Sparkling,,15-7031-55216 Sparkling ,TRUE,3,
15-6804-53764,Squeers ,48.51628,-90.55746,48,5,1,90,5,5,15-6804-53764,Squeers,,15-6804-53764 Squeers ,TRUE,3,
