lakeName,latARU,latBsM,longARU,longBsM,latD_aru,latM1_aru,latM2_aru,latD_BsM,latM1_BsM,latM2_BsM,longD_aru,longM1_aru,longM2_aru,longD_BsM,longM1_BsM,longM2_BsM,ARU_LID,bsmWaterbodyID
NA,483437,49.04998,854343,-92.1326,48,3,4,49,0,4,85,4,3,92,1,3,16-5923-53790,15-5634-54332
NA,483437,49.47489,854343,-93.8864,48,3,4,49,4,7,85,4,3,93,8,8,16-5923-53790,15-4356-54806
NA,483437,49.31937,854343,-92.05985,48,3,4,49,3,1,85,4,3,92,0,5,16-5923-53790,15-5684-54631
NA,483437,49.0399,854343,-92.30277,48,3,4,49,0,3,85,4,3,92,3,0,16-5923-53790,15-5510-54322
NA,483437,50.02724,854343,-89.98958,48,3,4,50,0,2,85,4,3,89,9,8,16-5923-53790,16-2858-55459
NA,483437,48.68681,854343,-88.92751,48,3,4,48,6,8,85,4,3,88,9,2,16-5923-53790,16-3582-53944
NA,483437,49.84691,854343,-90.27474,48,3,4,49,8,4,85,4,3,90,2,7,16-5923-53790,15-6959-55251
NA,483437,48.7435,854343,-90.60175,48,3,4,48,7,4,85,4,3,90,6,0,16-5923-53790,15-6763-54017
NA,483437,48.72577,854343,-88.25103,48,3,4,48,7,2,85,4,3,88,2,5,16-5923-53790,16-4080-53975
NA,483437,48.66914,854343,-88.99708,48,3,4,48,6,6,85,4,3,88,9,9,16-5923-53790,16-3530-53926
NA,483437,49.33108,854343,-89.98319,48,3,4,49,3,3,85,4,3,89,9,8,16-5923-53790,16-2832-54685
NA,483437,45.51274,854343,-80.08817,48,3,4,45,5,1,85,4,3,80,0,8,16-5923-53790,17-5717-50405
NA,483437,44.47321,854343,-78.41617,48,3,4,44,4,7,85,4,3,78,4,1,16-5923-53790,17-7055-49277
NA,483437,44.91805,854343,-77.19745,48,3,4,44,9,1,85,4,3,77,1,9,16-5923-53790,18-3267-49749
NA,484119,53.9739,852135,-86.25172,48,4,1,53,9,7,85,2,1,86,2,5,16-6207-53939,16-5494-59810
NA,484119,49.90421,852135,-80.03334,48,4,1,49,9,0,85,2,1,80,0,3,16-6207-53939,17-5694-55282
NA,484119,49.77105,852135,-81.03836,48,4,1,49,7,7,85,2,1,81,0,3,16-6207-53939,17-4972-55128
NA,484119,49.33749,852135,-81.58852,48,4,1,49,3,3,85,2,1,81,5,8,16-6207-53939,17-4572-54649
NA,484119,49.74688,852135,-80.71109,48,4,1,49,7,4,85,2,1,80,7,1,16-6207-53939,17-5208-55103
NA,484119,48.46914,852135,-82.56376,48,4,1,48,4,6,85,2,1,82,5,6,16-6207-53939,17-3844-53694
NA,484119,47.73454,852135,-82.85545,48,4,1,47,7,3,85,2,1,82,8,5,16-6207-53939,17-3609-52882
NA,484119,47.33267,852135,-84.38602,48,4,1,47,3,3,85,2,1,84,3,8,16-6207-53939,16-6975-52452
NA,484119,46.85428,852135,-83.03,48,4,1,46,8,5,85,2,1,83,0,3,16-6207-53939,17-3453-51907
NA,484119,46.94007,852135,-81.21003,48,4,1,46,9,4,85,2,1,81,2,1,16-6207-53939,17-4840-51983
NA,484119,51.14351,852135,-87.96643,48,4,1,51,1,4,85,2,1,87,9,6,16-6207-53939,16-4324-56660
NA,484119,53.13145,852135,-88.30604,48,4,1,53,1,3,85,2,1,88,3,0,16-6207-53939,16-4137-58866
NA,484119,51.07751,852135,-92.21266,48,4,1,51,0,7,85,2,1,92,2,1,16-6207-53939,15-5552-56587
NA,484119,50.77244,852135,-93.35925,48,4,1,50,7,7,85,2,1,93,3,5,16-6207-53939,15-4747-56248
NA,484119,51.01365,852135,-91.87832,48,4,1,51,0,1,85,2,1,91,8,7,16-6207-53939,15-5787-56519
NA,484119,51.43954,852135,-91.98849,48,4,1,51,4,3,85,2,1,91,9,8,16-6207-53939,15-5703-56992
NA,484119,50.23158,852135,-92.91464,48,4,1,50,2,3,85,2,1,92,9,1,16-6207-53939,15-5060-55643
NA,484119,51.39459,852135,-92.99692,48,4,1,51,3,9,85,2,1,92,9,9,16-6207-53939,15-5001-56935
NA,484119,49.66803,852135,-91.95766,48,4,1,49,6,6,85,2,1,91,9,5,16-6207-53939,15-5752-55022
NA,484119,50.04994,852135,-94.11017,48,4,1,50,0,4,85,2,1,94,1,1,16-6207-53939,15-4205-55446
NA,484119,50.42502,852135,-94.68222,48,4,1,50,4,2,85,2,1,94,6,8,16-6207-53939,15-3805-55872
NA,484119,49.04998,852135,-92.1326,48,4,1,49,0,4,85,2,1,92,1,3,16-6207-53939,15-5634-54332
NA,484119,49.47489,852135,-93.8864,48,4,1,49,4,7,85,2,1,93,8,8,16-6207-53939,15-4356-54806
NA,484119,49.31937,852135,-92.05985,48,4,1,49,3,1,85,2,1,92,0,5,16-6207-53939,15-5684-54631
NA,484119,49.0399,852135,-92.30277,48,4,1,49,0,3,85,2,1,92,3,0,16-6207-53939,15-5510-54322
NA,484119,50.02724,852135,-89.98958,48,4,1,50,0,2,85,2,1,89,9,8,16-6207-53939,16-2858-55459
NA,484119,48.68681,852135,-88.92751,48,4,1,48,6,8,85,2,1,88,9,2,16-6207-53939,16-3582-53944
NA,484119,49.84691,852135,-90.27474,48,4,1,49,8,4,85,2,1,90,2,7,16-6207-53939,15-6959-55251
NA,484119,48.7435,852135,-90.60175,48,4,1,48,7,4,85,2,1,90,6,0,16-6207-53939,15-6763-54017
NA,484119,48.72577,852135,-88.25103,48,4,1,48,7,2,85,2,1,88,2,5,16-6207-53939,16-4080-53975
NA,484119,48.66914,852135,-88.99708,48,4,1,48,6,6,85,2,1,88,9,9,16-6207-53939,16-3530-53926
NA,484119,49.33108,852135,-89.98319,48,4,1,49,3,3,85,2,1,89,9,8,16-6207-53939,16-2832-54685
NA,484119,45.51274,852135,-80.08817,48,4,1,45,5,1,85,2,1,80,0,8,16-6207-53939,17-5717-50405
NA,484119,44.47321,852135,-78.41617,48,4,1,44,4,7,85,2,1,78,4,1,16-6207-53939,17-7055-49277
NA,484119,44.91805,852135,-77.19745,48,4,1,44,9,1,85,2,1,77,1,9,16-6207-53939,18-3267-49749
NA,484119,53.9739,852135,-86.25172,48,4,1,53,9,7,85,2,1,86,2,5,16-6207-53937,16-5494-59810
NA,484119,49.90421,852135,-80.03334,48,4,1,49,9,0,85,2,1,80,0,3,16-6207-53937,17-5694-55282
NA,484119,49.77105,852135,-81.03836,48,4,1,49,7,7,85,2,1,81,0,3,16-6207-53937,17-4972-55128
NA,484119,49.33749,852135,-81.58852,48,4,1,49,3,3,85,2,1,81,5,8,16-6207-53937,17-4572-54649
NA,484119,49.74688,852135,-80.71109,48,4,1,49,7,4,85,2,1,80,7,1,16-6207-53937,17-5208-55103
NA,484119,48.46914,852135,-82.56376,48,4,1,48,4,6,85,2,1,82,5,6,16-6207-53937,17-3844-53694
NA,484119,47.73454,852135,-82.85545,48,4,1,47,7,3,85,2,1,82,8,5,16-6207-53937,17-3609-52882
NA,484119,47.33267,852135,-84.38602,48,4,1,47,3,3,85,2,1,84,3,8,16-6207-53937,16-6975-52452
NA,484119,46.85428,852135,-83.03,48,4,1,46,8,5,85,2,1,83,0,3,16-6207-53937,17-3453-51907
NA,484119,46.94007,852135,-81.21003,48,4,1,46,9,4,85,2,1,81,2,1,16-6207-53937,17-4840-51983
NA,484119,51.14351,852135,-87.96643,48,4,1,51,1,4,85,2,1,87,9,6,16-6207-53937,16-4324-56660
NA,484119,53.13145,852135,-88.30604,48,4,1,53,1,3,85,2,1,88,3,0,16-6207-53937,16-4137-58866
NA,484119,51.07751,852135,-92.21266,48,4,1,51,0,7,85,2,1,92,2,1,16-6207-53937,15-5552-56587
NA,484119,50.77244,852135,-93.35925,48,4,1,50,7,7,85,2,1,93,3,5,16-6207-53937,15-4747-56248
NA,484119,51.01365,852135,-91.87832,48,4,1,51,0,1,85,2,1,91,8,7,16-6207-53937,15-5787-56519
NA,484119,51.43954,852135,-91.98849,48,4,1,51,4,3,85,2,1,91,9,8,16-6207-53937,15-5703-56992
NA,484119,50.23158,852135,-92.91464,48,4,1,50,2,3,85,2,1,92,9,1,16-6207-53937,15-5060-55643
NA,484119,51.39459,852135,-92.99692,48,4,1,51,3,9,85,2,1,92,9,9,16-6207-53937,15-5001-56935
NA,484119,49.66803,852135,-91.95766,48,4,1,49,6,6,85,2,1,91,9,5,16-6207-53937,15-5752-55022
NA,484119,50.04994,852135,-94.11017,48,4,1,50,0,4,85,2,1,94,1,1,16-6207-53937,15-4205-55446
NA,484119,50.42502,852135,-94.68222,48,4,1,50,4,2,85,2,1,94,6,8,16-6207-53937,15-3805-55872
NA,484119,49.04998,852135,-92.1326,48,4,1,49,0,4,85,2,1,92,1,3,16-6207-53937,15-5634-54332
NA,484119,49.47489,852135,-93.8864,48,4,1,49,4,7,85,2,1,93,8,8,16-6207-53937,15-4356-54806
NA,484119,49.31937,852135,-92.05985,48,4,1,49,3,1,85,2,1,92,0,5,16-6207-53937,15-5684-54631
NA,484119,49.0399,852135,-92.30277,48,4,1,49,0,3,85,2,1,92,3,0,16-6207-53937,15-5510-54322
NA,484119,50.02724,852135,-89.98958,48,4,1,50,0,2,85,2,1,89,9,8,16-6207-53937,16-2858-55459
NA,484119,48.68681,852135,-88.92751,48,4,1,48,6,8,85,2,1,88,9,2,16-6207-53937,16-3582-53944
NA,484119,49.84691,852135,-90.27474,48,4,1,49,8,4,85,2,1,90,2,7,16-6207-53937,15-6959-55251
NA,484119,48.7435,852135,-90.60175,48,4,1,48,7,4,85,2,1,90,6,0,16-6207-53937,15-6763-54017
NA,484119,48.72577,852135,-88.25103,48,4,1,48,7,2,85,2,1,88,2,5,16-6207-53937,16-4080-53975
NA,484119,48.66914,852135,-88.99708,48,4,1,48,6,6,85,2,1,88,9,9,16-6207-53937,16-3530-53926
NA,484119,49.33108,852135,-89.98319,48,4,1,49,3,3,85,2,1,89,9,8,16-6207-53937,16-2832-54685
NA,484119,45.51274,852135,-80.08817,48,4,1,45,5,1,85,2,1,80,0,8,16-6207-53937,17-5717-50405
NA,484119,44.47321,852135,-78.41617,48,4,1,44,4,7,85,2,1,78,4,1,16-6207-53937,17-7055-49277
NA,484119,44.91805,852135,-77.19745,48,4,1,44,9,1,85,2,1,77,1,9,16-6207-53937,18-3267-49749
NA,484119,53.9739,852135,-86.25172,48,4,1,53,9,7,85,2,1,86,2,5,16-6204-53943,16-5494-59810
NA,484119,49.90421,852135,-80.03334,48,4,1,49,9,0,85,2,1,80,0,3,16-6204-53943,17-5694-55282
NA,484119,49.77105,852135,-81.03836,48,4,1,49,7,7,85,2,1,81,0,3,16-6204-53943,17-4972-55128
NA,484119,49.33749,852135,-81.58852,48,4,1,49,3,3,85,2,1,81,5,8,16-6204-53943,17-4572-54649
NA,484119,49.74688,852135,-80.71109,48,4,1,49,7,4,85,2,1,80,7,1,16-6204-53943,17-5208-55103
NA,484119,48.46914,852135,-82.56376,48,4,1,48,4,6,85,2,1,82,5,6,16-6204-53943,17-3844-53694
NA,484119,47.73454,852135,-82.85545,48,4,1,47,7,3,85,2,1,82,8,5,16-6204-53943,17-3609-52882
NA,484119,47.33267,852135,-84.38602,48,4,1,47,3,3,85,2,1,84,3,8,16-6204-53943,16-6975-52452
NA,484119,46.85428,852135,-83.03,48,4,1,46,8,5,85,2,1,83,0,3,16-6204-53943,17-3453-51907
NA,484119,46.94007,852135,-81.21003,48,4,1,46,9,4,85,2,1,81,2,1,16-6204-53943,17-4840-51983
NA,484119,51.14351,852135,-87.96643,48,4,1,51,1,4,85,2,1,87,9,6,16-6204-53943,16-4324-56660
NA,484119,53.13145,852135,-88.30604,48,4,1,53,1,3,85,2,1,88,3,0,16-6204-53943,16-4137-58866
NA,484119,51.07751,852135,-92.21266,48,4,1,51,0,7,85,2,1,92,2,1,16-6204-53943,15-5552-56587
NA,484119,50.77244,852135,-93.35925,48,4,1,50,7,7,85,2,1,93,3,5,16-6204-53943,15-4747-56248
NA,484119,51.01365,852135,-91.87832,48,4,1,51,0,1,85,2,1,91,8,7,16-6204-53943,15-5787-56519
NA,484119,51.43954,852135,-91.98849,48,4,1,51,4,3,85,2,1,91,9,8,16-6204-53943,15-5703-56992
NA,484119,50.23158,852135,-92.91464,48,4,1,50,2,3,85,2,1,92,9,1,16-6204-53943,15-5060-55643
NA,484119,51.39459,852135,-92.99692,48,4,1,51,3,9,85,2,1,92,9,9,16-6204-53943,15-5001-56935
NA,484119,49.66803,852135,-91.95766,48,4,1,49,6,6,85,2,1,91,9,5,16-6204-53943,15-5752-55022
NA,484119,50.04994,852135,-94.11017,48,4,1,50,0,4,85,2,1,94,1,1,16-6204-53943,15-4205-55446
NA,484119,50.42502,852135,-94.68222,48,4,1,50,4,2,85,2,1,94,6,8,16-6204-53943,15-3805-55872
NA,484119,49.04998,852135,-92.1326,48,4,1,49,0,4,85,2,1,92,1,3,16-6204-53943,15-5634-54332
NA,484119,49.47489,852135,-93.8864,48,4,1,49,4,7,85,2,1,93,8,8,16-6204-53943,15-4356-54806
NA,484119,49.31937,852135,-92.05985,48,4,1,49,3,1,85,2,1,92,0,5,16-6204-53943,15-5684-54631
NA,484119,49.0399,852135,-92.30277,48,4,1,49,0,3,85,2,1,92,3,0,16-6204-53943,15-5510-54322
NA,484119,50.02724,852135,-89.98958,48,4,1,50,0,2,85,2,1,89,9,8,16-6204-53943,16-2858-55459
NA,484119,48.68681,852135,-88.92751,48,4,1,48,6,8,85,2,1,88,9,2,16-6204-53943,16-3582-53944
NA,484119,49.84691,852135,-90.27474,48,4,1,49,8,4,85,2,1,90,2,7,16-6204-53943,15-6959-55251
NA,484119,48.7435,852135,-90.60175,48,4,1,48,7,4,85,2,1,90,6,0,16-6204-53943,15-6763-54017
NA,484119,48.72577,852135,-88.25103,48,4,1,48,7,2,85,2,1,88,2,5,16-6204-53943,16-4080-53975
NA,484119,48.66914,852135,-88.99708,48,4,1,48,6,6,85,2,1,88,9,9,16-6204-53943,16-3530-53926
NA,484119,49.33108,852135,-89.98319,48,4,1,49,3,3,85,2,1,89,9,8,16-6204-53943,16-2832-54685
NA,484119,45.51274,852135,-80.08817,48,4,1,45,5,1,85,2,1,80,0,8,16-6204-53943,17-5717-50405
NA,484119,44.47321,852135,-78.41617,48,4,1,44,4,7,85,2,1,78,4,1,16-6204-53943,17-7055-49277
NA,484119,44.91805,852135,-77.19745,48,4,1,44,9,1,85,2,1,77,1,9,16-6204-53943,18-3267-49749
NA,484119,53.9739,852135,-86.25172,48,4,1,53,9,7,85,2,1,86,2,5,16-6202-53930,16-5494-59810
NA,484119,49.90421,852135,-80.03334,48,4,1,49,9,0,85,2,1,80,0,3,16-6202-53930,17-5694-55282
NA,484119,49.77105,852135,-81.03836,48,4,1,49,7,7,85,2,1,81,0,3,16-6202-53930,17-4972-55128
NA,484119,49.33749,852135,-81.58852,48,4,1,49,3,3,85,2,1,81,5,8,16-6202-53930,17-4572-54649
NA,484119,49.74688,852135,-80.71109,48,4,1,49,7,4,85,2,1,80,7,1,16-6202-53930,17-5208-55103
NA,484119,48.46914,852135,-82.56376,48,4,1,48,4,6,85,2,1,82,5,6,16-6202-53930,17-3844-53694
NA,484119,47.73454,852135,-82.85545,48,4,1,47,7,3,85,2,1,82,8,5,16-6202-53930,17-3609-52882
NA,484119,47.33267,852135,-84.38602,48,4,1,47,3,3,85,2,1,84,3,8,16-6202-53930,16-6975-52452
NA,484119,46.85428,852135,-83.03,48,4,1,46,8,5,85,2,1,83,0,3,16-6202-53930,17-3453-51907
NA,484119,46.94007,852135,-81.21003,48,4,1,46,9,4,85,2,1,81,2,1,16-6202-53930,17-4840-51983
NA,484119,51.14351,852135,-87.96643,48,4,1,51,1,4,85,2,1,87,9,6,16-6202-53930,16-4324-56660
NA,484119,53.13145,852135,-88.30604,48,4,1,53,1,3,85,2,1,88,3,0,16-6202-53930,16-4137-58866
NA,484119,51.07751,852135,-92.21266,48,4,1,51,0,7,85,2,1,92,2,1,16-6202-53930,15-5552-56587
NA,484119,50.77244,852135,-93.35925,48,4,1,50,7,7,85,2,1,93,3,5,16-6202-53930,15-4747-56248
NA,484119,51.01365,852135,-91.87832,48,4,1,51,0,1,85,2,1,91,8,7,16-6202-53930,15-5787-56519
NA,484119,51.43954,852135,-91.98849,48,4,1,51,4,3,85,2,1,91,9,8,16-6202-53930,15-5703-56992
NA,484119,50.23158,852135,-92.91464,48,4,1,50,2,3,85,2,1,92,9,1,16-6202-53930,15-5060-55643
NA,484119,51.39459,852135,-92.99692,48,4,1,51,3,9,85,2,1,92,9,9,16-6202-53930,15-5001-56935
NA,484119,49.66803,852135,-91.95766,48,4,1,49,6,6,85,2,1,91,9,5,16-6202-53930,15-5752-55022
NA,484119,50.04994,852135,-94.11017,48,4,1,50,0,4,85,2,1,94,1,1,16-6202-53930,15-4205-55446
NA,484119,50.42502,852135,-94.68222,48,4,1,50,4,2,85,2,1,94,6,8,16-6202-53930,15-3805-55872
NA,484119,49.04998,852135,-92.1326,48,4,1,49,0,4,85,2,1,92,1,3,16-6202-53930,15-5634-54332
NA,484119,49.47489,852135,-93.8864,48,4,1,49,4,7,85,2,1,93,8,8,16-6202-53930,15-4356-54806
NA,484119,49.31937,852135,-92.05985,48,4,1,49,3,1,85,2,1,92,0,5,16-6202-53930,15-5684-54631
NA,484119,49.0399,852135,-92.30277,48,4,1,49,0,3,85,2,1,92,3,0,16-6202-53930,15-5510-54322
NA,484119,50.02724,852135,-89.98958,48,4,1,50,0,2,85,2,1,89,9,8,16-6202-53930,16-2858-55459
NA,484119,48.68681,852135,-88.92751,48,4,1,48,6,8,85,2,1,88,9,2,16-6202-53930,16-3582-53944
NA,484119,49.84691,852135,-90.27474,48,4,1,49,8,4,85,2,1,90,2,7,16-6202-53930,15-6959-55251
NA,484119,48.7435,852135,-90.60175,48,4,1,48,7,4,85,2,1,90,6,0,16-6202-53930,15-6763-54017
NA,484119,48.72577,852135,-88.25103,48,4,1,48,7,2,85,2,1,88,2,5,16-6202-53930,16-4080-53975
NA,484119,48.66914,852135,-88.99708,48,4,1,48,6,6,85,2,1,88,9,9,16-6202-53930,16-3530-53926
NA,484119,49.33108,852135,-89.98319,48,4,1,49,3,3,85,2,1,89,9,8,16-6202-53930,16-2832-54685
NA,484119,45.51274,852135,-80.08817,48,4,1,45,5,1,85,2,1,80,0,8,16-6202-53930,17-5717-50405
NA,484119,44.47321,852135,-78.41617,48,4,1,44,4,7,85,2,1,78,4,1,16-6202-53930,17-7055-49277
NA,484119,44.91805,852135,-77.19745,48,4,1,44,9,1,85,2,1,77,1,9,16-6202-53930,18-3267-49749
NA,480805,53.9739,844354,-86.25172,48,0,8,53,9,7,84,4,3,86,2,5,16-6688-53335,16-5494-59810
NA,480805,49.90421,844354,-80.03334,48,0,8,49,9,0,84,4,3,80,0,3,16-6688-53335,17-5694-55282
NA,480805,49.77105,844354,-81.03836,48,0,8,49,7,7,84,4,3,81,0,3,16-6688-53335,17-4972-55128
NA,480805,49.33749,844354,-81.58852,48,0,8,49,3,3,84,4,3,81,5,8,16-6688-53335,17-4572-54649
NA,480805,49.74688,844354,-80.71109,48,0,8,49,7,4,84,4,3,80,7,1,16-6688-53335,17-5208-55103
NA,480805,48.46914,844354,-82.56376,48,0,8,48,4,6,84,4,3,82,5,6,16-6688-53335,17-3844-53694
NA,480805,47.73454,844354,-82.85545,48,0,8,47,7,3,84,4,3,82,8,5,16-6688-53335,17-3609-52882
NA,480805,47.33267,844354,-84.38602,48,0,8,47,3,3,84,4,3,84,3,8,16-6688-53335,16-6975-52452
NA,480805,46.85428,844354,-83.03,48,0,8,46,8,5,84,4,3,83,0,3,16-6688-53335,17-3453-51907
NA,480805,46.94007,844354,-81.21003,48,0,8,46,9,4,84,4,3,81,2,1,16-6688-53335,17-4840-51983
NA,480805,51.14351,844354,-87.96643,48,0,8,51,1,4,84,4,3,87,9,6,16-6688-53335,16-4324-56660
NA,480805,53.13145,844354,-88.30604,48,0,8,53,1,3,84,4,3,88,3,0,16-6688-53335,16-4137-58866
NA,480805,51.07751,844354,-92.21266,48,0,8,51,0,7,84,4,3,92,2,1,16-6688-53335,15-5552-56587
NA,480805,50.77244,844354,-93.35925,48,0,8,50,7,7,84,4,3,93,3,5,16-6688-53335,15-4747-56248
NA,480805,51.01365,844354,-91.87832,48,0,8,51,0,1,84,4,3,91,8,7,16-6688-53335,15-5787-56519
NA,480805,51.43954,844354,-91.98849,48,0,8,51,4,3,84,4,3,91,9,8,16-6688-53335,15-5703-56992
NA,480805,50.23158,844354,-92.91464,48,0,8,50,2,3,84,4,3,92,9,1,16-6688-53335,15-5060-55643
NA,480805,51.39459,844354,-92.99692,48,0,8,51,3,9,84,4,3,92,9,9,16-6688-53335,15-5001-56935
NA,480805,49.66803,844354,-91.95766,48,0,8,49,6,6,84,4,3,91,9,5,16-6688-53335,15-5752-55022
NA,480805,50.04994,844354,-94.11017,48,0,8,50,0,4,84,4,3,94,1,1,16-6688-53335,15-4205-55446
NA,480805,50.42502,844354,-94.68222,48,0,8,50,4,2,84,4,3,94,6,8,16-6688-53335,15-3805-55872
NA,480805,49.04998,844354,-92.1326,48,0,8,49,0,4,84,4,3,92,1,3,16-6688-53335,15-5634-54332
NA,480805,49.47489,844354,-93.8864,48,0,8,49,4,7,84,4,3,93,8,8,16-6688-53335,15-4356-54806
NA,480805,49.31937,844354,-92.05985,48,0,8,49,3,1,84,4,3,92,0,5,16-6688-53335,15-5684-54631
NA,480805,49.0399,844354,-92.30277,48,0,8,49,0,3,84,4,3,92,3,0,16-6688-53335,15-5510-54322
NA,480805,50.02724,844354,-89.98958,48,0,8,50,0,2,84,4,3,89,9,8,16-6688-53335,16-2858-55459
NA,480805,48.68681,844354,-88.92751,48,0,8,48,6,8,84,4,3,88,9,2,16-6688-53335,16-3582-53944
NA,480805,49.84691,844354,-90.27474,48,0,8,49,8,4,84,4,3,90,2,7,16-6688-53335,15-6959-55251
NA,480805,48.7435,844354,-90.60175,48,0,8,48,7,4,84,4,3,90,6,0,16-6688-53335,15-6763-54017
NA,480805,48.72577,844354,-88.25103,48,0,8,48,7,2,84,4,3,88,2,5,16-6688-53335,16-4080-53975
NA,480805,48.66914,844354,-88.99708,48,0,8,48,6,6,84,4,3,88,9,9,16-6688-53335,16-3530-53926
NA,480805,49.33108,844354,-89.98319,48,0,8,49,3,3,84,4,3,89,9,8,16-6688-53335,16-2832-54685
NA,480805,45.51274,844354,-80.08817,48,0,8,45,5,1,84,4,3,80,0,8,16-6688-53335,17-5717-50405
NA,480805,44.47321,844354,-78.41617,48,0,8,44,4,7,84,4,3,78,4,1,16-6688-53335,17-7055-49277
NA,480805,44.91805,844354,-77.19745,48,0,8,44,9,1,84,4,3,77,1,9,16-6688-53335,18-3267-49749
NA,483805,53.9739,852422,-86.25172,48,3,8,53,9,7,85,2,4,86,2,5,16-6180-53880,16-5494-59810
NA,483805,49.90421,852422,-80.03334,48,3,8,49,9,0,85,2,4,80,0,3,16-6180-53880,17-5694-55282
NA,483805,49.77105,852422,-81.03836,48,3,8,49,7,7,85,2,4,81,0,3,16-6180-53880,17-4972-55128
NA,483805,49.33749,852422,-81.58852,48,3,8,49,3,3,85,2,4,81,5,8,16-6180-53880,17-4572-54649
NA,483805,49.74688,852422,-80.71109,48,3,8,49,7,4,85,2,4,80,7,1,16-6180-53880,17-5208-55103
NA,483805,48.46914,852422,-82.56376,48,3,8,48,4,6,85,2,4,82,5,6,16-6180-53880,17-3844-53694
NA,483805,47.73454,852422,-82.85545,48,3,8,47,7,3,85,2,4,82,8,5,16-6180-53880,17-3609-52882
NA,483805,47.33267,852422,-84.38602,48,3,8,47,3,3,85,2,4,84,3,8,16-6180-53880,16-6975-52452
NA,483805,46.85428,852422,-83.03,48,3,8,46,8,5,85,2,4,83,0,3,16-6180-53880,17-3453-51907
NA,483805,46.94007,852422,-81.21003,48,3,8,46,9,4,85,2,4,81,2,1,16-6180-53880,17-4840-51983
NA,483805,51.14351,852422,-87.96643,48,3,8,51,1,4,85,2,4,87,9,6,16-6180-53880,16-4324-56660
NA,483805,53.13145,852422,-88.30604,48,3,8,53,1,3,85,2,4,88,3,0,16-6180-53880,16-4137-58866
NA,483805,51.07751,852422,-92.21266,48,3,8,51,0,7,85,2,4,92,2,1,16-6180-53880,15-5552-56587
NA,483805,50.77244,852422,-93.35925,48,3,8,50,7,7,85,2,4,93,3,5,16-6180-53880,15-4747-56248
NA,483805,51.01365,852422,-91.87832,48,3,8,51,0,1,85,2,4,91,8,7,16-6180-53880,15-5787-56519
NA,483805,51.43954,852422,-91.98849,48,3,8,51,4,3,85,2,4,91,9,8,16-6180-53880,15-5703-56992
NA,483805,50.23158,852422,-92.91464,48,3,8,50,2,3,85,2,4,92,9,1,16-6180-53880,15-5060-55643
NA,483805,51.39459,852422,-92.99692,48,3,8,51,3,9,85,2,4,92,9,9,16-6180-53880,15-5001-56935
NA,483805,49.66803,852422,-91.95766,48,3,8,49,6,6,85,2,4,91,9,5,16-6180-53880,15-5752-55022
NA,483805,50.04994,852422,-94.11017,48,3,8,50,0,4,85,2,4,94,1,1,16-6180-53880,15-4205-55446
NA,483805,50.42502,852422,-94.68222,48,3,8,50,4,2,85,2,4,94,6,8,16-6180-53880,15-3805-55872
NA,483805,49.04998,852422,-92.1326,48,3,8,49,0,4,85,2,4,92,1,3,16-6180-53880,15-5634-54332
NA,483805,49.47489,852422,-93.8864,48,3,8,49,4,7,85,2,4,93,8,8,16-6180-53880,15-4356-54806
NA,483805,49.31937,852422,-92.05985,48,3,8,49,3,1,85,2,4,92,0,5,16-6180-53880,15-5684-54631
NA,483805,49.0399,852422,-92.30277,48,3,8,49,0,3,85,2,4,92,3,0,16-6180-53880,15-5510-54322
NA,483805,50.02724,852422,-89.98958,48,3,8,50,0,2,85,2,4,89,9,8,16-6180-53880,16-2858-55459
NA,483805,48.68681,852422,-88.92751,48,3,8,48,6,8,85,2,4,88,9,2,16-6180-53880,16-3582-53944
NA,483805,49.84691,852422,-90.27474,48,3,8,49,8,4,85,2,4,90,2,7,16-6180-53880,15-6959-55251
NA,483805,48.7435,852422,-90.60175,48,3,8,48,7,4,85,2,4,90,6,0,16-6180-53880,15-6763-54017
NA,483805,48.72577,852422,-88.25103,48,3,8,48,7,2,85,2,4,88,2,5,16-6180-53880,16-4080-53975
NA,483805,48.66914,852422,-88.99708,48,3,8,48,6,6,85,2,4,88,9,9,16-6180-53880,16-3530-53926
NA,483805,49.33108,852422,-89.98319,48,3,8,49,3,3,85,2,4,89,9,8,16-6180-53880,16-2832-54685
NA,483805,45.51274,852422,-80.08817,48,3,8,45,5,1,85,2,4,80,0,8,16-6180-53880,17-5717-50405
NA,483805,44.47321,852422,-78.41617,48,3,8,44,4,7,85,2,4,78,4,1,16-6180-53880,17-7055-49277
NA,483805,44.91805,852422,-77.19745,48,3,8,44,9,1,85,2,4,77,1,9,16-6180-53880,18-3267-49749
NA,483207,53.9739,850839,-86.25172,48,3,2,53,9,7,85,0,8,86,2,5,16-6370-53772,16-5494-59810
NA,483207,49.90421,850839,-80.03334,48,3,2,49,9,0,85,0,8,80,0,3,16-6370-53772,17-5694-55282
NA,483207,49.77105,850839,-81.03836,48,3,2,49,7,7,85,0,8,81,0,3,16-6370-53772,17-4972-55128
NA,483207,49.33749,850839,-81.58852,48,3,2,49,3,3,85,0,8,81,5,8,16-6370-53772,17-4572-54649
NA,483207,49.74688,850839,-80.71109,48,3,2,49,7,4,85,0,8,80,7,1,16-6370-53772,17-5208-55103
NA,483207,48.46914,850839,-82.56376,48,3,2,48,4,6,85,0,8,82,5,6,16-6370-53772,17-3844-53694
NA,483207,47.73454,850839,-82.85545,48,3,2,47,7,3,85,0,8,82,8,5,16-6370-53772,17-3609-52882
