lakeName,ARU_LID,LATITUDE,LONGITUDE,latD,latM1,latM2,longD,longM1,longM2,lakeName_a,lakeName_b,waterbodyAndLake,waterbodyAndLake_ok,waterbodyAndLake_pieces,waterbodyAndLake_remainder
Separation,15-4005-55667,501445,942343,50,1,4,94,2,3,Separation,NA,Separation,FALSE,1,
Separation,17-5317-53235,480358,803429,48,0,3,80,3,4,Separation,NA,Separation,FALSE,1,
September,17-3883-52880,474416,822923,47,4,4,82,2,9,September,NA,September,FALSE,1,
Serene,17-6222-51772,464420,792402,46,4,4,79,2,4,Serene,NA,Serene,FALSE,1,
Serpent,15-6089-54300,490055,913040,49,0,0,91,3,0,Serpent,NA,Serpent,FALSE,1,
Serpent,18-3170-50161,451634,772000,45,1,6,77,2,0,Serpent,NA,Serpent,FALSE,1,
Serpentine,17-5111-52801,474034,805106,47,4,0,80,5,1,Serpentine,NA,Serpentine,FALSE,1,
Serpentine,17-7230-49643,444757,781052,44,4,7,78,1,0,Serpentine,NA,Serpentine,FALSE,1,
Serviss,17-3355-53028,475133,831156,47,5,1,83,1,1,Serviss,NA,Serviss,FALSE,1,
Sesabic,17-3197-52031,465733,832212,46,5,7,83,2,2,Sesabic,NA,Sesabic,FALSE,1,
Seseganaga,15-6890-55500,500428,902131,50,0,4,90,2,1,Seseganaga,NA,Seseganaga,FALSE,1,
Sesekinika,17-5566-53370,481110,801420,48,1,1,80,1,4,Sesekinika,NA,Sesekinika,FALSE,1,
Seven,17-6318-50847,455418,791802,45,5,4,79,1,8,Seven,NA,Seven,FALSE,1,
Seveninch,17-4990-53103,475653,810048,47,5,6,81,0,0,Seveninch,NA,Seveninch,FALSE,1,
Seventh,17-4354-52358,471628,815114,47,1,6,81,5,1,Seventh,NA,Seventh,FALSE,1,
Severn,15-6504-59865,540025,904216,54,0,0,90,4,2,Severn,NA,Severn,FALSE,1,
Sewell,17-4276-53416,481331,815829,48,1,3,81,5,8,Sewell,NA,Sewell,FALSE,1,
Sexsmith,16-5155-55678,501552,864656,50,1,5,86,4,6,Sexsmith,NA,Sexsmith,FALSE,1,
Seymour,17-3298-51798,464508,831342,46,4,5,83,1,3,Seymour,NA,Seymour,FALSE,1,
Shabomeka,18-3313-49730,NA,NA,NA,NA,NA,NA,NA,NA,Shabomeka,NA,Shabomeka,FALSE,1,
Shabu,15-5046-56849,511902,925605,51,1,9,92,5,6,Shabu,NA,Shabu,FALSE,1,
Shabuskwia,16-3601-56788,511443,890017,51,1,4,89,0,0,Shabuskwia,NA,Shabuskwia,FALSE,1,
Shacabac,16-5774-55353,495800,855514,49,5,8,85,5,5,Shacabac,NA,Shacabac,FALSE,1,
Shack,17-4748-52252,471053,811959,47,1,0,81,1,9,Shack,NA,Shack,FALSE,1,
Shack,17-3884-54235,485724,823129,48,5,7,82,3,1,Shack,NA,Shack,FALSE,1,
Shackleton,17-4326-54609,491757,815536,49,1,7,81,5,5,Shackleton,NA,Shackleton,FALSE,1,
Shaco,15-6831-53478,481532,903159,48,1,5,90,3,1,Shaco,NA,Shaco,FALSE,1,
Shad,17-6462-50987,460140,790639,46,0,1,79,0,6,Shad,NA,Shad,FALSE,1,
Shadow,17-2969-52129,470226,834026,47,0,2,83,4,0,Shadow,NA,Shadow,FALSE,1,
Shadow,17-6749-49534,444253,784730,44,4,2,78,4,7,Shadow,NA,Shadow,FALSE,1,
Shadow,17-6388-48773,440216,791602,44,0,2,79,1,6,Shadow,NA,Shadow,FALSE,1,
Shadowmere,17-6272-48674,435702,792452,43,5,7,79,2,4,Shadowmere,NA,Shadowmere,FALSE,1,
Shafton,15-7043-53938,483956,901331,48,3,9,90,1,3,Shafton,NA,Shafton,FALSE,1,
Shakashi,16-7053-53051,475206,841520,47,5,2,84,1,5,Shakashi,NA,Shakashi,FALSE,1,
Shakwa,17-4248-51802,464622,815905,46,4,6,81,5,9,Shakwa,NA,Shakwa,FALSE,1,
Shale,16-3625-53569,482108,885119,48,2,1,88,5,1,Shale,NA,Shale,FALSE,1,
Shall,17-7288-50586,453842,780349,45,3,8,78,0,3,Shall,NA,Shall,FALSE,1,
Shallnot,17-7295-50603,453937,780317,45,3,9,78,0,3,Shallnot,NA,Shallnot,FALSE,1,
Shallow,16-3228-53719,NA,NA,NA,NA,NA,NA,NA,NA,Shallow,NA,Shallow,FALSE,1,
Shallow,17-3353-55022,493905,831657,49,3,9,83,1,6,Shallow,NA,Shallow,FALSE,1,
Shallow,17-5742-52372,471711,800108,47,1,7,80,0,1,Shallow,NA,Shallow,FALSE,1,
Shallow,17-4923-49387,443613,810549,44,3,6,81,0,5,Shallow,NA,Shallow,FALSE,1,
Shamattawa,16-5856-60025,540954,854121,54,0,9,85,4,1,Shamattawa,NA,Shamattawa,FALSE,1,
Shamrock,16-4177-54578,491609,880751,49,1,6,88,0,7,Shamrock,NA,Shamrock,FALSE,1,
Shand,17-3377-52392,471716,830846,47,1,7,83,0,8,Shand,NA,Shand,FALSE,1,
Shanguish,17-3867-52169,470552,822934,47,0,5,82,2,9,Shanguish,NA,Shanguish,FALSE,1,
Shannon,17-3280-55180,494731,832321,49,4,7,83,2,3,Shannon,NA,Shannon,FALSE,1,
Shanty,15-6255-55202,494924,911520,49,4,9,91,1,5,Shanty,NA,Shanty,FALSE,1,
Shanty,17-6277-51799,464545,791942,46,4,5,79,1,9,Shanty,NA,Shanty,FALSE,1,
Shanty,18-3061-50046,451014,772805,45,1,0,77,2,8,Shanty,NA,Shanty,FALSE,1,
Shapeless,16-6667-54896,493216,844147,49,3,2,84,4,1,Shapeless,NA,Shapeless,FALSE,1,
Sharbot,18-3690-49578,444549,763920,44,4,5,76,3,9,Sharbot,NA,Sharbot,FALSE,1,
Shark,17-7217-49462,443811,781217,44,3,8,78,1,2,Shark,NA,Shark,FALSE,1,
Sharon,17-3927-51637,463712,822406,46,3,7,82,2,4,Sharon,NA,Sharon,FALSE,1,
Sharp,15-5681-56320,505017,920157,50,5,0,92,0,1,Sharp,NA,Sharp,FALSE,1,
Sharp,17-5955-52516,472446,794403,47,2,4,79,4,4,Sharp,NA,Sharp,FALSE,1,
Sharpstone,15-3660-57660,520150,945711,52,0,1,94,5,7,Sharpstone,NA,Sharpstone,FALSE,1,
Sharrow,18-2955-49949,NA,NA,NA,NA,NA,NA,NA,NA,Sharrow,NA,Sharrow,FALSE,1,
Shasta,16-7163-52911,474420,840653,47,4,4,84,0,6,Shasta,NA,Shasta,FALSE,1,
Shaw,15-6034-54589,491635,913440,49,1,6,91,3,4,Shaw,NA,Shaw,FALSE,1,
Shaw,16-6741-54440,490734,843647,49,0,7,84,3,6,Shaw,NA,Shaw,FALSE,1,
Shaw,17-6395-50875,455544,791201,45,5,5,79,1,2,Shaw,NA,Shaw,FALSE,1,
Shaw,17-6118-49731,445415,793501,44,5,4,79,3,5,Shaw,NA,Shaw,FALSE,1,
Shawanabis,16-3240-55702,NA,NA,NA,NA,NA,NA,NA,NA,Shawanabis,NA,Shawanabis,FALSE,1,
Shawanaga,17-5791-50459,453351,795913,45,3,3,79,5,9,Shawanaga,NA,Shawanaga,FALSE,1,
Shawenegog,18-3380-49750,445444,770309,44,5,4,77,0,3,Shawenegog,NA,Shawenegog,FALSE,1,
Shebandowans,15-6988-53913,483842,901805,48,3,8,90,1,8,Shebandowans,NA,Shebandowans,FALSE,1,
Shebeshekong,17-5636-50323,452635,801112,45,2,6,80,1,1,Shebeshekong,NA,Shebeshekong,FALSE,1,
Sheedy,17-6463-51271,461701,790601,46,1,7,79,0,6,Sheedy,NA,Sheedy,FALSE,1,
Sheila,15-4424-55064,494233,934756,49,4,2,93,4,7,Sheila,NA,Sheila,FALSE,1,
Shekak,16-6398-54390,490524,850506,49,0,5,85,0,5,Shekak,NA,Shekak,FALSE,1,
Shelden,17-3014-51622,463510,833530,46,3,5,83,3,5,Shelden,NA,Shelden,FALSE,1,
Sheldon,17-6703-49682,445057,785044,44,5,0,78,5,0,Sheldon,NA,Sheldon,FALSE,1,
Sheldrake,18-3198-49647,444852,771643,44,4,8,77,1,6,Sheldrake,NA,Sheldrake,FALSE,1,
Shell,17-5125-49081,441940,805038,44,1,9,80,5,0,Shell,NA,Shell,FALSE,1,
Shellbrook,16-4804-61236,551538,871827,55,1,5,87,1,8,Shellbrook,NA,Shellbrook,FALSE,1,
Shellrock,17-3073-51451,NA,NA,NA,NA,NA,NA,NA,NA,Shellrock,NA,Shellrock,FALSE,1,
Shepherd,17-5990-52981,474950,794040,47,4,9,79,4,0,Shepherd,NA,Shepherd,FALSE,1,
Shepherd,17-4901-49448,443929,810732,44,3,9,81,0,7,Shepherd,NA,Shepherd,FALSE,1,
Sheppard,17-3044-52660,473113,833551,47,3,1,83,3,5,Sheppard,NA,Sheppard,FALSE,1,
Sheppard,17-5163-51224,461525,804719,46,1,5,80,4,7,Sheppard,NA,Sheppard,FALSE,1,
Sheppard,17-5124-49357,443435,805039,44,3,4,80,5,0,Sheppard,NA,Sheppard,FALSE,1,
Sheraton,17-5186-53654,482636,804454,48,2,6,80,4,4,Sheraton,NA,Sheraton,FALSE,1,
Sherborne,17-6737-50047,451036,784721,45,1,0,78,4,7,Sherborne,NA,Sherborne,FALSE,1,
Sheriff,17-3763-51402,462422,823633,46,2,4,82,3,6,Sheriff,NA,Sheriff,FALSE,1,
Sherlock,17-3662-53574,NA,NA,NA,NA,NA,NA,NA,NA,Sherlock,NA,Sherlock,FALSE,1,
Sherman,15-6025-60404,543011,912459,54,3,0,91,2,4,Sherman,NA,Sherman,FALSE,1,
Shikag,15-6625-55129,494454,904441,49,4,4,90,4,4,Shikag,NA,Shikag,FALSE,1,
Shikwamkwa,16-7128-53305,480539,840833,48,0,5,84,0,8,Shikwamkwa,NA,Shikwamkwa,FALSE,1,
Shillabeer,16-3735-54410,490639,884358,49,0,6,88,4,3,Shillabeer,NA,Shillabeer,FALSE,1,
Shillington,17-5265-52901,474556,803845,47,4,5,80,3,8,Shillington,NA,Shillington,FALSE,1,
Shinbone,15-5772-58074,522448,915154,52,2,4,91,5,1,Shinbone,NA,Shinbone,FALSE,1,
Shiner,18-3525-50118,451447,765246,45,1,4,76,5,2,Shiner,NA,Shiner,FALSE,1,
Shingwak,17-4754-51024,460436,811905,46,0,4,81,1,9,Shingwak,NA,Shingwak,FALSE,1,
Shiny,15-6279-55307,495500,911306,49,5,5,91,1,3,Shiny,NA,Shiny,FALSE,1,
Shippagew,17-6790-50718,454642,784152,45,4,6,78,4,1,Shippagew,NA,Shippagew,FALSE,1,
Shirley,17-5393-54775,492702,802727,49,2,7,80,2,7,Shirley,NA,Shirley,FALSE,1,
Shirley,16-6990-55007,493740,841440,49,3,7,84,1,4,Shirley,NA,Shirley,FALSE,1,
Shirley,17-7239-50633,454121,780727,45,4,1,78,0,7,Shirley,NA,Shirley,FALSE,1,
Shirtcliff,18-3311-49394,443525,770742,44,3,5,77,0,7,Shirtcliff,NA,Shirtcliff,FALSE,1,
Shiwegobau,17-5548-55434,500231,801407,50,0,2,80,1,4,Shiwegobau,NA,Shiwegobau,FALSE,1,
Shoe,15-4773-54753,492555,931845,49,2,5,93,1,8,Shoe,NA,Shoe,FALSE,1,
Shoe,17-4541-51785,464538,813603,46,4,5,81,3,6,Shoe,NA,Shoe,FALSE,1,
Shoe,17-6643-50080,451230,785430,45,1,2,78,5,4,Shoe,NA,Shoe,FALSE,1,
Shoehorn,15-6609-55835,502300,904410,50,2,3,90,4,4,Shoehorn,NA,Shoehorn,FALSE,1,
Shoelace,17-6763-50084,451233,784518,45,1,2,78,4,5,Shoelace,NA,Shoelace,FALSE,1,
Shoepack,17-4809-52579,472835,811511,47,2,8,81,1,5,Shoepack,NA,Shoepack,FALSE,1,
Shoepack,17-3799-51829,464728,823423,46,4,7,82,3,4,Shoepack,NA,Shoepack,FALSE,1,
Shoepack,18-3375-49678,445048,770321,44,5,0,77,0,3,Shoepack,NA,Shoepack,FALSE,1,
Shoofly,17-4713-52302,471335,812246,47,1,3,81,2,2,Shoofly,NA,Shoofly,FALSE,1,
Shouldice,17-4668-49991,450849,812519,45,0,8,81,2,5,Shouldice,NA,Shouldice,FALSE,1,
Shrew,16-6770-54921,NA,NA,NA,NA,NA,NA,NA,NA,Shrew,NA,Shrew,FALSE,1,
Shrew,17-7277-50647,454202,780430,45,4,2,78,0,4,Shrew,NA,Shrew,FALSE,1,
Shrimp,15-5977-54938,493527,913855,49,3,5,91,3,8,Shrimp,NA,Shrimp,FALSE,1,
Shrub,15-4351-55358,495821,935418,49,5,8,93,5,4,Shrub,NA,Shrub,FALSE,1,
Shunsby,17-3553-52967,474835,825557,47,4,8,82,5,5,Shunsby,NA,Shunsby,FALSE,1,
Sibbald,17-5313-54060,484831,803428,48,4,8,80,3,4,Sibbald,NA,Sibbald,FALSE,1,
Sidace,15-4644-56840,511829,933039,51,1,8,93,3,0,Sidace,NA,Sidace,FALSE,1,
Siddon,18-2710-49901,450145,775425,45,0,1,77,5,4,Siddon,NA,Siddon,FALSE,1,
Side,17-5899-53468,481612,794719,48,1,6,79,4,7,Side,NA,Side,FALSE,1,
Sideburned,17-3112-52907,474438,833108,47,4,4,83,3,1,Sideburned,NA,Sideburned,FALSE,1,
Sider,16-6744-54986,493701,843507,49,3,7,84,3,5,Sider,NA,Sider,FALSE,1,
Sidious,15-4096-56216,504428,941654,50,4,4,94,1,6,Sidious,NA,Sidious,FALSE,1,
Siess,15-7097-55255,495050,900457,49,5,0,90,0,4,Siess,NA,Siess,FALSE,1,
Sigs,17-5234-52820,474136,804118,47,4,1,80,4,1,Sigs,NA,Sigs,FALSE,1,
Sigurd,15-5973-55837,502358,913752,50,2,3,91,3,7,Sigurd,NA,Sigurd,FALSE,1,
Silcox,15-4741-57335,514514,932232,51,4,5,93,2,2,Silcox,NA,Silcox,FALSE,1,
Silence,15-6207-53435,481407,912228,48,1,4,91,2,2,Silence,NA,Silence,FALSE,1,
Silent,17-7321-49771,445442,780336,44,5,4,78,0,3,Silent,NA,Silent,FALSE,1,
Sill,16-7099-51834,464624,841500,46,4,6,84,1,5,Sill,NA,Sill,FALSE,1,
Silver,15-4153-55253,495235,941042,49,5,2,94,1,0,Silver,NA,Silver,FALSE,1,
Silver,15-6881-55875,502442,902111,50,2,4,90,2,1,Silver,NA,Silver,FALSE,1,
Silver,16-3737-53877,483753,884252,48,3,7,88,4,2,Silver,NA,Silver,FALSE,1,
Silver,17-3532-50820,455239,825329,45,5,2,82,5,3,Silver,NA,Silver,FALSE,1,
Silver,17-4314-50996,NA,NA,NA,NA,NA,NA,NA,NA,Silver,NA,Silver,FALSE,1,
Silver,17-5570-51781,464523,801515,46,4,5,80,1,5,Silver,NA,Silver,FALSE,1,
Silver,17-6328-49732,445406,791902,44,5,4,79,1,9,Silver,NA,Silver,FALSE,1,
Silver,17-6129-49968,450703,793353,45,0,7,79,3,3,Silver,NA,Silver,FALSE,1,
Silver,17-6744-49500,444103,784758,44,4,1,78,4,7,Silver,NA,Silver,FALSE,1,
Silver,17-5943-50084,451328,794757,45,1,3,79,4,7,Silver,NA,Silver,FALSE,1,
Silver,18-3229-50421,453044,771603,45,3,0,77,1,6,Silver,NA,Silver,FALSE,1,
Silver,18-3735-49648,444939,763559,44,4,9,76,3,5,Silver,NA,Silver,FALSE,1,
