BsM_Cycle,FMZ,lakeName,waterbodyID,secchiDepth,surfaceArea,lakeVolume,maxDepth,meanDepth,lat,long,yearSample,COLTR (TCU),pH,cond,alk,Ca,MGUT (mg/L),Na,KKUT (mg/L),CLIDUR (mg/L),SSO4UR (mg/L),SIO3UR (mg/L),FEUT,DIC,DOC,NNHTUR (mg/L),NNOTUR (ug/L),TKN,TDP,dateSample,NtoPratio
2,5,Lilac,15-5464-53494,2.1,NA,NA,23,10.6,48.29901,-92.37509,2017,25.6,7.089,32.899,12.199,3.02,1.31,0.965,0.565,0.21,1.75,0.56,70,NA,6.299,22,4,313,11,2017-05-08,2.387475563307468
2,5,Little Turtle,15-5221-54041,1.2,NA,NA,9.2,3.6,48.78047,-92.68563,2016,60.299,6.7,25.699,8.519,2.68,0.87,1,0.46,0.35,1.449,1.58,220,2.06,7.9,14,2,361,12.4,2016-05-24,2.331665732007537
2,5,Long,15-5477-54774,5,NA,NA,32.9,14,49.44607,-92.32731,2015,8.759,7.459,76.099,35.5,11.3,1.11,0.995,0.64,0.37,2.6,1.36,NA,8.8,4,8,2,228,7.799,2015-05-14,2.627226546985275
2,5,Loonhaunt,15-4632-54287,3.4,NA,NA,47.3,11.3,49.002,-93.50355,2015,17,7.219,51.5,20,6.099,1.409,1.08,0.89,0.26,3.799,0.78,30,4.919,5.799,12,2,297,8.599,2015-05-13,2.632233507381551
2,5,Louisa,15-6250-53348,8,NA,NA,76.3,21.1,48.1557,-91.32066,2017,9.72,6.87,30.199,9.949,3.459,0.728,0.745,0.37,0.22,3.299,0.6,NA,2.64,3.6,8,50,215,6,2017-05-08,2.9702684227646614
2,5,Louisa,15-6250-53348,6.5,NA,NA,76.3,21.1,48.1557,-91.32066,2016,10.1,6.71,30.5,9.009,3.319,0.812,0.8,0.375,0.24,3.149,0.46,NA,2.439,4.2,12,36,199,4.3,2016-05-17,3.5730230738682187
2,5,Lower Manitou,15-5023-54567,5,NA,NA,81,19.9,49.27811,-92.94807,2015,10.8,7.44,68.599,28.699,9.4,1.22,1.429,0.56,0.85,2.25,1,NA,7.48,5.799,6,42,243,6.2,2015-05-13,2.9846915191206373
2,5,Lower Stewart,15-4454-55169,2,NA,NA,29,6.9,49.80052,-93.75978,2017,56.6,6.889,57.2,8.509,3.259,1.07,5.49,0.61,7.94,2,1.72,180,2.319,8.699,16,76,319,6.9,2017-05-09,2.962883222580033
2,5,Lowry,15-5159-54211,1.5,NA,NA,8,4.5,48.94751,-92.77819,2017,78.5,6.799,28.699,9.25,2.419,1.05,1.33,0.52,1.23,0.95,1.36,440,2.1,11,34,68,479,24.1,2017-05-08,1.93698251714315
2,5,Mack,15-6480-53625,3.3,NA,NA,31,7,48.39067,-90.99822,2017,20.8,7.16,47.399,18.6,6.299,1.05,1.02,0.565,0.18,3.149,0.72,30,4.559,6.599,16,2,324,12.699,2017-05-08,2.2676421295660436
2,5,Manion,15-5502-54176,1.5,NA,NA,12,5.6,48.90942,-92.31834,2017,37.2,6.929,27.699,9.349,2.819,0.734,1.22,0.425,0.51,1.7,2.279,90,2.419,7,26,10,308,10.5,2017-05-08,2.4272675916803346
2,5,Manion,15-5502-54176,2.1,NA,NA,12,5.6,48.90942,-92.31834,2016,38.2,6.669,28,9.07,2.839,0.76,1.21,0.405,0.52,1.75,1.879,90,2.279,7.2,18,2,291,7.5,2016-05-17,2.7974616048537406
2,5,Marmion,15-6065-54144,4,NA,NA,24.4,6.2,48.89674,-91.51896,2015,8.38,7.349,87.2,35.2,10,1.84,3.589,0.555,3.009,3.299,1.36,30,8.199,5,8,2,293,7.5,2015-05-19,2.800837589313659
2,5,McAree,15-5787-53500,2,NA,NA,37.2,12.7,48.28734,-91.92461,2017,58.5,7.24,55.399,19.399,5.839,2.1,1.649,0.405,1.37,3.1,2.6,170,4.54,10.1,34,50,422,14.9,2017-05-08,2.2323228167365454
2,5,McAree,15-5787-53500,2.1,NA,NA,37.2,12.7,48.28734,-91.92461,2016,65.5,7.009,58.7,19.199,5.78,2.589,1.83,0.46,1.649,3.149,2.819,180,4.519,11.9,38,46,486,13,2016-05-17,2.404720886969187
2,5,McCaulay,15-5752-53953,3.8,NA,NA,50,20.8,48.70827,-91.97711,2017,31.699,6.879,32.799,9.97,3.7,0.752,0.95,0.735,0.66,2.45,1.26,40,2.66,6.799,4,122,265,8.099,2017-05-08,2.652126791340421
2,5,McCaulay,15-5752-53953,2.5,NA,NA,50,20.8,48.70827,-91.97711,2016,31.399,6.75,33.299,9.589,3.62,0.774,1.04,0.785,0.69,2.6,1.12,40,2.48,7.4,8,102,279,4.9,2016-05-17,3.4990912647416996
2,5,McEwen,15-6348-53492,4.3,NA,NA,45,11.6,48.2938,-91.17707,2017,32.1,6.919,30.8,9.349,3.08,1.01,1.12,0.39,0.27,2.399,2.02,40,2.56,6.9,6,90,261,6.099,2017-05-08,3.0502850874446463
2,5,McEwen,15-6348-53492,3.3,NA,NA,45,11.6,48.2938,-91.17707,2016,32.5,6.7,31.3,9.39,3.04,1.05,1.149,0.415,0.29,2.5,2,50,2.52,7.2,10,76,287,4.799,2016-05-17,3.561812338138181
2,5,Mercutio,15-6383-54085,1.8,NA,NA,15.3,4.9,48.80983,-91.09871,2017,53.799,7.049,31.199,11.199,3.859,0.972,0.825,0.38,0.2,1.35,2.259,280,2.799,9.5,40,8,432,14.699,2017-05-08,2.2521888246022232
2,5,Mercutio,15-6383-54085,1.8,NA,NA,15.3,4.9,48.80983,-91.09871,2016,73.7,6.759,30.899,9.57,3.72,0.972,0.8,0.365,0.19,1.35,2.919,330,2.52,11,32,174,268,14.8,2016-05-18,2.0698305796480243
2,5,Mount,15-5600-54290,4,NA,NA,37.2,12.8,49.01314,-92.18708,2017,29.699,6.9,29.199,9.609,2.919,0.688,1.33,0.39,0.79,1.85,2.359,40,2.399,5.7,12,102,218,6.7,2017-05-08,2.809165919889594
2,5,Mount,15-5600-54290,2.5,NA,NA,37.2,12.8,49.01314,-92.18708,2016,30.699,6.639,29.199,8.439,2.919,0.69,1.37,0.375,0.8,1.899,2.24,40,2.339,5.2,18,2,324,5.699,2016-05-17,3.2890139599344095
2,5,Namakan,15-5308-53662,1.8,NA,NA,45,13.3,48.45662,-92.58506,2017,52.299,7.139,47.899,16.399,5,1.82,1.47,0.55,1.32,2.75,2.08,110,3.899,9.8,16,68,383,10.9,2017-05-08,2.480632127342607
2,5,Nora,15-5842-54507,5.1,NA,NA,55.2,16.2,49.19934,-91.85993,2017,12.5,6.9,26.699,8.859,2.759,0.7,0.94,0.405,0.21,2.149,1.6,NA,2.6,3.5,14,32,205,6.9,2017-05-08,2.735736625692995
2,5,Nora,15-5842-54507,5.5,NA,NA,55.2,16.2,49.19934,-91.85993,2016,11.699,6.74,27.199,9.589,2.72,0.722,1,0.425,0.24,2.25,1.399,NA,2.54,4.099,22,2,261,6.299,2016-05-18,2.9981026724880637
2,5,Off,15-4396-54165,2.3,NA,NA,12.2,4.9,48.90206,-93.83011,2016,61.399,7.5,139,65.099,17.899,6.19,2.08,1.05,1.94,1.649,0.76,80,14.6,15.9,24,2,633,13.199,2016-05-24,2.492814544311423
2,5,Old Man,15-4124-55428,1.6,NA,NA,23,6.1,50.03672,-94.22218,2017,30,6.98,27.399,8.91,2.72,0.866,0.91,0.5,0.34,1.75,1.139,70,2.419,6.4,26,2,291,9.3,2017-05-09,2.5320847577469583
2,5,Otukamamoan,15-5100-54230,2.8,NA,NA,53.7,16.9,48.96084,-92.89431,2016,35.2,6.58,30.8,7.44,3.08,0.886,1.629,0.49,1.56,1.6,0.92,70,1.98,8.099,16,32,362,9.3,2016-05-24,2.6294885254302867
2,5,Pelicanpouch,15-3662-55240,1.2,NA,NA,9.2,3.6,49.85536,-94.87014,2017,70.799,6.94,36.1,11,3.22,1.21,1.86,0.65,1.659,0.85,1,460,2.819,11.8,54,4,555,27.199,2017-05-09,1.9109267554006373
2,5,Pelicanpouch,15-3662-55240,2.6,NA,NA,9.2,3.6,49.85536,-94.87014,2016,66.599,6.79,38.299,11.4,3.16,1.34,1.909,0.755,1.6,1.05,2.62,830,2.96,11.3,70,124,641,30.399,2016-05-16,1.8910954717732669
2,5,Perch,15-5849-53998,1.7,NA,NA,24.7,5.9,48.74848,-91.83244,2015,58.899,7.089,55.7,21.399,6.28,1.449,1.99,0.525,2.14,2.1,1.899,310,4.5,10.9,14,56,424,12.699,2015-05-22,2.3731260249057744
2,5,Pickerel,15-6146-53867,5.4,NA,NA,74.7,17.7,48.63384,-91.37177,2015,26,6.759,35.2,8.439,2.58,0.906,2.069,0.53,2.299,1.899,1.26,60,2.259,6.4,6,96,253,4.299,2015-05-19,3.7355674903649447
2,5,Plum,15-4127-55299,1.3,NA,NA,12,4.7,49.90988,-94.21523,2017,69.2,6.65,20,5.57,2.06,0.664,0.66,0.42,0.14,1,2.1,280,1.52,10.9,20,42,362,9.699,2017-05-09,2.5815936431655238
2,5,Plum,15-4127-55299,2.5,NA,NA,12,4.7,49.90988,-94.21523,2016,64.599,6.309,20,5.11,2.22,0.712,0.645,0.54,0.14,1.1,1.8,250,1.6,10,16,44,400,8.3,2016-05-16,2.815348770246896
2,5,Poohbah,15-5975-53595,3.9,NA,NA,70,16.1,48.38032,-91.6971,2017,21.199,6.929,28.1,8.679,2.74,0.904,1.02,0.65,0.21,2.799,0.56,30,2.24,5.2,14,70,241,8,2017-05-08,2.6221645496343116
2,5,Poohbah,15-5975-53595,3.1,NA,NA,70,16.1,48.38032,-91.6971,2016,23,6.69,28.6,7.99,2.6,0.902,0.97,0.635,0.18,2.85,0.52,30,2.14,6.099,16,54,261,4.599,2016-05-17,3.596409656681279
2,5,Populus,15-4557-54838,2.7,NA,NA,39,8.2,49.50585,-93.59764,2015,29.899,7.41,68.099,31.199,11,0.818,0.715,0.525,0.16,1.95,1.52,40,7.719,8.8,14,2,366,8,2015-05-13,2.821840399796358
2,5,Priam,15-4745-54662,2.1,NA,NA,25,7,49.34673,-93.35655,2017,57.1,6.919,27.699,9.779,2.98,0.846,1.02,0.54,0.24,1.399,1.879,200,2.22,9.4,28,28,395,9.699,2017-05-09,2.6198091415556046
2,5,Priam,15-4745-54662,2.1,NA,NA,25,7,49.34673,-93.35655,2016,46.7,6.71,27.6,9.419,3,0.862,1.03,0.57,0.27,1.75,1.399,110,2,9.4,4,2,432,9.3,2016-05-25,2.7083638152601806
2,5,Pyramid,15-6483-54441,2.3,NA,NA,23,5.6,49.12366,-90.96809,2017,68.4,6.839,22.5,6.929,2.62,0.7,0.725,0.395,0.16,1.25,2.12,220,1.459,10.6,8,24,368,9.199,2017-05-24,2.6495970421488533
2,5,Rawn Re.,15-6076-54043,2.5,NA,NA,16,4.2,48.78507,-91.53701,2015,45,7.259,62.799,28.8,9.339,1.27,1.159,0.38,0.5,1.05,2.259,250,6.48,9.099,10,2,443,10.9,2015-05-19,2.541310101126275
2,5,Rock,15-5291-54878,1.4,NA,NA,8,2.2,49.54187,-92.59614,2017,22.199,7.75,128,61.299,18,3.37,1.69,0.61,0.9,1.399,1.96,110,14.6,6,28,1,390,17.699,2017-05-09,2.072284918450269
2,5,Rock,15-5291-54878,1.5,NA,NA,8,2.2,49.54187,-92.59614,2016,23,7.57,129,61.6,19.1,3.45,1.659,0.63,0.86,1.6,1.139,150,14.6,8.699,34,2,394,15.5,2016-05-16,2.175469719126923
2,5,Rowan,15-4593-54629,2.3,NA,NA,39.7,10.3,49.31937,-93.55764,2016,22.399,6.98,43.1,16.5,5.599,1.05,1.06,0.635,0.33,1.95,0.98,30,3.94,7.4,16,2,345,8.8,2016-05-24,2.6732374909447714
2,5,Rugby,15-5026-55337,1,NA,NA,7.6,3.4,49.95675,-92.95825,2017,80.7,7.589,89.799,42.799,11.8,3.16,1.36,0.81,0.28,1.1,2.899,240,9.96,10.199,48,8,416,19.699,2017-05-09,2.0199832948611154
2,5,Rugby,15-5026-55337,1.5,NA,NA,7.6,3.4,49.95675,-92.95825,2016,81.5,7.2,81.799,37.799,10.4,2.859,1.31,0.88,0.26,1.2,2.819,310,9.039,12.1,46,22,453,20,2016-05-16,2.0382152378796974
2,5,Rutter,15-5581-54358,3.6,NA,NA,20,6.1,49.07359,-92.20036,2015,17.699,6.79,22.1,7.019,2.02,0.484,1,0.35,0.41,1.05,1.32,60,1.84,5.2,4,2,252,6.799,2015-05-22,2.863152735825594
2,5,Saganagons,15-6508-53496,4.2,NA,NA,31.3,6.9,48.29466,-90.97617,2017,25.699,7.2,45.899,17.5,5.639,1.49,1,0.395,0.4,2.35,1.899,30,4.32,6.799,22,24,309,7.9,2017-05-08,2.7573099479902874
2,5,Saganagons,15-6508-53496,3.2,NA,NA,31.3,6.9,48.29466,-90.97617,2016,26.199,6.95,46.2,17.399,5.36,1.57,1.07,0.44,0.43,2.6,1.8,30,4.139,7.5,22,24,329,6,2016-05-17,3.2054402749895026
2,5,Sandbeach,15-5586-54227,2,NA,NA,54.9,20.7,48.95915,-92.20128,2017,57.799,6.879,31.199,8.169,3.6,0.764,1.49,0.44,0.54,2.25,3.96,70,2.5,7.5,4,188,223,10.6,2017-05-08,2.281461609551438
2,5,Sandbeach,15-5586-54227,2.3,NA,NA,54.9,20.7,48.95915,-92.20128,2016,58.5,6.679,31.3,9.05,3.439,0.748,1.36,0.42,0.52,2.2,3.439,80,2.359,7.5,4,16,387,4.099,2016-05-17,4.152836882411414
2,5,Sandford,15-5955-54404,11,NA,NA,114.7,36.8,49.10844,-91.68457,2017,2.64,6.849,24.5,7.769,2.72,0.54,0.905,0.38,0.2,2.6,0.56,NA,2.279,1.3,2,50,117,4.799,2017-05-08,2.9974418138456533
2,5,Sandford,15-5955-54404,10,NA,NA,114.7,36.8,49.10844,-91.68457,2016,4.2,6.61,24.8,7.04,2.439,0.54,0.865,0.38,0.22,2.6,0.56,NA,2.22,2.2,8,88,101,2.799,2016-05-18,4.336958129846736
2,5,Sawbill B.,15-6135-54228,2.8,NA,NA,30.5,6.3,48.96026,-91.44366,2015,47.799,7,38.899,15.5,5.62,0.822,0.75,0.41,0.12,1.5,1.899,180,3.72,8.699,16,30,358,10.6,2015-05-19,2.4811002236261483
2,5,Scattergood,15-5206-54600,2.5,NA,NA,40,8,49.29686,-92.71694,2015,40.299,6.929,40.2,10.5,3.48,0.578,2.549,0.34,2.98,1.35,1.74,70,2.56,9.3,8,70,324,7,2015-05-13,2.9493737533501263
2,5,Schistose,15-4562-54445,3.1,NA,NA,53,16.6,49.15469,-93.60163,2016,14.5,7.5,119,52.7,17,2.919,1.04,0.51,0.3,4,2.2,NA,12.699,7.299,16,2,325,5.699,2016-05-24,3.2907666723404816
2,5,Scotch,15-6345-54482,3.9,NA,NA,27.8,9.2,49.15786,-91.17121,2015,40.7,6.669,21.5,6.2,2.24,0.536,0.68,0.355,0.1,1.3,1.679,110,1.76,7.2,2,70,248,6.7,2015-05-19,2.8763977510919334
2,5,Secret,15-5627-54364,5.2,NA,NA,29,14.5,49.07877,-92.14008,2015,6.48,6.75,19.1,6,1.6,0.362,0.88,0.28,0.42,1.399,1.28,50,1.679,3.1,2,2,198,6.9,2015-05-22,2.7178911401803734
2,5,Shrub,15-4351-55357,3.5,NA,NA,26,9,49.97099,-93.89782,2015,14.199,6.799,21.5,6.75,1.899,0.66,0.62,0.48,0.11,1.399,0.76,40,1.94,5.799,12,38,255,6.799,2015-05-13,2.869277792807397
2,5,Silver,15-4153-55253,5,NA,NA,91.5,39,49.87618,-94.17702,2017,8.48,7.009,35.899,12.199,3.6,1.07,1.05,0.68,0.54,2.85,0.56,NA,3.14,3.2,2,116,158,4.5,2017-05-09,3.3178512041917285
2,5,Silver,15-4153-55253,3.5,NA,NA,91.5,39,49.87618,-94.17702,2016,7.929,6.79,36.799,11.6,3.56,1.179,1.07,0.71,0.58,2.899,0.46,NA,3.259,3.7,6,104,169,3.1,2016-05-16,4.410855593834516
2,5,South Crook,15-5634-54332,8.7,NA,NA,13,5.1,49.04998,-92.1326,2015,6.28,6.599,19.899,4.9,1.439,0.358,1.3,0.265,1.629,1.35,0.06,60,1.56,2.7,12,2,240,7,2015-05-26,2.7963216615013584
2,5,South Wapageisi,15-5449-54565,2,NA,NA,19,5.9,49.26695,-92.38208,2017,32.7,6.73,19.8,6.719,2.22,0.56,0.8,0.345,0.17,1.399,1.12,130,1.8,6.799,20,28,281,6.9,2017-05-08,2.8977239677021713
2,5,Steep Rock,15-5979-54059,3,NA,NA,14,4.8,48.79669,-91.6697,2017,10.199,7.639,105,45.899,14.3,3.41,1.929,0.695,0.79,4.5,2.12,40,10.6,5.2,14,1,285,10.9,2017-05-08,2.357417381836571
2,5,Stormy,15-5503-54708,4.5,NA,NA,36.6,12.6,49.39447,-92.34669,2015,9.179,7.49,74.599,34.7,10.9,1.01,0.955,0.61,0.38,2.149,1.36,NA,8.64,4.299,6,2,239,8,2015-05-14,2.6181824979917385
2,5,Tadpole,15-4785-54790,3.1,NA,NA,36,9.6,49.47038,-93.29066,2017,25.6,6.889,22.199,7.879,2.1,0.652,0.9,0.49,0.24,1.649,0.86,40,1.78,6.299,18,6,286,6,2017-05-09,3.1280078105928366
2,5,Tadpole,15-4785-54790,2.4,NA,NA,36,9.6,49.47038,-93.29066,2016,23,6.57,22,6.53,2.18,0.734,0.935,0.565,0.24,1.7,0.72,30,1.639,6.599,4,2,311,5.9,2016-05-25,3.2036188464384727
2,5,This Man,15-6332-53357,3.8,NA,NA,39.3,11.7,48.16447,-91.2036,2017,15.5,7.44,83.5,37.7,14.8,1.05,0.765,0.3,0.2,3.1,1.5,NA,9.08,5.5,28,26,307,9.199,2017-05-08,2.5683464681544135
2,5,This Man,15-6332-53357,2.5,NA,NA,39.3,11.7,48.16447,-91.2036,2016,15.199,7.28,87.9,38.299,14,1.08,0.725,0.3,0.2,3.2,1.28,NA,9.259,6.799,12,2,307,6.8,2016-05-17,2.9651099868952904
2,5,Thunder,15-5241-55137,3.1,NA,NA,23.5,11.1,49.77882,-92.66332,2017,25.3,7.65,112,44.899,13.3,2.97,3.399,0.98,4.379,2.549,1.58,40,10.4,6.4,30,12,301,12.1,2017-05-09,2.281666429044241
2,5,Thunder,15-5241-55137,3.5,NA,NA,23.5,11.1,49.77882,-92.66332,2016,23.199,7.349,111,42.399,12.9,2.97,3.39,1.01,4.41,2.7,1.399,50,10.4,7.799,26,24,313,9.899,2016-05-16,2.4957914638828935
2,5,Trap,15-5153-55007,2.5,NA,NA,13.2,7.1,49.66182,-92.78292,2017,30.5,7.71,140,57.7,16.399,4.69,4.24,1.35,6.519,1.05,0.94,80,13.5,8.9,16,1,424,13.199,2017-05-09,2.3379817436322394
2,5,Trap,15-5153-55007,2.4,NA,NA,13.2,7.1,49.66182,-92.78292,2016,34.6,7.4,135,55.6,15.1,4.469,4.04,1.419,6.16,1.1,1.06,90,13.199,11.4,44,2,465,12.8,2016-05-16,2.401918831746374
2,5,Turtle,15-5770-54220,4.3,NA,NA,18.3,6.3,48.95315,-91.94003,2015,22.199,6.679,19.899,6.2,1.7,0.546,0.75,0.36,0.25,1.399,1.639,80,1.48,5.099,6,50,239,4.5,2015-05-22,3.588912061711521
2,5,Union,15-6493-54089,1.9,NA,NA,14,3.8,48.82795,-90.97053,2015,76.4,6.889,30,12.4,3.6,0.99,0.84,0.4,0.28,1.3,2.2,360,2.58,10.699,12,2,417,14.3,2015-05-19,2.262020919812703
2,5,Upper Manitou,15-5149-54725,6,NA,NA,56,17.2,49.40161,-92.77724,2015,5.75,7.48,80.2,36.799,10.3,1.48,1.2,0.59,0.55,2.549,1.159,NA,9.179,4.799,6,2,246,6.5,2015-05-13,2.9176124793380844
2,5,Vista,15-4943-54343,4,NA,NA,68.9,13.1,49.06245,-93.08016,2015,12.8,7.36,61,25.699,7.9,0.882,0.785,0.54,0.29,2.549,0.84,NA,6.54,6.2,10,18,293,6.599,2015-05-13,2.986665881489326
2,5,Wabigoon,15-5203-55093,0.8,NA,NA,15,6.5,49.73222,-92.72928,2017,80.4,7.62,97,41,12.4,2.52,3.04,0.99,3.24,1.6,1.179,810,9.359,7.799,28,8,397,37.7,2017-05-09,1.6474886825605386
2,5,Wabigoon,15-5203-55093,1,NA,NA,15,6.5,49.73222,-92.72928,2016,60.1,7.24,101,40.899,12.5,2.62,3.22,1.169,3.96,1.449,1.02,470,9.48,9.4,22,2,427,20.399,2016-05-18,2.005385411733944
2,5,Wapageisi,15-5472-54633,2.6,NA,NA,46,11,49.32443,-92.35219,2017,25.6,7.03,33.2,13.6,4.9,0.576,0.705,0.375,0.17,1.7,1.159,70,3.399,5.5,20,1,260,6.9,2017-05-08,2.857822687832916
2,5,Wapageisi,15-5472-54633,3,NA,NA,46,11,49.32443,-92.35219,2016,15.1,6.879,41.399,15.9,6.019,0.598,0.625,0.405,0.19,1.899,0.84,NA,4.16,5.299,20,2,298,8.099,2016-05-17,2.7078878214492823
2,5,"WE66-23, (DRY-NL-651)",15-5684-54631,1.2,NA,NA,5.2,2.3,49.31937,-92.05985,2017,94.799,6.549,18.3,4.719,1.74,0.564,0.88,0.48,0.35,1.05,2.66,380,1.2,10.3,12,34,338,10.1,2017-05-08,2.507480408562489
2,5,"WE66-23, (DRY-NL-651)",15-5684-54631,1.8,NA,NA,5.2,2.3,49.31937,-92.05985,2016,87.2,6.309,18.899,3.759,1.82,0.592,0.83,0.645,0.38,1.3,2.52,340,1.2,10.4,18,10,380,7.8,2016-05-18,2.874131022376125
2,5,West Jackfish,15-4512-54200,2.1,NA,NA,18.3,5.3,48.93632,-93.66605,2015,41.1,7,33.2,12.1,3.18,1.159,1.1,0.745,0.25,1.3,1.8,140,3.339,9.599,18,4,463,19.199,2015-05-13,2.073592071022462
2,5,White Otter,15-5816-54402,6.5,NA,NA,56.4,22.1,49.09057,-91.86311,2015,2.75,6.879,26.5,10.199,2.56,0.582,0.955,0.395,0.15,2.049,1.379,NA,2.52,2.6,6,2,173,5,2015-05-22,3.1633569976323965
2,5,Whitefish,15-3532-55170,1.6,NA,NA,20.1,7,49.78718,-95.03457,2017,36.2,6.99,27.8,10.3,3.06,0.892,0.74,0.49,0.17,1.3,1.139,210,2.459,7.9,28,34,363,8.199,2017-05-09,2.7855870287405233
2,5,Whitefish,15-3532-55170,2.8,NA,NA,20.1,7,49.78718,-95.03457,2016,22.8,6.75,29.6,10.199,3.14,1.04,0.815,0.515,0.21,1.449,0.8,120,2.68,8,24,2,335,7.5,2016-05-16,2.8668658726037015
2,5,Winnange,15-4495-55118,8.2,NA,NA,115.2,27.2,49.75528,-93.70447,2015,6.349,6.929,34.899,9.789,2.68,0.942,1.78,0.57,1.47,2.45,0.52,NA,2.839,3.6,4,66,177,3.7,2015-05-13,3.8776856991281257
2,5,Wolseley,15-5678-53647,2,NA,NA,43,12.3,48.43632,-92.08719,2017,38.299,6.87,26.8,8.429,2.399,1.03,0.88,0.69,0.18,2.049,0.82,110,NA,8,20,66,352,10.4,2017-05-08,2.4938236499242548
2,5,Wolseley,15-5678-53647,3.5,NA,NA,43,12.3,48.43632,-92.08719,2016,41.399,6.669,27.3,7.389,2.259,1.129,0.905,0.705,0.19,2.1,0.84,100,2.14,8.8,18,64,388,8.1,2016-05-17,2.833119279147127
2,5,Your,15-5813-53685,1.5,NA,NA,20.8,5.1,48.47117,-91.88797,2017,50.399,6.65,21.199,6.019,1.84,0.818,0.835,0.515,0.16,1.8,1.12,190,1.74,9,24,2,398,12.699,2017-05-08,2.348309650719435
2,5,Your,15-5813-53685,2.2,NA,NA,20.8,5.1,48.47117,-91.88797,2016,48.399,6.469,22,4.929,1.8,0.864,0.825,0.52,0.17,1.8,1.04,210,1.5,8.9,22,20,374,9.3,2016-05-17,2.644038703321935
2,5,Z05_Cy2_03,15-5510-54322,2.3,NA,NA,2,1.4,49.0399,-92.30277,2017,41.2,7,31.3,11.199,3.6,0.804,1.04,0.395,0.29,1.899,0.52,380,2.919,9,36,8,495,12.199,2017-05-18,2.4724906797115866
2,6,Arrow,15-7025-53379,8.1,NA,NA,54.9,17.8,48.15855,-90.26498,2013,4.2,7.459,63.799,22.6,7.599,2.08,1.409,0.565,0.46,4.849,4,45,5.98,3,6,40,176,4.599,2013-05-27,3.3418767252556627
2,6,Athelstane,15-7050-54058,3.5,NA,NA,32.9,9.4,48.77457,-90.20796,2013,21,7.44,50,17.899,6.44,1.909,0.98,0.71,0.25,1.649,3.64,126,5.139,6.5,14,42,265,9,2013-05-28,2.5269083765695477
2,6,Batwing,15-7091-53688,2,NA,NA,14.9,6.6,48.44209,-90.17355,2013,50.2,7.129,37.2,11.6,4.4,1.51,0.995,0.405,0.26,1.649,1.879,210,3.06,10.9,8,48,390,8.699,2013-05-27,2.7436303884551134
2,6,Beatty,16-4566-55070,5,NA,NA,27.5,6.1,49.71792,-87.60467,2013,7.4,8.08,190,87,37.5,4.75,0.6,0.33,0.34,1.449,2.06,66,23.8,4.099,16,74,244,7.4,2013-05-29,2.7284578569540128
2,6,Bedivere,15-6578-54141,1.8,NA,NA,12.5,5.2,48.86818,-90.84937,2014,80.299,7.179,32.299,10.9,4.179,1.08,0.89,0.385,0.19,1.6,2.48,350,2.459,11,28,18,414,13.1,2014-05-28,2.3355042961655466
2,6,Bisect,16-3706-53956,4.4,NA,NA,13.1,5.9,48.70281,-88.75896,2013,28.8,7.15,30.8,12.199,3.48,1.37,0.715,0.24,0.14,1.55,1.12,NA,2.98,7.099,18,2,313,5.599,2013-08-26,3.3020475024518707
2,6,Black Sturgeon,16-3634-54687,2.6,NA,NA,52.4,18.5,49.35824,-88.87211,2013,62.2,7.66,120,33.799,11.9,3.49,7.82,0.65,9.619,3.5,3.58,202,8.88,11.4,2,158,340,7.2,2013-05-29,2.9323984674510966
2,6,Blunder,15-7020-53669,1.8,NA,NA,6.7,2.6,48.42444,-90.26943,2014,130,6.919,29.6,8.71,3.58,1.129,0.84,0.295,0.36,1.25,3.04,640,2.16,14.1,26,70,498,14.6,2014-05-27,2.310696895728249
2,6,Burchell,15-6747-53842,3.1,NA,NA,74.7,24.3,48.58834,-90.62706,2013,13.4,7.45,99.4,22.899,12.8,1.899,3.189,0.735,3.85,12.3,2.72,71,6.2,5,2,116,187,3.1,2013-05-27,4.497820221742404
2,6,Castle,16-3663-55543,2.7,NA,NA,36,9.6,50.1269,-88.87219,2013,16.199,7.58,69.799,29.399,9.46,2.04,1.32,0.6,0.48,2.45,1.679,62,7.4,4.5,16,2,231,7.599,2013-05-28,2.6666385688548213
2,6,Circle,16-3534-54692,1.9,NA,NA,15,5.2,49.35977,-89.01858,2013,72.2,7.509,66.4,24.899,8.859,2.47,1.95,0.55,0.44,1,4.2,265,6.919,12.5,26,96,456,12.8,2013-05-29,2.394277605475431
2,6,Cliff,16-3700-54335,4.2,NA,NA,12,5.4,49.04188,-88.77821,2013,14,7.719,82,34,12.8,3.129,0.915,0.34,0.4,0.9,0.6,145,9.5,4.7,64,118,281,4.299,2013-05-29,3.8063973960504023
2,6,Cry,16-3557-55322,5,NA,NA,47.6,22.2,49.92643,-89.01587,2013,5.799,7.509,68.599,27.8,9.439,2.049,1.37,0.53,0.41,3.899,1.84,42,7.28,2.2,10,16,150,4.799,2013-05-28,3.153683858208849
2,6,"des Iles, La.",16-3103-54530,2,NA,NA,30,5.3,49.20226,-89.61011,2013,58.6,7.5,58,19.899,5.78,3.069,1.62,0.43,0.64,3.1,2.2,43,5.179,10.199,26,12,356,18.399,2013-06-06,2.0136333446851324
2,6,"des Mille Lacs, La.",15-6827-54135,1.3,NA,NA,24.4,6.8,48.87653,-90.51282,2013,101,7.19,49.399,16.399,6.059,1.7,1.94,0.585,2.18,1,2.16,694,3.859,15.1,20,58,505,22.699,2013-05-27,1.9908284234862412
